Year,GP,Driver,Strategy,PitStops,Stint,Compound,StintLength,StintNumber
2021,Spanish Grand Prix,STR,SOFT-MEDIUM-SOFT,2,Stint 2,MEDIUM,17,2
2021,Spanish Grand Prix,STR,SOFT-MEDIUM-SOFT,2,Stint 3,SOFT,26,3
2021,Spanish Grand Prix,TSU,SOFT,0,Stint 1,SOFT,7,1
2021,Spanish Grand Prix,RIC,SOFT-MEDIUM-SOFT,2,Stint 1,SOFT,25,1
2021,Spanish Grand Prix,RIC,SOFT-MEDIUM-SOFT,2,Stint 2,MEDIUM,21,2
2021,Spanish Grand Prix,RIC,SOFT-MEDIUM-SOFT,2,Stint 3,SOFT,20,3
2021,Spanish Grand Prix,OCO,SOFT-MEDIUM,1,Stint 1,SOFT,23,1
2021,Spanish Grand Prix,OCO,SOFT-MEDIUM,1,Stint 2,MEDIUM,42,2
2021,Spanish Grand Prix,VER,SOFT-MEDIUM-SOFT,2,Stint 1,SOFT,24,1
2021,Spanish Grand Prix,VER,SOFT-MEDIUM-SOFT,2,Stint 2,MEDIUM,36,2
2021,Spanish Grand Prix,VER,SOFT-MEDIUM-SOFT,2,Stint 3,SOFT,6,3
2021,Spanish Grand Prix,NOR,SOFT-MEDIUM-SOFT,2,Stint 1,SOFT,23,1
2021,Spanish Grand Prix,NOR,SOFT-MEDIUM-SOFT,2,Stint 2,MEDIUM,28,2
2021,Spanish Grand Prix,NOR,SOFT-MEDIUM-SOFT,2,Stint 3,SOFT,14,3
2021,Spanish Grand Prix,HAM,SOFT-MEDIUM-MEDIUM,2,Stint 1,SOFT,28,1
2021,Spanish Grand Prix,HAM,SOFT-MEDIUM-MEDIUM,2,Stint 2,MEDIUM,14,2
2021,Spanish Grand Prix,HAM,SOFT-MEDIUM-MEDIUM,2,Stint 3,MEDIUM,24,3
2021,Spanish Grand Prix,MSC,SOFT-MEDIUM-MEDIUM,2,Stint 1,SOFT,23,1
2021,Spanish Grand Prix,MSC,SOFT-MEDIUM-MEDIUM,2,Stint 2,MEDIUM,27,2
2021,Spanish Grand Prix,MSC,SOFT-MEDIUM-MEDIUM,2,Stint 3,MEDIUM,14,3
2021,Spanish Grand Prix,VET,SOFT-MEDIUM-SOFT,2,Stint 1,SOFT,21,1
2021,Spanish Grand Prix,VET,SOFT-MEDIUM-SOFT,2,Stint 2,MEDIUM,17,2
2021,Spanish Grand Prix,VET,SOFT-MEDIUM-SOFT,2,Stint 3,SOFT,27,3
2021,Spanish Grand Prix,SAI,SOFT-MEDIUM-SOFT,2,Stint 1,SOFT,22,1
2021,Spanish Grand Prix,SAI,SOFT-MEDIUM-SOFT,2,Stint 2,MEDIUM,24,2
2021,Spanish Grand Prix,SAI,SOFT-MEDIUM-SOFT,2,Stint 3,SOFT,20,3
2021,Spanish Grand Prix,LAT,SOFT-MEDIUM-MEDIUM-SOFT,3,Stint 1,SOFT,9,1
2021,Spanish Grand Prix,LAT,SOFT-MEDIUM-MEDIUM-SOFT,3,Stint 2,MEDIUM,18,2
2021,Spanish Grand Prix,LAT,SOFT-MEDIUM-MEDIUM-SOFT,3,Stint 3,MEDIUM,23,3
2021,Spanish Grand Prix,LAT,SOFT-MEDIUM-MEDIUM-SOFT,3,Stint 4,SOFT,15,4
2021,Spanish Grand Prix,RUS,SOFT-MEDIUM-MEDIUM,2,Stint 1,SOFT,9,1
2021,Spanish Grand Prix,RUS,SOFT-MEDIUM-MEDIUM,2,Stint 2,MEDIUM,19,2
2021,Spanish Grand Prix,RUS,SOFT-MEDIUM-MEDIUM,2,Stint 3,MEDIUM,37,3
2021,Spanish Grand Prix,RAI,MEDIUM-SOFT,1,Stint 1,MEDIUM,37,1
2021,Spanish Grand Prix,RAI,MEDIUM-SOFT,1,Stint 2,SOFT,28,2
2021,Spanish Grand Prix,BOT,SOFT-MEDIUM-SOFT,2,Stint 1,SOFT,23,1
2021,Spanish Grand Prix,BOT,SOFT-MEDIUM-SOFT,2,Stint 2,MEDIUM,30,2
2021,Spanish Grand Prix,BOT,SOFT-MEDIUM-SOFT,2,Stint 3,SOFT,13,3
2021,Spanish Grand Prix,MAZ,SOFT-MEDIUM-MEDIUM,2,Stint 1,SOFT,22,1
2021,Spanish Grand Prix,MAZ,SOFT-MEDIUM-MEDIUM,2,Stint 2,MEDIUM,20,2
2021,Spanish Grand Prix,MAZ,SOFT-MEDIUM-MEDIUM,2,Stint 3,MEDIUM,22,3
2021,Spanish Grand Prix,GIO,SOFT-MEDIUM-SOFT,2,Stint 1,SOFT,8,1
2021,Spanish Grand Prix,GIO,SOFT-MEDIUM-SOFT,2,Stint 2,MEDIUM,31,2
2021,Spanish Grand Prix,GIO,SOFT-MEDIUM-SOFT,2,Stint 3,SOFT,26,3
2021,Monaco Grand Prix,VER,SOFT-HARD,1,Stint 1,SOFT,34,1
2021,Monaco Grand Prix,VER,SOFT-HARD,1,Stint 2,HARD,44,2
2021,Monaco Grand Prix,SAI,SOFT-HARD,1,Stint 1,SOFT,32,1
2021,Monaco Grand Prix,SAI,SOFT-HARD,1,Stint 2,HARD,46,2
2021,Monaco Grand Prix,NOR,SOFT-HARD,1,Stint 1,SOFT,30,1
2021,Monaco Grand Prix,NOR,SOFT-HARD,1,Stint 2,HARD,48,2
2021,Monaco Grand Prix,PER,SOFT-HARD,1,Stint 1,SOFT,35,1
2021,Monaco Grand Prix,PER,SOFT-HARD,1,Stint 2,HARD,43,2
2021,Monaco Grand Prix,VET,SOFT-HARD,1,Stint 1,SOFT,31,1
2021,Monaco Grand Prix,VET,SOFT-HARD,1,Stint 2,HARD,47,2
2021,Monaco Grand Prix,GAS,SOFT-HARD,1,Stint 1,SOFT,30,1
2021,Monaco Grand Prix,GAS,SOFT-HARD,1,Stint 2,HARD,48,2
2021,Monaco Grand Prix,HAM,SOFT-HARD-SOFT,2,Stint 1,SOFT,29,1
2021,Monaco Grand Prix,HAM,SOFT-HARD-SOFT,2,Stint 2,HARD,38,2
2021,Monaco Grand Prix,HAM,SOFT-HARD-SOFT,2,Stint 3,SOFT,11,3
2021,Monaco Grand Prix,STR,HARD-SOFT,1,Stint 1,HARD,58,1
2021,Monaco Grand Prix,STR,HARD-SOFT,1,Stint 2,SOFT,19,2
2021,Monaco Grand Prix,OCO,SOFT-MEDIUM,1,Stint 1,SOFT,37,1
2021,Monaco Grand Prix,OCO,SOFT-MEDIUM,1,Stint 2,MEDIUM,40,2
2021,Monaco Grand Prix,GIO,SOFT-HARD,1,Stint 1,SOFT,33,1
2021,Monaco Grand Prix,GIO,SOFT-HARD,1,Stint 2,HARD,44,2
2021,Monaco Grand Prix,RAI,MEDIUM-HARD,1,Stint 1,MEDIUM,43,1
2021,Monaco Grand Prix,RAI,MEDIUM-HARD,1,Stint 2,HARD,34,2
2021,Monaco Grand Prix,RIC,MEDIUM-HARD,1,Stint 1,MEDIUM,36,1
2021,Monaco Grand Prix,RIC,MEDIUM-HARD,1,Stint 2,HARD,41,2
2021,Monaco Grand Prix,ALO,MEDIUM-SOFT,1,Stint 1,MEDIUM,45,1
2021,Monaco Grand Prix,ALO,MEDIUM-SOFT,1,Stint 2,SOFT,32,2
2021,Monaco Grand Prix,RUS,MEDIUM-HARD,1,Stint 1,MEDIUM,31,1
2021,Monaco Grand Prix,RUS,MEDIUM-HARD,1,Stint 2,HARD,46,2
2021,Monaco Grand Prix,LAT,MEDIUM-HARD,1,Stint 1,MEDIUM,43,1
2021,Monaco Grand Prix,LAT,MEDIUM-HARD,1,Stint 2,HARD,34,2
2021,Monaco Grand Prix,TSU,HARD-SOFT,1,Stint 1,HARD,64,1
2021,Monaco Grand Prix,TSU,HARD-SOFT,1,Stint 2,SOFT,13,2
2021,Monaco Grand Prix,MAZ,SOFT-HARD,1,Stint 1,SOFT,34,1
2021,Monaco Grand Prix,MAZ,SOFT-HARD,1,Stint 2,HARD,41,2
2021,Monaco Grand Prix,MSC,SOFT-HARD,1,Stint 1,SOFT,37,1
2021,Monaco Grand Prix,MSC,SOFT-HARD,1,Stint 2,HARD,38,2
2021,Monaco Grand Prix,BOT,SOFT,0,Stint 1,SOFT,30,1
2021,Monaco Grand Prix,LEC,SOFT,0,Stint 1,SOFT,1,1
2021,Azerbaijan Grand Prix,GAS,SOFT-HARD-HARD-SOFT,3,Stint 1,SOFT,11,1
2021,Azerbaijan Grand Prix,GAS,SOFT-HARD-HARD-SOFT,3,Stint 2,HARD,36,2
2021,Azerbaijan Grand Prix,GAS,SOFT-HARD-HARD-SOFT,3,Stint 3,HARD,1,3
2021,Azerbaijan Grand Prix,GAS,SOFT-HARD-HARD-SOFT,3,Stint 4,SOFT,3,4
2021,Azerbaijan Grand Prix,PER,SOFT-HARD-HARD-SOFT,3,Stint 1,SOFT,13,1
2021,Azerbaijan Grand Prix,PER,SOFT-HARD-HARD-SOFT,3,Stint 2,HARD,34,2
2021,Azerbaijan Grand Prix,PER,SOFT-HARD-HARD-SOFT,3,Stint 3,HARD,1,3
2021,Azerbaijan Grand Prix,PER,SOFT-HARD-HARD-SOFT,3,Stint 4,SOFT,3,4
2021,Azerbaijan Grand Prix,ALO,SOFT-HARD-SOFT-SOFT-SOFT,4,Stint 1,SOFT,7,1
2021,Azerbaijan Grand Prix,ALO,SOFT-HARD-SOFT-SOFT-SOFT,4,Stint 2,HARD,27,2
2021,Azerbaijan Grand Prix,ALO,SOFT-HARD-SOFT-SOFT-SOFT,4,Stint 3,SOFT,13,3
2021,Azerbaijan Grand Prix,ALO,SOFT-HARD-SOFT-SOFT-SOFT,4,Stint 4,SOFT,1,4
2021,Azerbaijan Grand Prix,ALO,SOFT-HARD-SOFT-SOFT-SOFT,4,Stint 5,SOFT,3,5
2021,Azerbaijan Grand Prix,LEC,SOFT-HARD-HARD-SOFT,3,Stint 1,SOFT,9,1
2021,Azerbaijan Grand Prix,LEC,SOFT-HARD-HARD-SOFT,3,Stint 2,HARD,38,2
2021,Azerbaijan Grand Prix,LEC,SOFT-HARD-HARD-SOFT,3,Stint 3,HARD,1,3
2021,Azerbaijan Grand Prix,LEC,SOFT-HARD-HARD-SOFT,3,Stint 4,SOFT,3,4
2021,Azerbaijan Grand Prix,STR,HARD,0,Stint 1,HARD,30,1
2021,Azerbaijan Grand Prix,TSU,SOFT-HARD-HARD-SOFT,3,Stint 1,SOFT,9,1
2021,Azerbaijan Grand Prix,TSU,SOFT-HARD-HARD-SOFT,3,Stint 2,HARD,38,2
2021,Azerbaijan Grand Prix,TSU,SOFT-HARD-HARD-SOFT,3,Stint 3,HARD,1,3
2021,Azerbaijan Grand Prix,TSU,SOFT-HARD-HARD-SOFT,3,Stint 4,SOFT,3,4
2021,Azerbaijan Grand Prix,RIC,SOFT-HARD-HARD-SOFT,3,Stint 1,SOFT,11,1
2021,Azerbaijan Grand Prix,RIC,SOFT-HARD-HARD-SOFT,3,Stint 2,HARD,36,2
2021,Azerbaijan Grand Prix,RIC,SOFT-HARD-HARD-SOFT,3,Stint 3,HARD,1,3
2021,Azerbaijan Grand Prix,RIC,SOFT-HARD-HARD-SOFT,3,Stint 4,SOFT,3,4
2021,Azerbaijan Grand Prix,OCO,SOFT,0,Stint 1,SOFT,3,1
2021,Azerbaijan Grand Prix,VER,SOFT-HARD,1,Stint 1,SOFT,12,1
2021,Azerbaijan Grand Prix,VER,SOFT-HARD,1,Stint 2,HARD,34,2
2021,Azerbaijan Grand Prix,NOR,SOFT-HARD-HARD-SOFT,3,Stint 1,SOFT,7,1
2021,Azerbaijan Grand Prix,NOR,SOFT-HARD-HARD-SOFT,3,Stint 2,HARD,40,2
2021,Azerbaijan Grand Prix,NOR,SOFT-HARD-HARD-SOFT,3,Stint 3,HARD,1,3
2021,Azerbaijan Grand Prix,NOR,SOFT-HARD-HARD-SOFT,3,Stint 4,SOFT,3,4
2021,Azerbaijan Grand Prix,HAM,SOFT-HARD-HARD-SOFT,3,Stint 1,SOFT,11,1
2021,Azerbaijan Grand Prix,HAM,SOFT-HARD-HARD-SOFT,3,Stint 2,HARD,36,2
2021,Azerbaijan Grand Prix,HAM,SOFT-HARD-HARD-SOFT,3,Stint 3,HARD,1,3
2021,Azerbaijan Grand Prix,HAM,SOFT-HARD-HARD-SOFT,3,Stint 4,SOFT,3,4
2021,Azerbaijan Grand Prix,MSC,SOFT-HARD-SOFT-SOFT-SOFT-SOFT,5,Stint 1,SOFT,8,1
2021,Azerbaijan Grand Prix,MSC,SOFT-HARD-SOFT-SOFT-SOFT-SOFT,5,Stint 2,HARD,26,2
2021,Azerbaijan Grand Prix,MSC,SOFT-HARD-SOFT-SOFT-SOFT-SOFT,5,Stint 3,SOFT,10,3
2021,Azerbaijan Grand Prix,MSC,SOFT-HARD-SOFT-SOFT-SOFT-SOFT,5,Stint 4,SOFT,3,4
2021,Azerbaijan Grand Prix,MSC,SOFT-HARD-SOFT-SOFT-SOFT-SOFT,5,Stint 5,SOFT,1,5
2021,Azerbaijan Grand Prix,MSC,SOFT-HARD-SOFT-SOFT-SOFT-SOFT,5,Stint 6,SOFT,3,6
2021,Azerbaijan Grand Prix,VET,SOFT-HARD-HARD-SOFT,3,Stint 1,SOFT,18,1
2021,Azerbaijan Grand Prix,VET,SOFT-HARD-HARD-SOFT,3,Stint 2,HARD,29,2
2021,Azerbaijan Grand Prix,VET,SOFT-HARD-HARD-SOFT,3,Stint 3,HARD,1,3
2021,Azerbaijan Grand Prix,VET,SOFT-HARD-HARD-SOFT,3,Stint 4,SOFT,3,4
2021,Azerbaijan Grand Prix,SAI,SOFT-HARD-HARD-SOFT,3,Stint 1,SOFT,10,1
2021,Azerbaijan Grand Prix,SAI,SOFT-HARD-HARD-SOFT,3,Stint 2,HARD,37,2
2021,Azerbaijan Grand Prix,SAI,SOFT-HARD-HARD-SOFT,3,Stint 3,HARD,1,3
2021,Azerbaijan Grand Prix,SAI,SOFT-HARD-HARD-SOFT,3,Stint 4,SOFT,3,4
2021,Azerbaijan Grand Prix,LAT,MEDIUM-HARD-SOFT,2,Stint 1,MEDIUM,9,1
2021,Azerbaijan Grand Prix,LAT,MEDIUM-HARD-SOFT,2,Stint 2,HARD,39,2
2021,Azerbaijan Grand Prix,LAT,MEDIUM-HARD-SOFT,2,Stint 3,SOFT,3,3
2021,Azerbaijan Grand Prix,RUS,MEDIUM-HARD-HARD-SOFT,3,Stint 1,MEDIUM,1,1
2021,Azerbaijan Grand Prix,RUS,MEDIUM-HARD-HARD-SOFT,3,Stint 2,HARD,33,2
2021,Azerbaijan Grand Prix,RUS,MEDIUM-HARD-HARD-SOFT,3,Stint 3,HARD,13,3
2021,Azerbaijan Grand Prix,RUS,MEDIUM-HARD-HARD-SOFT,3,Stint 4,SOFT,1,4
2021,Azerbaijan Grand Prix,RAI,MEDIUM-HARD-HARD-SOFT,3,Stint 1,MEDIUM,13,1
2021,Azerbaijan Grand Prix,RAI,MEDIUM-HARD-HARD-SOFT,3,Stint 2,HARD,34,2
2021,Azerbaijan Grand Prix,RAI,MEDIUM-HARD-HARD-SOFT,3,Stint 3,HARD,1,3
2021,Azerbaijan Grand Prix,RAI,MEDIUM-HARD-HARD-SOFT,3,Stint 4,SOFT,3,4
2021,Azerbaijan Grand Prix,BOT,SOFT-HARD-SOFT-SOFT,3,Stint 1,SOFT,11,1
2021,Azerbaijan Grand Prix,BOT,SOFT-HARD-SOFT-SOFT,3,Stint 2,HARD,36,2
2021,Azerbaijan Grand Prix,BOT,SOFT-HARD-SOFT-SOFT,3,Stint 3,SOFT,1,3
2021,Azerbaijan Grand Prix,BOT,SOFT-HARD-SOFT-SOFT,3,Stint 4,SOFT,3,4
2021,Azerbaijan Grand Prix,MAZ,SOFT-HARD-SOFT-SOFT-SOFT-SOFT-SOFT,6,Stint 1,SOFT,9,1
2021,Azerbaijan Grand Prix,MAZ,SOFT-HARD-SOFT-SOFT-SOFT-SOFT-SOFT,6,Stint 2,HARD,25,2
2021,Azerbaijan Grand Prix,MAZ,SOFT-HARD-SOFT-SOFT-SOFT-SOFT-SOFT,6,Stint 3,SOFT,10,3
2021,Azerbaijan Grand Prix,MAZ,SOFT-HARD-SOFT-SOFT-SOFT-SOFT-SOFT,6,Stint 4,SOFT,2,4
2021,Azerbaijan Grand Prix,MAZ,SOFT-HARD-SOFT-SOFT-SOFT-SOFT-SOFT,6,Stint 5,SOFT,1,5
2021,Azerbaijan Grand Prix,MAZ,SOFT-HARD-SOFT-SOFT-SOFT-SOFT-SOFT,6,Stint 6,SOFT,1,6
2021,Azerbaijan Grand Prix,MAZ,SOFT-HARD-SOFT-SOFT-SOFT-SOFT-SOFT,6,Stint 7,SOFT,3,7
2021,Azerbaijan Grand Prix,GIO,SOFT-HARD-HARD-HARD-SOFT,4,Stint 1,SOFT,2,1
2021,Azerbaijan Grand Prix,GIO,SOFT-HARD-HARD-HARD-SOFT,4,Stint 2,HARD,32,2
2021,Azerbaijan Grand Prix,GIO,SOFT-HARD-HARD-HARD-SOFT,4,Stint 3,HARD,13,3
2021,Azerbaijan Grand Prix,GIO,SOFT-HARD-HARD-HARD-SOFT,4,Stint 4,HARD,1,4
2021,Azerbaijan Grand Prix,GIO,SOFT-HARD-HARD-HARD-SOFT,4,Stint 5,SOFT,3,5
2021,French Grand Prix,VER,MEDIUM-HARD-MEDIUM,2,Stint 1,MEDIUM,18,1
2021,French Grand Prix,VER,MEDIUM-HARD-MEDIUM,2,Stint 2,HARD,14,2
2021,French Grand Prix,VER,MEDIUM-HARD-MEDIUM,2,Stint 3,MEDIUM,21,3
2021,French Grand Prix,HAM,MEDIUM-HARD,1,Stint 1,MEDIUM,19,1
2021,French Grand Prix,HAM,MEDIUM-HARD,1,Stint 2,HARD,34,2
2021,French Grand Prix,PER,MEDIUM-HARD,1,Stint 1,MEDIUM,24,1
2021,French Grand Prix,PER,MEDIUM-HARD,1,Stint 2,HARD,29,2
2021,French Grand Prix,BOT,MEDIUM-HARD,1,Stint 1,MEDIUM,17,1
2021,French Grand Prix,BOT,MEDIUM-HARD,1,Stint 2,HARD,36,2
2021,French Grand Prix,NOR,MEDIUM-HARD,1,Stint 1,MEDIUM,24,1
2021,French Grand Prix,NOR,MEDIUM-HARD,1,Stint 2,HARD,29,2
2021,French Grand Prix,RIC,MEDIUM-HARD,1,Stint 1,MEDIUM,16,1
2021,French Grand Prix,RIC,MEDIUM-HARD,1,Stint 2,HARD,37,2
2021,French Grand Prix,GAS,MEDIUM-HARD,1,Stint 1,MEDIUM,17,1
2021,French Grand Prix,GAS,MEDIUM-HARD,1,Stint 2,HARD,36,2
2021,French Grand Prix,ALO,MEDIUM-HARD,1,Stint 1,MEDIUM,18,1
2021,French Grand Prix,ALO,MEDIUM-HARD,1,Stint 2,HARD,35,2
2021,French Grand Prix,VET,HARD-MEDIUM,1,Stint 1,HARD,37,1
2021,French Grand Prix,VET,HARD-MEDIUM,1,Stint 2,MEDIUM,16,2
2021,French Grand Prix,STR,HARD-SOFT,1,Stint 1,HARD,34,1
2021,French Grand Prix,STR,HARD-SOFT,1,Stint 2,SOFT,19,2
2021,French Grand Prix,SAI,MEDIUM-HARD,1,Stint 1,MEDIUM,17,1
2021,French Grand Prix,SAI,MEDIUM-HARD,1,Stint 2,HARD,36,2
2021,French Grand Prix,RUS,MEDIUM-HARD,1,Stint 1,MEDIUM,17,1
2021,French Grand Prix,RUS,MEDIUM-HARD,1,Stint 2,HARD,35,2
2021,French Grand Prix,TSU,MEDIUM-HARD,1,Stint 1,MEDIUM,15,1
2021,French Grand Prix,TSU,MEDIUM-HARD,1,Stint 2,HARD,37,2
2021,French Grand Prix,OCO,HARD-MEDIUM,1,Stint 1,HARD,28,1
2021,French Grand Prix,OCO,HARD-MEDIUM,1,Stint 2,MEDIUM,24,2
2021,French Grand Prix,GIO,HARD-MEDIUM,1,Stint 1,HARD,28,1
2021,French Grand Prix,GIO,HARD-MEDIUM,1,Stint 2,MEDIUM,24,2
2021,French Grand Prix,LEC,MEDIUM-HARD-MEDIUM,2,Stint 1,MEDIUM,14,1
2021,French Grand Prix,LEC,MEDIUM-HARD-MEDIUM,2,Stint 2,HARD,24,2
2021,French Grand Prix,LEC,MEDIUM-HARD-MEDIUM,2,Stint 3,MEDIUM,14,3
2021,French Grand Prix,RAI,HARD-MEDIUM,1,Stint 1,HARD,33,1
2021,French Grand Prix,RAI,HARD-MEDIUM,1,Stint 2,MEDIUM,19,2
2021,French Grand Prix,LAT,MEDIUM-HARD,1,Stint 1,MEDIUM,18,1
2021,French Grand Prix,LAT,MEDIUM-HARD,1,Stint 2,HARD,34,2
2021,French Grand Prix,MSC,MEDIUM-HARD,1,Stint 1,MEDIUM,15,1
2021,French Grand Prix,MSC,MEDIUM-HARD,1,Stint 2,HARD,37,2
2021,French Grand Prix,MAZ,HARD-MEDIUM,1,Stint 1,HARD,31,1
2021,French Grand Prix,MAZ,HARD-MEDIUM,1,Stint 2,MEDIUM,21,2
2021,Styrian Grand Prix,VER,MEDIUM-HARD,1,Stint 1,MEDIUM,29,1
2021,Styrian Grand Prix,VER,MEDIUM-HARD,1,Stint 2,HARD,42,2
2021,Styrian Grand Prix,HAM,MEDIUM-HARD-SOFT,2,Stint 1,MEDIUM,28,1
2021,Styrian Grand Prix,HAM,MEDIUM-HARD-SOFT,2,Stint 2,HARD,41,2
2021,Styrian Grand Prix,HAM,MEDIUM-HARD-SOFT,2,Stint 3,SOFT,2,3
2021,Styrian Grand Prix,BOT,MEDIUM-HARD,1,Stint 1,MEDIUM,27,1
2021,Styrian Grand Prix,BOT,MEDIUM-HARD,1,Stint 2,HARD,44,2
2021,Styrian Grand Prix,PER,SOFT-HARD-MEDIUM,2,Stint 1,SOFT,26,1
2021,Styrian Grand Prix,PER,SOFT-HARD-MEDIUM,2,Stint 2,HARD,28,2
2021,Styrian Grand Prix,PER,SOFT-HARD-MEDIUM,2,Stint 3,MEDIUM,17,3
2021,Styrian Grand Prix,NOR,SOFT-HARD,1,Stint 1,SOFT,31,1
2021,Styrian Grand Prix,NOR,SOFT-HARD,1,Stint 2,HARD,39,2
2021,Styrian Grand Prix,SAI,MEDIUM-HARD,1,Stint 1,MEDIUM,41,1
2021,Styrian Grand Prix,SAI,MEDIUM-HARD,1,Stint 2,HARD,29,2
2021,Styrian Grand Prix,LEC,SOFT-HARD-MEDIUM,2,Stint 1,SOFT,1,1
2021,Styrian Grand Prix,LEC,SOFT-HARD-MEDIUM,2,Stint 2,HARD,36,2
2021,Styrian Grand Prix,LEC,SOFT-HARD-MEDIUM,2,Stint 3,MEDIUM,33,3
2021,Styrian Grand Prix,STR,SOFT-HARD,1,Stint 1,SOFT,28,1
2021,Styrian Grand Prix,STR,SOFT-HARD,1,Stint 2,HARD,42,2
2021,Styrian Grand Prix,ALO,SOFT-HARD,1,Stint 1,SOFT,27,1
2021,Styrian Grand Prix,ALO,SOFT-HARD,1,Stint 2,HARD,43,2
2021,Styrian Grand Prix,TSU,SOFT-HARD,1,Stint 1,SOFT,26,1
2021,Styrian Grand Prix,TSU,SOFT-HARD,1,Stint 2,HARD,44,2
2021,Styrian Grand Prix,RAI,HARD-MEDIUM,1,Stint 1,HARD,36,1
2021,Styrian Grand Prix,RAI,HARD-MEDIUM,1,Stint 2,MEDIUM,34,2
2021,Styrian Grand Prix,VET,MEDIUM-HARD,1,Stint 1,MEDIUM,27,1
2021,Styrian Grand Prix,VET,MEDIUM-HARD,1,Stint 2,HARD,43,2
2021,Styrian Grand Prix,RIC,MEDIUM-HARD,1,Stint 1,MEDIUM,41,1
2021,Styrian Grand Prix,RIC,MEDIUM-HARD,1,Stint 2,HARD,29,2
2021,Styrian Grand Prix,OCO,MEDIUM-HARD,1,Stint 1,MEDIUM,36,1
2021,Styrian Grand Prix,OCO,MEDIUM-HARD,1,Stint 2,HARD,34,2
2021,Styrian Grand Prix,GIO,MEDIUM-HARD,1,Stint 1,MEDIUM,23,1
2021,Styrian Grand Prix,GIO,MEDIUM-HARD,1,Stint 2,HARD,47,2
2021,Styrian Grand Prix,MSC,MEDIUM-HARD,1,Stint 1,MEDIUM,33,1
2021,Styrian Grand Prix,MSC,MEDIUM-HARD,1,Stint 2,HARD,36,2
2021,Styrian Grand Prix,LAT,MEDIUM-SOFT-HARD,2,Stint 1,MEDIUM,1,1
2021,Styrian Grand Prix,LAT,MEDIUM-SOFT-HARD,2,Stint 2,SOFT,24,2
2021,Styrian Grand Prix,LAT,MEDIUM-SOFT-HARD,2,Stint 3,HARD,43,3
2021,Styrian Grand Prix,MAZ,MEDIUM-HARD,1,Stint 1,MEDIUM,21,1
2021,Styrian Grand Prix,MAZ,MEDIUM-HARD,1,Stint 2,HARD,47,2
2021,Styrian Grand Prix,RUS,MEDIUM-HARD-HARD,2,Stint 1,MEDIUM,25,1
2021,Styrian Grand Prix,RUS,MEDIUM-HARD-HARD,2,Stint 2,HARD,1,2
2021,Styrian Grand Prix,RUS,MEDIUM-HARD-HARD,2,Stint 3,HARD,10,3
2021,Styrian Grand Prix,GAS,SOFT,0,Stint 1,SOFT,1,1
2021,Austrian Grand Prix,VER,MEDIUM-HARD-HARD,2,Stint 1,MEDIUM,32,1
2021,Austrian Grand Prix,VER,MEDIUM-HARD-HARD,2,Stint 2,HARD,28,2
2021,Austrian Grand Prix,VER,MEDIUM-HARD-HARD,2,Stint 3,HARD,11,3
2021,Austrian Grand Prix,BOT,MEDIUM-HARD,1,Stint 1,MEDIUM,30,1
2021,Austrian Grand Prix,BOT,MEDIUM-HARD,1,Stint 2,HARD,41,2
2021,Austrian Grand Prix,NOR,MEDIUM-HARD,1,Stint 1,MEDIUM,30,1
2021,Austrian Grand Prix,NOR,MEDIUM-HARD,1,Stint 2,HARD,41,2
2021,Austrian Grand Prix,HAM,MEDIUM-HARD-HARD,2,Stint 1,MEDIUM,31,1
2021,Austrian Grand Prix,HAM,MEDIUM-HARD-HARD,2,Stint 2,HARD,22,2
2021,Austrian Grand Prix,HAM,MEDIUM-HARD-HARD,2,Stint 3,HARD,18,3
2021,Austrian Grand Prix,SAI,HARD-MEDIUM,1,Stint 1,HARD,48,1
2021,Austrian Grand Prix,SAI,HARD-MEDIUM,1,Stint 2,MEDIUM,23,2
2021,Austrian Grand Prix,PER,MEDIUM-HARD,1,Stint 1,MEDIUM,32,1
2021,Austrian Grand Prix,PER,MEDIUM-HARD,1,Stint 2,HARD,39,2
2021,Austrian Grand Prix,RIC,MEDIUM-HARD,1,Stint 1,MEDIUM,29,1
2021,Austrian Grand Prix,RIC,MEDIUM-HARD,1,Stint 2,HARD,42,2
2021,Austrian Grand Prix,LEC,MEDIUM-HARD,1,Stint 1,MEDIUM,34,1
2021,Austrian Grand Prix,LEC,MEDIUM-HARD,1,Stint 2,HARD,37,2
2021,Austrian Grand Prix,GAS,SOFT-HARD-HARD,2,Stint 1,SOFT,13,1
2021,Austrian Grand Prix,GAS,SOFT-HARD-HARD,2,Stint 2,HARD,32,2
2021,Austrian Grand Prix,GAS,SOFT-HARD-HARD,2,Stint 3,HARD,26,3
2021,Austrian Grand Prix,ALO,MEDIUM-HARD,1,Stint 1,MEDIUM,32,1
2021,Austrian Grand Prix,ALO,MEDIUM-HARD,1,Stint 2,HARD,38,2
2021,Austrian Grand Prix,RUS,MEDIUM-HARD,1,Stint 1,MEDIUM,30,1
2021,Austrian Grand Prix,RUS,MEDIUM-HARD,1,Stint 2,HARD,40,2
2021,Austrian Grand Prix,TSU,SOFT-HARD-HARD,2,Stint 1,SOFT,12,1
2021,Austrian Grand Prix,TSU,SOFT-HARD-HARD,2,Stint 2,HARD,39,2
2021,Austrian Grand Prix,TSU,SOFT-HARD-HARD,2,Stint 3,HARD,19,3
2021,Austrian Grand Prix,STR,SOFT-HARD-HARD,2,Stint 1,SOFT,14,1
