Year,GP,Driver,Strategy,PitStops,Stint,Compound,StintLength,StintNumber
2020,Sakhir Grand Prix,STR,SOFT-MEDIUM,1,Stint 2,MEDIUM,45,2
2020,Sakhir Grand Prix,MAG,SOFT-MEDIUM-SOFT,2,Stint 1,SOFT,26,1
2020,Sakhir Grand Prix,MAG,SOFT-MEDIUM-SOFT,2,Stint 2,MEDIUM,28,2
2020,Sakhir Grand Prix,MAG,SOFT-MEDIUM-SOFT,2,Stint 3,SOFT,33,3
2020,Sakhir Grand Prix,ALB,MEDIUM-HARD-SOFT,2,Stint 1,MEDIUM,47,1
2020,Sakhir Grand Prix,ALB,MEDIUM-HARD-SOFT,2,Stint 2,HARD,15,2
2020,Sakhir Grand Prix,ALB,MEDIUM-HARD-SOFT,2,Stint 3,SOFT,25,3
2020,Sakhir Grand Prix,KVY,SOFT-MEDIUM-HARD,2,Stint 1,SOFT,27,1
2020,Sakhir Grand Prix,KVY,SOFT-MEDIUM-HARD,2,Stint 2,MEDIUM,26,2
2020,Sakhir Grand Prix,KVY,SOFT-MEDIUM-HARD,2,Stint 3,HARD,34,3
2020,Sakhir Grand Prix,RIC,SOFT-MEDIUM-HARD,2,Stint 1,SOFT,29,1
2020,Sakhir Grand Prix,RIC,SOFT-MEDIUM-HARD,2,Stint 2,MEDIUM,26,2
2020,Sakhir Grand Prix,RIC,SOFT-MEDIUM-HARD,2,Stint 3,HARD,32,3
2020,Sakhir Grand Prix,OCO,MEDIUM-HARD,1,Stint 1,MEDIUM,41,1
2020,Sakhir Grand Prix,OCO,MEDIUM-HARD,1,Stint 2,HARD,46,2
2020,Sakhir Grand Prix,VER,SOFT,0,Stint 1,SOFT,1,1
2020,Sakhir Grand Prix,NOR,SOFT-MEDIUM-MEDIUM,2,Stint 1,SOFT,20,1
2020,Sakhir Grand Prix,NOR,SOFT-MEDIUM-MEDIUM,2,Stint 2,MEDIUM,34,2
2020,Sakhir Grand Prix,NOR,SOFT-MEDIUM-MEDIUM,2,Stint 3,MEDIUM,33,3
2020,Sakhir Grand Prix,VET,MEDIUM-HARD-SOFT-SOFT,3,Stint 1,MEDIUM,31,1
2020,Sakhir Grand Prix,VET,MEDIUM-HARD-SOFT-SOFT,3,Stint 2,HARD,23,2
2020,Sakhir Grand Prix,VET,MEDIUM-HARD-SOFT-SOFT,3,Stint 3,SOFT,9,3
2020,Sakhir Grand Prix,VET,MEDIUM-HARD-SOFT-SOFT,3,Stint 4,SOFT,24,4
2020,Sakhir Grand Prix,FIT,SOFT-MEDIUM-SOFT-SOFT,3,Stint 1,SOFT,31,1
2020,Sakhir Grand Prix,FIT,SOFT-MEDIUM-SOFT-SOFT,3,Stint 2,MEDIUM,22,2
2020,Sakhir Grand Prix,FIT,SOFT-MEDIUM-SOFT-SOFT,3,Stint 3,SOFT,10,3
2020,Sakhir Grand Prix,FIT,SOFT-MEDIUM-SOFT-SOFT,3,Stint 4,SOFT,24,4
2020,Sakhir Grand Prix,SAI,SOFT-MEDIUM-MEDIUM,2,Stint 1,SOFT,28,1
2020,Sakhir Grand Prix,SAI,SOFT-MEDIUM-MEDIUM,2,Stint 2,MEDIUM,27,2
2020,Sakhir Grand Prix,SAI,SOFT-MEDIUM-MEDIUM,2,Stint 3,MEDIUM,32,3
2020,Sakhir Grand Prix,LAT,SOFT-MEDIUM,1,Stint 1,SOFT,27,1
2020,Sakhir Grand Prix,LAT,SOFT-MEDIUM,1,Stint 2,MEDIUM,26,2
2020,Sakhir Grand Prix,RUS,MEDIUM-HARD-MEDIUM-MEDIUM-SOFT,4,Stint 1,MEDIUM,45,1
2020,Sakhir Grand Prix,RUS,MEDIUM-HARD-MEDIUM-MEDIUM-SOFT,4,Stint 2,HARD,17,2
2020,Sakhir Grand Prix,RUS,MEDIUM-HARD-MEDIUM-MEDIUM-SOFT,4,Stint 3,MEDIUM,1,3
2020,Sakhir Grand Prix,RUS,MEDIUM-HARD-MEDIUM-MEDIUM-SOFT,4,Stint 4,MEDIUM,15,4
2020,Sakhir Grand Prix,RUS,MEDIUM-HARD-MEDIUM-MEDIUM-SOFT,4,Stint 5,SOFT,9,5
2020,Sakhir Grand Prix,RAI,MEDIUM-HARD-MEDIUM-SOFT,3,Stint 1,MEDIUM,23,1
2020,Sakhir Grand Prix,RAI,MEDIUM-HARD-MEDIUM-SOFT,3,Stint 2,HARD,31,2
2020,Sakhir Grand Prix,RAI,MEDIUM-HARD-MEDIUM-SOFT,3,Stint 3,MEDIUM,8,3
2020,Sakhir Grand Prix,RAI,MEDIUM-HARD-MEDIUM-SOFT,3,Stint 4,SOFT,25,4
2020,Sakhir Grand Prix,BOT,MEDIUM-HARD-HARD,2,Stint 1,MEDIUM,49,1
2020,Sakhir Grand Prix,BOT,MEDIUM-HARD-HARD,2,Stint 2,HARD,13,2
2020,Sakhir Grand Prix,BOT,MEDIUM-HARD-HARD,2,Stint 3,HARD,25,3
2020,Sakhir Grand Prix,AIT,MEDIUM-HARD-MEDIUM-SOFT,3,Stint 1,MEDIUM,31,1
2020,Sakhir Grand Prix,AIT,MEDIUM-HARD-MEDIUM-SOFT,3,Stint 2,HARD,23,2
2020,Sakhir Grand Prix,AIT,MEDIUM-HARD-MEDIUM-SOFT,3,Stint 3,MEDIUM,5,3
2020,Sakhir Grand Prix,AIT,MEDIUM-HARD-MEDIUM-SOFT,3,Stint 4,SOFT,28,4
2020,Sakhir Grand Prix,GIO,MEDIUM-HARD-MEDIUM,2,Stint 1,MEDIUM,26,1
2020,Sakhir Grand Prix,GIO,MEDIUM-HARD-MEDIUM,2,Stint 2,HARD,28,2
2020,Sakhir Grand Prix,GIO,MEDIUM-HARD-MEDIUM,2,Stint 3,MEDIUM,33,3
2020,Abu Dhabi Grand Prix,GAS,SOFT-HARD,1,Stint 1,SOFT,10,1
2020,Abu Dhabi Grand Prix,GAS,SOFT-HARD,1,Stint 2,HARD,45,2
2020,Abu Dhabi Grand Prix,PER,HARD,0,Stint 1,HARD,9,1
2020,Abu Dhabi Grand Prix,LEC,MEDIUM-HARD,1,Stint 1,MEDIUM,22,1
2020,Abu Dhabi Grand Prix,LEC,MEDIUM-HARD,1,Stint 2,HARD,32,2
2020,Abu Dhabi Grand Prix,STR,SOFT-HARD,1,Stint 1,SOFT,10,1
2020,Abu Dhabi Grand Prix,STR,SOFT-HARD,1,Stint 2,HARD,45,2
2020,Abu Dhabi Grand Prix,MAG,HARD-MEDIUM-MEDIUM,2,Stint 1,HARD,31,1
2020,Abu Dhabi Grand Prix,MAG,HARD-MEDIUM-MEDIUM,2,Stint 2,MEDIUM,16,2
2020,Abu Dhabi Grand Prix,MAG,HARD-MEDIUM-MEDIUM,2,Stint 3,MEDIUM,7,3
2020,Abu Dhabi Grand Prix,ALB,SOFT-HARD,1,Stint 1,SOFT,10,1
2020,Abu Dhabi Grand Prix,ALB,SOFT-HARD,1,Stint 2,HARD,45,2
2020,Abu Dhabi Grand Prix,KVY,SOFT-HARD,1,Stint 1,SOFT,10,1
2020,Abu Dhabi Grand Prix,KVY,SOFT-HARD,1,Stint 2,HARD,44,2
2020,Abu Dhabi Grand Prix,RIC,HARD-MEDIUM,1,Stint 1,HARD,39,1
2020,Abu Dhabi Grand Prix,RIC,HARD-MEDIUM,1,Stint 2,MEDIUM,16,2
2020,Abu Dhabi Grand Prix,OCO,MEDIUM-HARD,1,Stint 1,MEDIUM,10,1
2020,Abu Dhabi Grand Prix,OCO,MEDIUM-HARD,1,Stint 2,HARD,45,2
2020,Abu Dhabi Grand Prix,VER,MEDIUM-HARD,1,Stint 1,MEDIUM,10,1
2020,Abu Dhabi Grand Prix,VER,MEDIUM-HARD,1,Stint 2,HARD,45,2
2020,Abu Dhabi Grand Prix,NOR,SOFT-HARD,1,Stint 1,SOFT,10,1
2020,Abu Dhabi Grand Prix,NOR,SOFT-HARD,1,Stint 2,HARD,45,2
2020,Abu Dhabi Grand Prix,HAM,MEDIUM-HARD,1,Stint 1,MEDIUM,10,1
2020,Abu Dhabi Grand Prix,HAM,MEDIUM-HARD,1,Stint 2,HARD,45,2
2020,Abu Dhabi Grand Prix,VET,HARD-MEDIUM,1,Stint 1,HARD,35,1
2020,Abu Dhabi Grand Prix,VET,HARD-MEDIUM,1,Stint 2,MEDIUM,19,2
2020,Abu Dhabi Grand Prix,FIT,MEDIUM-HARD-MEDIUM-SOFT,3,Stint 1,MEDIUM,10,1
2020,Abu Dhabi Grand Prix,FIT,MEDIUM-HARD-MEDIUM-SOFT,3,Stint 2,HARD,24,2
2020,Abu Dhabi Grand Prix,FIT,MEDIUM-HARD-MEDIUM-SOFT,3,Stint 3,MEDIUM,14,3
2020,Abu Dhabi Grand Prix,FIT,MEDIUM-HARD-MEDIUM-SOFT,3,Stint 4,SOFT,5,4
2020,Abu Dhabi Grand Prix,SAI,MEDIUM-HARD,1,Stint 1,MEDIUM,10,1
2020,Abu Dhabi Grand Prix,SAI,MEDIUM-HARD,1,Stint 2,HARD,45,2
2020,Abu Dhabi Grand Prix,LAT,MEDIUM-HARD-MEDIUM,2,Stint 1,MEDIUM,11,1
2020,Abu Dhabi Grand Prix,LAT,MEDIUM-HARD-MEDIUM,2,Stint 2,HARD,24,2
2020,Abu Dhabi Grand Prix,LAT,MEDIUM-HARD-MEDIUM,2,Stint 3,MEDIUM,19,3
2020,Abu Dhabi Grand Prix,RUS,MEDIUM-HARD,1,Stint 1,MEDIUM,10,1
2020,Abu Dhabi Grand Prix,RUS,MEDIUM-HARD,1,Stint 2,HARD,44,2
2020,Abu Dhabi Grand Prix,RAI,MEDIUM-HARD,1,Stint 1,MEDIUM,10,1
2020,Abu Dhabi Grand Prix,RAI,MEDIUM-HARD,1,Stint 2,HARD,44,2
2020,Abu Dhabi Grand Prix,BOT,MEDIUM-HARD,1,Stint 1,MEDIUM,10,1
2020,Abu Dhabi Grand Prix,BOT,MEDIUM-HARD,1,Stint 2,HARD,45,2
2020,Abu Dhabi Grand Prix,GIO,MEDIUM-HARD,1,Stint 1,MEDIUM,27,1
2020,Abu Dhabi Grand Prix,GIO,MEDIUM-HARD,1,Stint 2,HARD,27,2
2021,Bahrain Grand Prix,HAM,MEDIUM-HARD-HARD,2,Stint 1,MEDIUM,13,1
2021,Bahrain Grand Prix,HAM,MEDIUM-HARD-HARD,2,Stint 2,HARD,15,2
2021,Bahrain Grand Prix,HAM,MEDIUM-HARD-HARD,2,Stint 3,HARD,28,3
2021,Bahrain Grand Prix,VER,MEDIUM-MEDIUM-HARD,2,Stint 1,MEDIUM,17,1
2021,Bahrain Grand Prix,VER,MEDIUM-MEDIUM-HARD,2,Stint 2,MEDIUM,22,2
2021,Bahrain Grand Prix,VER,MEDIUM-MEDIUM-HARD,2,Stint 3,HARD,17,3
2021,Bahrain Grand Prix,BOT,MEDIUM-HARD-HARD-MEDIUM,3,Stint 1,MEDIUM,16,1
2021,Bahrain Grand Prix,BOT,MEDIUM-HARD-HARD-MEDIUM,3,Stint 2,HARD,14,2
2021,Bahrain Grand Prix,BOT,MEDIUM-HARD-HARD-MEDIUM,3,Stint 3,HARD,24,3
2021,Bahrain Grand Prix,BOT,MEDIUM-HARD-HARD-MEDIUM,3,Stint 4,MEDIUM,2,4
2021,Bahrain Grand Prix,NOR,SOFT-MEDIUM-HARD,2,Stint 1,SOFT,12,1
2021,Bahrain Grand Prix,NOR,SOFT-MEDIUM-HARD,2,Stint 2,MEDIUM,21,2
2021,Bahrain Grand Prix,NOR,SOFT-MEDIUM-HARD,2,Stint 3,HARD,23,3
2021,Bahrain Grand Prix,PER,MEDIUM-MEDIUM-HARD-MEDIUM,3,Stint 1,MEDIUM,2,1
2021,Bahrain Grand Prix,PER,MEDIUM-MEDIUM-HARD-MEDIUM,3,Stint 2,MEDIUM,17,2
2021,Bahrain Grand Prix,PER,MEDIUM-MEDIUM-HARD-MEDIUM,3,Stint 3,HARD,19,3
2021,Bahrain Grand Prix,PER,MEDIUM-MEDIUM-HARD-MEDIUM,3,Stint 4,MEDIUM,18,4
2021,Bahrain Grand Prix,LEC,SOFT-MEDIUM-HARD,2,Stint 1,SOFT,12,1
2021,Bahrain Grand Prix,LEC,SOFT-MEDIUM-HARD,2,Stint 2,MEDIUM,20,2
2021,Bahrain Grand Prix,LEC,SOFT-MEDIUM-HARD,2,Stint 3,HARD,24,3
2021,Bahrain Grand Prix,RIC,SOFT-MEDIUM-HARD,2,Stint 1,SOFT,13,1
2021,Bahrain Grand Prix,RIC,SOFT-MEDIUM-HARD,2,Stint 2,MEDIUM,19,2
2021,Bahrain Grand Prix,RIC,SOFT-MEDIUM-HARD,2,Stint 3,HARD,24,3
2021,Bahrain Grand Prix,SAI,SOFT-MEDIUM-HARD,2,Stint 1,SOFT,15,1
2021,Bahrain Grand Prix,SAI,SOFT-MEDIUM-HARD,2,Stint 2,MEDIUM,22,2
2021,Bahrain Grand Prix,SAI,SOFT-MEDIUM-HARD,2,Stint 3,HARD,19,3
2021,Bahrain Grand Prix,TSU,MEDIUM-HARD-HARD,2,Stint 1,MEDIUM,15,1
2021,Bahrain Grand Prix,TSU,MEDIUM-HARD-HARD,2,Stint 2,HARD,18,2
2021,Bahrain Grand Prix,TSU,MEDIUM-HARD-HARD,2,Stint 3,HARD,23,3
2021,Bahrain Grand Prix,STR,SOFT-MEDIUM-HARD,2,Stint 1,SOFT,12,1
2021,Bahrain Grand Prix,STR,SOFT-MEDIUM-HARD,2,Stint 2,MEDIUM,16,2
2021,Bahrain Grand Prix,STR,SOFT-MEDIUM-HARD,2,Stint 3,HARD,28,3
2021,Bahrain Grand Prix,RAI,MEDIUM-HARD-MEDIUM,2,Stint 1,MEDIUM,13,1
2021,Bahrain Grand Prix,RAI,MEDIUM-HARD-MEDIUM,2,Stint 2,HARD,16,2
2021,Bahrain Grand Prix,RAI,MEDIUM-HARD-MEDIUM,2,Stint 3,MEDIUM,27,3
2021,Bahrain Grand Prix,GIO,MEDIUM-HARD-MEDIUM,2,Stint 1,MEDIUM,12,1
2021,Bahrain Grand Prix,GIO,MEDIUM-HARD-MEDIUM,2,Stint 2,HARD,18,2
2021,Bahrain Grand Prix,GIO,MEDIUM-HARD-MEDIUM,2,Stint 3,MEDIUM,25,3
2021,Bahrain Grand Prix,OCO,SOFT-MEDIUM-HARD,2,Stint 1,SOFT,13,1
2021,Bahrain Grand Prix,OCO,SOFT-MEDIUM-HARD,2,Stint 2,MEDIUM,18,2
2021,Bahrain Grand Prix,OCO,SOFT-MEDIUM-HARD,2,Stint 3,HARD,24,3
2021,Bahrain Grand Prix,RUS,SOFT-MEDIUM-MEDIUM,2,Stint 1,SOFT,13,1
2021,Bahrain Grand Prix,RUS,SOFT-MEDIUM-MEDIUM,2,Stint 2,MEDIUM,23,2
2021,Bahrain Grand Prix,RUS,SOFT-MEDIUM-MEDIUM,2,Stint 3,MEDIUM,19,3
2021,Bahrain Grand Prix,VET,MEDIUM-HARD,1,Stint 1,MEDIUM,24,1
2021,Bahrain Grand Prix,VET,MEDIUM-HARD,1,Stint 2,HARD,31,2
2021,Bahrain Grand Prix,MSC,MEDIUM-MEDIUM-HARD,2,Stint 1,MEDIUM,14,1
2021,Bahrain Grand Prix,MSC,MEDIUM-MEDIUM-HARD,2,Stint 2,MEDIUM,19,2
2021,Bahrain Grand Prix,MSC,MEDIUM-MEDIUM-HARD,2,Stint 3,HARD,22,3
2021,Bahrain Grand Prix,GAS,MEDIUM-HARD-MEDIUM-HARD,3,Stint 1,MEDIUM,4,1
2021,Bahrain Grand Prix,GAS,MEDIUM-HARD-MEDIUM-HARD,3,Stint 2,HARD,15,2
2021,Bahrain Grand Prix,GAS,MEDIUM-HARD-MEDIUM-HARD,3,Stint 3,MEDIUM,20,3
2021,Bahrain Grand Prix,GAS,MEDIUM-HARD-MEDIUM-HARD,3,Stint 4,HARD,13,4
2021,Bahrain Grand Prix,LAT,SOFT-MEDIUM-MEDIUM,2,Stint 1,SOFT,14,1
2021,Bahrain Grand Prix,LAT,SOFT-MEDIUM-MEDIUM,2,Stint 2,MEDIUM,18,2
2021,Bahrain Grand Prix,LAT,SOFT-MEDIUM-MEDIUM,2,Stint 3,MEDIUM,19,3
2021,Bahrain Grand Prix,ALO,SOFT-MEDIUM-HARD,2,Stint 1,SOFT,11,1
2021,Bahrain Grand Prix,ALO,SOFT-MEDIUM-HARD,2,Stint 2,MEDIUM,18,2
2021,Bahrain Grand Prix,ALO,SOFT-MEDIUM-HARD,2,Stint 3,HARD,3,3
2021,Bahrain Grand Prix,MAZ,MEDIUM,0,Stint 1,MEDIUM,1,1
2021,Portuguese Grand Prix,GAS,SOFT-SOFT-SOFT-MEDIUM,3,Stint 1,SOFT,2,1
2021,Portuguese Grand Prix,GAS,SOFT-SOFT-SOFT-MEDIUM,3,Stint 2,SOFT,1,2
2021,Portuguese Grand Prix,GAS,SOFT-SOFT-SOFT-MEDIUM,3,Stint 3,SOFT,21,3
2021,Portuguese Grand Prix,GAS,SOFT-SOFT-SOFT-MEDIUM,3,Stint 4,MEDIUM,42,4
2021,Portuguese Grand Prix,PER,MEDIUM-MEDIUM-MEDIUM-SOFT,3,Stint 1,MEDIUM,2,1
2021,Portuguese Grand Prix,PER,MEDIUM-MEDIUM-MEDIUM-SOFT,3,Stint 2,MEDIUM,1,2
2021,Portuguese Grand Prix,PER,MEDIUM-MEDIUM-MEDIUM-SOFT,3,Stint 3,MEDIUM,48,3
2021,Portuguese Grand Prix,PER,MEDIUM-MEDIUM-MEDIUM-SOFT,3,Stint 4,SOFT,15,4
2021,Portuguese Grand Prix,ALO,MEDIUM-MEDIUM-MEDIUM-HARD,3,Stint 1,MEDIUM,2,1
2021,Portuguese Grand Prix,ALO,MEDIUM-MEDIUM-MEDIUM-HARD,3,Stint 2,MEDIUM,1,2
2021,Portuguese Grand Prix,ALO,MEDIUM-MEDIUM-MEDIUM-HARD,3,Stint 3,MEDIUM,37,3
2021,Portuguese Grand Prix,ALO,MEDIUM-MEDIUM-MEDIUM-HARD,3,Stint 4,HARD,26,4
2021,Portuguese Grand Prix,LEC,MEDIUM-MEDIUM-MEDIUM-HARD,3,Stint 1,MEDIUM,2,1
2021,Portuguese Grand Prix,LEC,MEDIUM-MEDIUM-MEDIUM-HARD,3,Stint 2,MEDIUM,1,2
2021,Portuguese Grand Prix,LEC,MEDIUM-MEDIUM-MEDIUM-HARD,3,Stint 3,MEDIUM,22,3
2021,Portuguese Grand Prix,LEC,MEDIUM-MEDIUM-MEDIUM-HARD,3,Stint 4,HARD,41,4
2021,Portuguese Grand Prix,STR,SOFT-SOFT-SOFT-MEDIUM,3,Stint 1,SOFT,2,1
2021,Portuguese Grand Prix,STR,SOFT-SOFT-SOFT-MEDIUM,3,Stint 2,SOFT,1,2
2021,Portuguese Grand Prix,STR,SOFT-SOFT-SOFT-MEDIUM,3,Stint 3,SOFT,36,3
2021,Portuguese Grand Prix,STR,SOFT-SOFT-SOFT-MEDIUM,3,Stint 4,MEDIUM,26,4
2021,Portuguese Grand Prix,TSU,MEDIUM-MEDIUM-MEDIUM-HARD,3,Stint 1,MEDIUM,2,1
2021,Portuguese Grand Prix,TSU,MEDIUM-MEDIUM-MEDIUM-HARD,3,Stint 2,MEDIUM,1,2
2021,Portuguese Grand Prix,TSU,MEDIUM-MEDIUM-MEDIUM-HARD,3,Stint 3,MEDIUM,18,3
2021,Portuguese Grand Prix,TSU,MEDIUM-MEDIUM-MEDIUM-HARD,3,Stint 4,HARD,44,4
2021,Portuguese Grand Prix,RIC,MEDIUM-MEDIUM-MEDIUM-HARD,3,Stint 1,MEDIUM,2,1
2021,Portuguese Grand Prix,RIC,MEDIUM-MEDIUM-MEDIUM-HARD,3,Stint 2,MEDIUM,1,2
2021,Portuguese Grand Prix,RIC,MEDIUM-MEDIUM-MEDIUM-HARD,3,Stint 3,MEDIUM,38,3
2021,Portuguese Grand Prix,RIC,MEDIUM-MEDIUM-MEDIUM-HARD,3,Stint 4,HARD,25,4
2021,Portuguese Grand Prix,OCO,SOFT-SOFT-SOFT-HARD,3,Stint 1,SOFT,2,1
2021,Portuguese Grand Prix,OCO,SOFT-SOFT-SOFT-HARD,3,Stint 2,SOFT,1,2
2021,Portuguese Grand Prix,OCO,SOFT-SOFT-SOFT-HARD,3,Stint 3,SOFT,19,3
2021,Portuguese Grand Prix,OCO,SOFT-SOFT-SOFT-HARD,3,Stint 4,HARD,44,4
2021,Portuguese Grand Prix,VER,MEDIUM-MEDIUM-MEDIUM-HARD-SOFT,4,Stint 1,MEDIUM,2,1
2021,Portuguese Grand Prix,VER,MEDIUM-MEDIUM-MEDIUM-HARD-SOFT,4,Stint 2,MEDIUM,1,2
2021,Portuguese Grand Prix,VER,MEDIUM-MEDIUM-MEDIUM-HARD-SOFT,4,Stint 3,MEDIUM,32,3
2021,Portuguese Grand Prix,VER,MEDIUM-MEDIUM-MEDIUM-HARD-SOFT,4,Stint 4,HARD,29,4
2021,Portuguese Grand Prix,VER,MEDIUM-MEDIUM-MEDIUM-HARD-SOFT,4,Stint 5,SOFT,2,5
2021,Portuguese Grand Prix,NOR,SOFT-SOFT-SOFT-MEDIUM,3,Stint 1,SOFT,2,1
2021,Portuguese Grand Prix,NOR,SOFT-SOFT-SOFT-MEDIUM,3,Stint 2,SOFT,1,2
2021,Portuguese Grand Prix,NOR,SOFT-SOFT-SOFT-MEDIUM,3,Stint 3,SOFT,19,3
2021,Portuguese Grand Prix,NOR,SOFT-SOFT-SOFT-MEDIUM,3,Stint 4,MEDIUM,44,4
2021,Portuguese Grand Prix,HAM,MEDIUM-MEDIUM-MEDIUM-HARD,3,Stint 1,MEDIUM,2,1
2021,Portuguese Grand Prix,HAM,MEDIUM-MEDIUM-MEDIUM-HARD,3,Stint 2,MEDIUM,1,2
2021,Portuguese Grand Prix,HAM,MEDIUM-MEDIUM-MEDIUM-HARD,3,Stint 3,MEDIUM,34,3
2021,Portuguese Grand Prix,HAM,MEDIUM-MEDIUM-MEDIUM-HARD,3,Stint 4,HARD,29,4
2021,Portuguese Grand Prix,MSC,MEDIUM-MEDIUM-MEDIUM-HARD,3,Stint 1,MEDIUM,2,1
2021,Portuguese Grand Prix,MSC,MEDIUM-MEDIUM-MEDIUM-HARD,3,Stint 2,MEDIUM,1,2
2021,Portuguese Grand Prix,MSC,MEDIUM-MEDIUM-MEDIUM-HARD,3,Stint 3,MEDIUM,29,3
2021,Portuguese Grand Prix,MSC,MEDIUM-MEDIUM-MEDIUM-HARD,3,Stint 4,HARD,32,4
2021,Portuguese Grand Prix,VET,SOFT-SOFT-SOFT-MEDIUM,3,Stint 1,SOFT,2,1
2021,Portuguese Grand Prix,VET,SOFT-SOFT-SOFT-MEDIUM,3,Stint 2,SOFT,1,2
2021,Portuguese Grand Prix,VET,SOFT-SOFT-SOFT-MEDIUM,3,Stint 3,SOFT,19,3
2021,Portuguese Grand Prix,VET,SOFT-SOFT-SOFT-MEDIUM,3,Stint 4,MEDIUM,43,4
2021,Portuguese Grand Prix,SAI,SOFT-SOFT-SOFT-MEDIUM,3,Stint 1,SOFT,2,1
2021,Portuguese Grand Prix,SAI,SOFT-SOFT-SOFT-MEDIUM,3,Stint 2,SOFT,1,2
2021,Portuguese Grand Prix,SAI,SOFT-SOFT-SOFT-MEDIUM,3,Stint 3,SOFT,18,3
2021,Portuguese Grand Prix,SAI,SOFT-SOFT-SOFT-MEDIUM,3,Stint 4,MEDIUM,45,4
2021,Portuguese Grand Prix,LAT,MEDIUM-MEDIUM-MEDIUM-HARD,3,Stint 1,MEDIUM,2,1
2021,Portuguese Grand Prix,LAT,MEDIUM-MEDIUM-MEDIUM-HARD,3,Stint 2,MEDIUM,1,2
2021,Portuguese Grand Prix,LAT,MEDIUM-MEDIUM-MEDIUM-HARD,3,Stint 3,MEDIUM,21,3
2021,Portuguese Grand Prix,LAT,MEDIUM-MEDIUM-MEDIUM-HARD,3,Stint 4,HARD,40,4
2021,Portuguese Grand Prix,RUS,MEDIUM-MEDIUM-MEDIUM-HARD,3,Stint 1,MEDIUM,2,1
2021,Portuguese Grand Prix,RUS,MEDIUM-MEDIUM-MEDIUM-HARD,3,Stint 2,MEDIUM,1,2
2021,Portuguese Grand Prix,RUS,MEDIUM-MEDIUM-MEDIUM-HARD,3,Stint 3,MEDIUM,25,3
2021,Portuguese Grand Prix,RUS,MEDIUM-MEDIUM-MEDIUM-HARD,3,Stint 4,HARD,37,4
2021,Portuguese Grand Prix,RAI,SOFT,0,Stint 1,SOFT,2,1
2021,Portuguese Grand Prix,BOT,MEDIUM-MEDIUM-MEDIUM-HARD-SOFT,4,Stint 1,MEDIUM,2,1
2021,Portuguese Grand Prix,BOT,MEDIUM-MEDIUM-MEDIUM-HARD-SOFT,4,Stint 2,MEDIUM,1,2
2021,Portuguese Grand Prix,BOT,MEDIUM-MEDIUM-MEDIUM-HARD-SOFT,4,Stint 3,MEDIUM,33,3
2021,Portuguese Grand Prix,BOT,MEDIUM-MEDIUM-MEDIUM-HARD-SOFT,4,Stint 4,HARD,27,4
2021,Portuguese Grand Prix,BOT,MEDIUM-MEDIUM-MEDIUM-HARD-SOFT,4,Stint 5,SOFT,3,5
2021,Portuguese Grand Prix,MAZ,MEDIUM-MEDIUM-MEDIUM-HARD-SOFT,4,Stint 1,MEDIUM,2,1
2021,Portuguese Grand Prix,MAZ,MEDIUM-MEDIUM-MEDIUM-HARD-SOFT,4,Stint 2,MEDIUM,1,2
2021,Portuguese Grand Prix,MAZ,MEDIUM-MEDIUM-MEDIUM-HARD-SOFT,4,Stint 3,MEDIUM,28,3
2021,Portuguese Grand Prix,MAZ,MEDIUM-MEDIUM-MEDIUM-HARD-SOFT,4,Stint 4,HARD,12,4
2021,Portuguese Grand Prix,MAZ,MEDIUM-MEDIUM-MEDIUM-HARD-SOFT,4,Stint 5,SOFT,21,5
2021,Portuguese Grand Prix,GIO,MEDIUM-MEDIUM-MEDIUM-HARD,3,Stint 1,MEDIUM,2,1
2021,Portuguese Grand Prix,GIO,MEDIUM-MEDIUM-MEDIUM-HARD,3,Stint 2,MEDIUM,1,2
2021,Portuguese Grand Prix,GIO,MEDIUM-MEDIUM-MEDIUM-HARD,3,Stint 3,MEDIUM,19,3
2021,Portuguese Grand Prix,GIO,MEDIUM-MEDIUM-MEDIUM-HARD,3,Stint 4,HARD,43,4
2021,Spanish Grand Prix,GAS,SOFT-MEDIUM-SOFT,2,Stint 1,SOFT,18,1
2021,Spanish Grand Prix,GAS,SOFT-MEDIUM-SOFT,2,Stint 2,MEDIUM,29,2
2021,Spanish Grand Prix,GAS,SOFT-MEDIUM-SOFT,2,Stint 3,SOFT,18,3
2021,Spanish Grand Prix,PER,SOFT-MEDIUM-SOFT,2,Stint 1,SOFT,27,1
2021,Spanish Grand Prix,PER,SOFT-MEDIUM-SOFT,2,Stint 2,MEDIUM,30,2
2021,Spanish Grand Prix,PER,SOFT-MEDIUM-SOFT,2,Stint 3,SOFT,9,3
2021,Spanish Grand Prix,ALO,SOFT-MEDIUM-SOFT,2,Stint 1,SOFT,21,1
2021,Spanish Grand Prix,ALO,SOFT-MEDIUM-SOFT,2,Stint 2,MEDIUM,40,2
2021,Spanish Grand Prix,ALO,SOFT-MEDIUM-SOFT,2,Stint 3,SOFT,4,3
2021,Spanish Grand Prix,LEC,SOFT-MEDIUM-SOFT,2,Stint 1,SOFT,28,1
2021,Spanish Grand Prix,LEC,SOFT-MEDIUM-SOFT,2,Stint 2,MEDIUM,30,2
2021,Spanish Grand Prix,LEC,SOFT-MEDIUM-SOFT,2,Stint 3,SOFT,8,3
2021,Spanish Grand Prix,STR,SOFT-MEDIUM-SOFT,2,Stint 1,SOFT,22,1
