Driver,Team,LapNumber,LapTime,Stint,Compound,TyreLife,Position,Year,GP,Laps,RacePercentage,GP_ci,Length,Abrasion,Traction,Braking,TrackEvo,Grip,Lateral,Downforce,TyreStress,LapTimePerKM
GAS,Red Bull Racing,3.0,91.406,1.0,MEDIUM,3.0,16.0,2019,Australian Grand Prix,58,0.05172413793103448,,,,,,,,,,,
GAS,Red Bull Racing,5.0,91.171,1.0,MEDIUM,5.0,16.0,2019,Australian Grand Prix,58,0.08620689655172414,,,,,,,,,,,
GAS,Red Bull Racing,6.0,91.02,1.0,MEDIUM,6.0,16.0,2019,Australian Grand Prix,58,0.10344827586206896,,,,,,,,,,,
GAS,Red Bull Racing,7.0,91.165,1.0,MEDIUM,7.0,16.0,2019,Australian Grand Prix,58,0.1206896551724138,,,,,,,,,,,
GAS,Red Bull Racing,8.0,91.434,1.0,MEDIUM,8.0,16.0,2019,Australian Grand Prix,58,0.13793103448275862,,,,,,,,,,,
GAS,Red Bull Racing,9.0,91.161,1.0,MEDIUM,9.0,16.0,2019,Australian Grand Prix,58,0.15517241379310345,,,,,,,,,,,
GAS,Red Bull Racing,10.0,91.449,1.0,MEDIUM,10.0,15.0,2019,Australian Grand Prix,58,0.1724137931034483,,,,,,,,,,,
GAS,Red Bull Racing,11.0,90.129,1.0,MEDIUM,11.0,15.0,2019,Australian Grand Prix,58,0.1896551724137931,,,,,,,,,,,
GAS,Red Bull Racing,12.0,90.497,1.0,MEDIUM,12.0,14.0,2019,Australian Grand Prix,58,0.20689655172413793,,,,,,,,,,,
GAS,Red Bull Racing,13.0,91.143,1.0,MEDIUM,13.0,12.0,2019,Australian Grand Prix,58,0.22413793103448276,,,,,,,,,,,
GAS,Red Bull Racing,14.0,90.303,1.0,MEDIUM,14.0,10.0,2019,Australian Grand Prix,58,0.2413793103448276,,,,,,,,,,,
GAS,Red Bull Racing,15.0,89.907,1.0,MEDIUM,15.0,8.0,2019,Australian Grand Prix,58,0.25862068965517243,,,,,,,,,,,
GAS,Red Bull Racing,16.0,89.569,1.0,MEDIUM,16.0,8.0,2019,Australian Grand Prix,58,0.27586206896551724,,,,,,,,,,,
GAS,Red Bull Racing,17.0,89.83,1.0,MEDIUM,17.0,8.0,2019,Australian Grand Prix,58,0.29310344827586204,,,,,,,,,,,
GAS,Red Bull Racing,18.0,90.036,1.0,MEDIUM,18.0,8.0,2019,Australian Grand Prix,58,0.3103448275862069,,,,,,,,,,,
GAS,Red Bull Racing,19.0,89.25,1.0,MEDIUM,19.0,8.0,2019,Australian Grand Prix,58,0.3275862068965517,,,,,,,,,,,
GAS,Red Bull Racing,20.0,89.474,1.0,MEDIUM,20.0,8.0,2019,Australian Grand Prix,58,0.3448275862068966,,,,,,,,,,,
GAS,Red Bull Racing,21.0,89.155,1.0,MEDIUM,21.0,8.0,2019,Australian Grand Prix,58,0.3620689655172414,,,,,,,,,,,
GAS,Red Bull Racing,22.0,89.675,1.0,MEDIUM,22.0,8.0,2019,Australian Grand Prix,58,0.3793103448275862,,,,,,,,,,,
GAS,Red Bull Racing,23.0,89.645,1.0,MEDIUM,23.0,8.0,2019,Australian Grand Prix,58,0.39655172413793105,,,,,,,,,,,
GAS,Red Bull Racing,24.0,89.354,1.0,MEDIUM,24.0,8.0,2019,Australian Grand Prix,58,0.41379310344827586,,,,,,,,,,,
GAS,Red Bull Racing,25.0,89.272,1.0,MEDIUM,25.0,8.0,2019,Australian Grand Prix,58,0.43103448275862066,,,,,,,,,,,
GAS,Red Bull Racing,26.0,88.985,1.0,MEDIUM,26.0,7.0,2019,Australian Grand Prix,58,0.4482758620689655,,,,,,,,,,,
GAS,Red Bull Racing,27.0,88.412,1.0,MEDIUM,27.0,6.0,2019,Australian Grand Prix,58,0.46551724137931033,,,,,,,,,,,
GAS,Red Bull Racing,28.0,88.451,1.0,MEDIUM,28.0,6.0,2019,Australian Grand Prix,58,0.4827586206896552,,,,,,,,,,,
GAS,Red Bull Racing,29.0,88.713,1.0,MEDIUM,29.0,6.0,2019,Australian Grand Prix,58,0.5,,,,,,,,,,,
GAS,Red Bull Racing,30.0,88.627,1.0,MEDIUM,30.0,6.0,2019,Australian Grand Prix,58,0.5172413793103449,,,,,,,,,,,
GAS,Red Bull Racing,31.0,88.966,1.0,MEDIUM,31.0,6.0,2019,Australian Grand Prix,58,0.5344827586206896,,,,,,,,,,,
GAS,Red Bull Racing,32.0,88.825,1.0,MEDIUM,32.0,6.0,2019,Australian Grand Prix,58,0.5517241379310345,,,,,,,,,,,
GAS,Red Bull Racing,33.0,89.207,1.0,MEDIUM,33.0,6.0,2019,Australian Grand Prix,58,0.5689655172413793,,,,,,,,,,,
GAS,Red Bull Racing,34.0,88.974,1.0,MEDIUM,34.0,6.0,2019,Australian Grand Prix,58,0.5862068965517241,,,,,,,,,,,
GAS,Red Bull Racing,35.0,89.59,1.0,MEDIUM,35.0,6.0,2019,Australian Grand Prix,58,0.603448275862069,,,,,,,,,,,
GAS,Red Bull Racing,36.0,89.661,1.0,MEDIUM,36.0,6.0,2019,Australian Grand Prix,58,0.6206896551724138,,,,,,,,,,,
GAS,Red Bull Racing,39.0,87.229,2.0,SOFT,2.0,11.0,2019,Australian Grand Prix,58,0.6724137931034483,,,,,,,,,,,
GAS,Red Bull Racing,40.0,87.566,2.0,SOFT,3.0,11.0,2019,Australian Grand Prix,58,0.6896551724137931,,,,,,,,,,,
GAS,Red Bull Racing,41.0,87.915,2.0,SOFT,4.0,11.0,2019,Australian Grand Prix,58,0.7068965517241379,,,,,,,,,,,
GAS,Red Bull Racing,42.0,89.405,2.0,SOFT,5.0,11.0,2019,Australian Grand Prix,58,0.7241379310344828,,,,,,,,,,,
GAS,Red Bull Racing,43.0,88.219,2.0,SOFT,6.0,11.0,2019,Australian Grand Prix,58,0.7413793103448276,,,,,,,,,,,
GAS,Red Bull Racing,44.0,87.654,2.0,SOFT,7.0,11.0,2019,Australian Grand Prix,58,0.7586206896551724,,,,,,,,,,,
GAS,Red Bull Racing,45.0,87.828,2.0,SOFT,8.0,11.0,2019,Australian Grand Prix,58,0.7758620689655172,,,,,,,,,,,
GAS,Red Bull Racing,46.0,87.861,2.0,SOFT,9.0,11.0,2019,Australian Grand Prix,58,0.7931034482758621,,,,,,,,,,,
GAS,Red Bull Racing,47.0,88.231,2.0,SOFT,10.0,11.0,2019,Australian Grand Prix,58,0.8103448275862069,,,,,,,,,,,
GAS,Red Bull Racing,48.0,88.612,2.0,SOFT,11.0,11.0,2019,Australian Grand Prix,58,0.8275862068965517,,,,,,,,,,,
GAS,Red Bull Racing,49.0,88.451,2.0,SOFT,12.0,11.0,2019,Australian Grand Prix,58,0.8448275862068966,,,,,,,,,,,
GAS,Red Bull Racing,50.0,91.355,2.0,SOFT,13.0,11.0,2019,Australian Grand Prix,58,0.8620689655172413,,,,,,,,,,,
GAS,Red Bull Racing,51.0,88.957,2.0,SOFT,14.0,11.0,2019,Australian Grand Prix,58,0.8793103448275862,,,,,,,,,,,
GAS,Red Bull Racing,52.0,88.745,2.0,SOFT,15.0,11.0,2019,Australian Grand Prix,58,0.896551724137931,,,,,,,,,,,
GAS,Red Bull Racing,53.0,88.224,2.0,SOFT,16.0,11.0,2019,Australian Grand Prix,58,0.9137931034482759,,,,,,,,,,,
GAS,Red Bull Racing,54.0,87.981,2.0,SOFT,17.0,11.0,2019,Australian Grand Prix,58,0.9310344827586207,,,,,,,,,,,
GAS,Red Bull Racing,55.0,88.544,2.0,SOFT,18.0,11.0,2019,Australian Grand Prix,58,0.9482758620689655,,,,,,,,,,,
GAS,Red Bull Racing,56.0,89.108,2.0,SOFT,19.0,11.0,2019,Australian Grand Prix,58,0.9655172413793104,,,,,,,,,,,
GAS,Red Bull Racing,57.0,88.874,2.0,SOFT,20.0,11.0,2019,Australian Grand Prix,58,0.9827586206896551,,,,,,,,,,,
PER,Racing Point,3.0,91.356,1.0,SOFT,6.0,12.0,2019,Australian Grand Prix,58,0.05172413793103448,,,,,,,,,,,
PER,Racing Point,5.0,91.4,1.0,SOFT,8.0,12.0,2019,Australian Grand Prix,58,0.08620689655172414,,,,,,,,,,,
PER,Racing Point,6.0,91.175,1.0,SOFT,9.0,12.0,2019,Australian Grand Prix,58,0.10344827586206896,,,,,,,,,,,
PER,Racing Point,7.0,91.143,1.0,SOFT,10.0,12.0,2019,Australian Grand Prix,58,0.1206896551724138,,,,,,,,,,,
PER,Racing Point,8.0,91.075,1.0,SOFT,11.0,12.0,2019,Australian Grand Prix,58,0.13793103448275862,,,,,,,,,,,
PER,Racing Point,9.0,91.058,1.0,SOFT,12.0,12.0,2019,Australian Grand Prix,58,0.15517241379310345,,,,,,,,,,,
PER,Racing Point,10.0,90.945,1.0,SOFT,13.0,12.0,2019,Australian Grand Prix,58,0.1724137931034483,,,,,,,,,,,
PER,Racing Point,11.0,90.85,1.0,SOFT,14.0,12.0,2019,Australian Grand Prix,58,0.1896551724137931,,,,,,,,,,,
PER,Racing Point,12.0,91.103,1.0,SOFT,15.0,11.0,2019,Australian Grand Prix,58,0.20689655172413793,,,,,,,,,,,
PER,Racing Point,15.0,89.916,2.0,HARD,2.0,16.0,2019,Australian Grand Prix,58,0.25862068965517243,,,,,,,,,,,
PER,Racing Point,16.0,89.675,2.0,HARD,3.0,16.0,2019,Australian Grand Prix,58,0.27586206896551724,,,,,,,,,,,
PER,Racing Point,17.0,90.215,2.0,HARD,4.0,16.0,2019,Australian Grand Prix,58,0.29310344827586204,,,,,,,,,,,
PER,Racing Point,18.0,89.801,2.0,HARD,5.0,16.0,2019,Australian Grand Prix,58,0.3103448275862069,,,,,,,,,,,
PER,Racing Point,19.0,89.935,2.0,HARD,6.0,16.0,2019,Australian Grand Prix,58,0.3275862068965517,,,,,,,,,,,
PER,Racing Point,20.0,90.02,2.0,HARD,7.0,16.0,2019,Australian Grand Prix,58,0.3448275862068966,,,,,,,,,,,
PER,Racing Point,21.0,89.481,2.0,HARD,8.0,16.0,2019,Australian Grand Prix,58,0.3620689655172414,,,,,,,,,,,
PER,Racing Point,22.0,90.554,2.0,HARD,9.0,16.0,2019,Australian Grand Prix,58,0.3793103448275862,,,,,,,,,,,
PER,Racing Point,23.0,90.759,2.0,HARD,10.0,16.0,2019,Australian Grand Prix,58,0.39655172413793105,,,,,,,,,,,
PER,Racing Point,24.0,90.364,2.0,HARD,11.0,16.0,2019,Australian Grand Prix,58,0.41379310344827586,,,,,,,,,,,
PER,Racing Point,25.0,90.696,2.0,HARD,12.0,16.0,2019,Australian Grand Prix,58,0.43103448275862066,,,,,,,,,,,
PER,Racing Point,27.0,89.691,2.0,HARD,14.0,14.0,2019,Australian Grand Prix,58,0.46551724137931033,,,,,,,,,,,
PER,Racing Point,28.0,89.365,2.0,HARD,15.0,14.0,2019,Australian Grand Prix,58,0.4827586206896552,,,,,,,,,,,
PER,Racing Point,29.0,89.835,2.0,HARD,16.0,14.0,2019,Australian Grand Prix,58,0.5,,,,,,,,,,,
PER,Racing Point,30.0,89.609,2.0,HARD,17.0,13.0,2019,Australian Grand Prix,58,0.5172413793103449,,,,,,,,,,,
PER,Racing Point,31.0,89.686,2.0,HARD,18.0,13.0,2019,Australian Grand Prix,58,0.5344827586206896,,,,,,,,,,,
PER,Racing Point,32.0,89.037,2.0,HARD,19.0,13.0,2019,Australian Grand Prix,58,0.5517241379310345,,,,,,,,,,,
PER,Racing Point,33.0,89.162,2.0,HARD,20.0,13.0,2019,Australian Grand Prix,58,0.5689655172413793,,,,,,,,,,,
PER,Racing Point,34.0,89.016,2.0,HARD,21.0,13.0,2019,Australian Grand Prix,58,0.5862068965517241,,,,,,,,,,,
PER,Racing Point,35.0,89.381,2.0,HARD,22.0,13.0,2019,Australian Grand Prix,58,0.603448275862069,,,,,,,,,,,
PER,Racing Point,36.0,88.808,2.0,HARD,23.0,13.0,2019,Australian Grand Prix,58,0.6206896551724138,,,,,,,,,,,
PER,Racing Point,37.0,89.264,2.0,HARD,24.0,13.0,2019,Australian Grand Prix,58,0.6379310344827587,,,,,,,,,,,
PER,Racing Point,38.0,91.415,2.0,HARD,25.0,13.0,2019,Australian Grand Prix,58,0.6551724137931034,,,,,,,,,,,
PER,Racing Point,39.0,89.176,2.0,HARD,26.0,13.0,2019,Australian Grand Prix,58,0.6724137931034483,,,,,,,,,,,
PER,Racing Point,40.0,88.732,2.0,HARD,27.0,13.0,2019,Australian Grand Prix,58,0.6896551724137931,,,,,,,,,,,
PER,Racing Point,41.0,88.485,2.0,HARD,28.0,13.0,2019,Australian Grand Prix,58,0.7068965517241379,,,,,,,,,,,
PER,Racing Point,42.0,88.688,2.0,HARD,29.0,13.0,2019,Australian Grand Prix,58,0.7241379310344828,,,,,,,,,,,
PER,Racing Point,43.0,88.664,2.0,HARD,30.0,13.0,2019,Australian Grand Prix,58,0.7413793103448276,,,,,,,,,,,
PER,Racing Point,44.0,88.939,2.0,HARD,31.0,13.0,2019,Australian Grand Prix,58,0.7586206896551724,,,,,,,,,,,
PER,Racing Point,45.0,88.738,2.0,HARD,32.0,13.0,2019,Australian Grand Prix,58,0.7758620689655172,,,,,,,,,,,
PER,Racing Point,46.0,88.834,2.0,HARD,33.0,13.0,2019,Australian Grand Prix,58,0.7931034482758621,,,,,,,,,,,
PER,Racing Point,47.0,89.781,2.0,HARD,34.0,13.0,2019,Australian Grand Prix,58,0.8103448275862069,,,,,,,,,,,
PER,Racing Point,48.0,88.928,2.0,HARD,35.0,13.0,2019,Australian Grand Prix,58,0.8275862068965517,,,,,,,,,,,
PER,Racing Point,49.0,89.246,2.0,HARD,36.0,13.0,2019,Australian Grand Prix,58,0.8448275862068966,,,,,,,,,,,
PER,Racing Point,50.0,90.191,2.0,HARD,37.0,13.0,2019,Australian Grand Prix,58,0.8620689655172413,,,,,,,,,,,
PER,Racing Point,53.0,90.966,2.0,HARD,40.0,13.0,2019,Australian Grand Prix,58,0.9137931034482759,,,,,,,,,,,
PER,Racing Point,54.0,90.95,2.0,HARD,41.0,13.0,2019,Australian Grand Prix,58,0.9310344827586207,,,,,,,,,,,
PER,Racing Point,55.0,90.797,2.0,HARD,42.0,13.0,2019,Australian Grand Prix,58,0.9482758620689655,,,,,,,,,,,
PER,Racing Point,56.0,90.821,2.0,HARD,43.0,13.0,2019,Australian Grand Prix,58,0.9655172413793104,,,,,,,,,,,
PER,Racing Point,57.0,91.061,2.0,HARD,44.0,13.0,2019,Australian Grand Prix,58,0.9827586206896551,,,,,,,,,,,
LEC,Ferrari,2.0,90.636,1.0,SOFT,5.0,5.0,2019,Australian Grand Prix,58,0.034482758620689655,,,,,,,,,,,
LEC,Ferrari,3.0,90.033,1.0,SOFT,6.0,5.0,2019,Australian Grand Prix,58,0.05172413793103448,,,,,,,,,,,
LEC,Ferrari,4.0,89.387,1.0,SOFT,7.0,5.0,2019,Australian Grand Prix,58,0.06896551724137931,,,,,,,,,,,
LEC,Ferrari,5.0,89.579,1.0,SOFT,8.0,5.0,2019,Australian Grand Prix,58,0.08620689655172414,,,,,,,,,,,
LEC,Ferrari,6.0,90.124,1.0,SOFT,9.0,5.0,2019,Australian Grand Prix,58,0.10344827586206896,,,,,,,,,,,
LEC,Ferrari,7.0,90.006,1.0,SOFT,10.0,5.0,2019,Australian Grand Prix,58,0.1206896551724138,,,,,,,,,,,
LEC,Ferrari,8.0,89.708,1.0,SOFT,11.0,5.0,2019,Australian Grand Prix,58,0.13793103448275862,,,,,,,,,,,
LEC,Ferrari,10.0,89.905,1.0,SOFT,13.0,5.0,2019,Australian Grand Prix,58,0.1724137931034483,,,,,,,,,,,
LEC,Ferrari,11.0,89.912,1.0,SOFT,14.0,5.0,2019,Australian Grand Prix,58,0.1896551724137931,,,,,,,,,,,
LEC,Ferrari,12.0,89.828,1.0,SOFT,15.0,5.0,2019,Australian Grand Prix,58,0.20689655172413793,,,,,,,,,,,
LEC,Ferrari,13.0,89.282,1.0,SOFT,16.0,5.0,2019,Australian Grand Prix,58,0.22413793103448276,,,,,,,,,,,
LEC,Ferrari,14.0,89.39,1.0,SOFT,17.0,4.0,2019,Australian Grand Prix,58,0.2413793103448276,,,,,,,,,,,
LEC,Ferrari,15.0,89.495,1.0,SOFT,18.0,3.0,2019,Australian Grand Prix,58,0.25862068965517243,,,,,,,,,,,
LEC,Ferrari,16.0,89.099,1.0,SOFT,19.0,3.0,2019,Australian Grand Prix,58,0.27586206896551724,,,,,,,,,,,
LEC,Ferrari,17.0,89.339,1.0,SOFT,20.0,3.0,2019,Australian Grand Prix,58,0.29310344827586204,,,,,,,,,,,
LEC,Ferrari,18.0,88.991,1.0,SOFT,21.0,3.0,2019,Australian Grand Prix,58,0.3103448275862069,,,,,,,,,,,
LEC,Ferrari,19.0,88.926,1.0,SOFT,22.0,3.0,2019,Australian Grand Prix,58,0.3275862068965517,,,,,,,,,,,
LEC,Ferrari,20.0,88.733,1.0,SOFT,23.0,3.0,2019,Australian Grand Prix,58,0.3448275862068966,,,,,,,,,,,
LEC,Ferrari,21.0,88.833,1.0,SOFT,24.0,3.0,2019,Australian Grand Prix,58,0.3620689655172414,,,,,,,,,,,
LEC,Ferrari,22.0,88.905,1.0,SOFT,25.0,3.0,2019,Australian Grand Prix,58,0.3793103448275862,,,,,,,,,,,
LEC,Ferrari,23.0,88.921,1.0,SOFT,26.0,3.0,2019,Australian Grand Prix,58,0.39655172413793105,,,,,,,,,,,
LEC,Ferrari,24.0,89.335,1.0,SOFT,27.0,3.0,2019,Australian Grand Prix,58,0.41379310344827586,,,,,,,,,,,
LEC,Ferrari,25.0,89.205,1.0,SOFT,28.0,2.0,2019,Australian Grand Prix,58,0.43103448275862066,,,,,,,,,,,
LEC,Ferrari,26.0,89.014,1.0,SOFT,29.0,2.0,2019,Australian Grand Prix,58,0.4482758620689655,,,,,,,,,,,
LEC,Ferrari,27.0,89.275,1.0,SOFT,30.0,2.0,2019,Australian Grand Prix,58,0.46551724137931033,,,,,,,,,,,
LEC,Ferrari,30.0,87.24,2.0,HARD,2.0,5.0,2019,Australian Grand Prix,58,0.5172413793103449,,,,,,,,,,,
LEC,Ferrari,31.0,87.775,2.0,HARD,3.0,5.0,2019,Australian Grand Prix,58,0.5344827586206896,,,,,,,,,,,
LEC,Ferrari,32.0,87.752,2.0,HARD,4.0,5.0,2019,Australian Grand Prix,58,0.5517241379310345,,,,,,,,,,,
LEC,Ferrari,33.0,88.113,2.0,HARD,5.0,5.0,2019,Australian Grand Prix,58,0.5689655172413793,,,,,,,,,,,
LEC,Ferrari,34.0,88.115,2.0,HARD,6.0,5.0,2019,Australian Grand Prix,58,0.5862068965517241,,,,,,,,,,,
LEC,Ferrari,35.0,88.319,2.0,HARD,7.0,5.0,2019,Australian Grand Prix,58,0.603448275862069,,,,,,,,,,,
LEC,Ferrari,36.0,87.701,2.0,HARD,8.0,5.0,2019,Australian Grand Prix,58,0.6206896551724138,,,,,,,,,,,
LEC,Ferrari,37.0,88.044,2.0,HARD,9.0,5.0,2019,Australian Grand Prix,58,0.6379310344827587,,,,,,,,,,,
LEC,Ferrari,38.0,87.992,2.0,HARD,10.0,5.0,2019,Australian Grand Prix,58,0.6551724137931034,,,,,,,,,,,
LEC,Ferrari,39.0,87.942,2.0,HARD,11.0,5.0,2019,Australian Grand Prix,58,0.6724137931034483,,,,,,,,,,,
LEC,Ferrari,40.0,87.728,2.0,HARD,12.0,5.0,2019,Australian Grand Prix,58,0.6896551724137931,,,,,,,,,,,
LEC,Ferrari,41.0,87.576,2.0,HARD,13.0,5.0,2019,Australian Grand Prix,58,0.7068965517241379,,,,,,,,,,,
LEC,Ferrari,42.0,87.609,2.0,HARD,14.0,5.0,2019,Australian Grand Prix,58,0.7241379310344828,,,,,,,,,,,
LEC,Ferrari,43.0,87.55,2.0,HARD,15.0,5.0,2019,Australian Grand Prix,58,0.7413793103448276,,,,,,,,,,,
LEC,Ferrari,44.0,87.619,2.0,HARD,16.0,5.0,2019,Australian Grand Prix,58,0.7586206896551724,,,,,,,,,,,
LEC,Ferrari,45.0,87.435,2.0,HARD,17.0,5.0,2019,Australian Grand Prix,58,0.7758620689655172,,,,,,,,,,,
LEC,Ferrari,46.0,87.529,2.0,HARD,18.0,5.0,2019,Australian Grand Prix,58,0.7931034482758621,,,,,,,,,,,
LEC,Ferrari,47.0,87.326,2.0,HARD,19.0,5.0,2019,Australian Grand Prix,58,0.8103448275862069,,,,,,,,,,,
LEC,Ferrari,48.0,87.359,2.0,HARD,20.0,5.0,2019,Australian Grand Prix,58,0.8275862068965517,,,,,,,,,,,
LEC,Ferrari,49.0,88.09,2.0,HARD,21.0,5.0,2019,Australian Grand Prix,58,0.8448275862068966,,,,,,,,,,,
LEC,Ferrari,50.0,87.824,2.0,HARD,22.0,5.0,2019,Australian Grand Prix,58,0.8620689655172413,,,,,,,,,,,
LEC,Ferrari,51.0,90.151,2.0,HARD,23.0,5.0,2019,Australian Grand Prix,58,0.8793103448275862,,,,,,,,,,,
LEC,Ferrari,52.0,88.283,2.0,HARD,24.0,5.0,2019,Australian Grand Prix,58,0.896551724137931,,,,,,,,,,,
LEC,Ferrari,53.0,90.058,2.0,HARD,25.0,5.0,2019,Australian Grand Prix,58,0.9137931034482759,,,,,,,,,,,
LEC,Ferrari,54.0,90.153,2.0,HARD,26.0,5.0,2019,Australian Grand Prix,58,0.9310344827586207,,,,,,,,,,,
LEC,Ferrari,55.0,90.138,2.0,HARD,27.0,5.0,2019,Australian Grand Prix,58,0.9482758620689655,,,,,,,,,,,
LEC,Ferrari,56.0,89.908,2.0,HARD,28.0,5.0,2019,Australian Grand Prix,58,0.9655172413793104,,,,,,,,,,,
LEC,Ferrari,57.0,90.634,2.0,HARD,29.0,5.0,2019,Australian Grand Prix,58,0.9827586206896551,,,,,,,,,,,
LEC,Ferrari,58.0,86.926,2.0,HARD,30.0,5.0,2019,Australian Grand Prix,58,1.0,,,,,,,,,,,
STR,Racing Point,3.0,91.558,1.0,MEDIUM,3.0,13.0,2019,Australian Grand Prix,58,0.05172413793103448,,,,,,,,,,,
STR,Racing Point,5.0,91.545,1.0,MEDIUM,5.0,13.0,2019,Australian Grand Prix,58,0.08620689655172414,,,,,,,,,,,
STR,Racing Point,6.0,91.104,1.0,MEDIUM,6.0,13.0,2019,Australian Grand Prix,58,0.10344827586206896,,,,,,,,,,,
STR,Racing Point,7.0,91.301,1.0,MEDIUM,7.0,13.0,2019,Australian Grand Prix,58,0.1206896551724138,,,,,,,,,,,
STR,Racing Point,8.0,91.318,1.0,MEDIUM,8.0,13.0,2019,Australian Grand Prix,58,0.13793103448275862,,,,,,,,,,,
STR,Racing Point,9.0,91.113,1.0,MEDIUM,9.0,13.0,2019,Australian Grand Prix,58,0.15517241379310345,,,,,,,,,,,
STR,Racing Point,10.0,90.976,1.0,MEDIUM,10.0,13.0,2019,Australian Grand Prix,58,0.1724137931034483,,,,,,,,,,,
STR,Racing Point,11.0,90.767,1.0,MEDIUM,11.0,13.0,2019,Australian Grand Prix,58,0.1896551724137931,,,,,,,,,,,
STR,Racing Point,12.0,91.081,1.0,MEDIUM,12.0,12.0,2019,Australian Grand Prix,58,0.20689655172413793,,,,,,,,,,,
STR,Racing Point,13.0,90.808,1.0,MEDIUM,13.0,10.0,2019,Australian Grand Prix,58,0.22413793103448276,,,,,,,,,,,
STR,Racing Point,14.0,90.138,1.0,MEDIUM,14.0,8.0,2019,Australian Grand Prix,58,0.2413793103448276,,,,,,,,,,,
STR,Racing Point,15.0,90.077,1.0,MEDIUM,15.0,6.0,2019,Australian Grand Prix,58,0.25862068965517243,,,,,,,,,,,
STR,Racing Point,16.0,89.59,1.0,MEDIUM,16.0,6.0,2019,Australian Grand Prix,58,0.27586206896551724,,,,,,,,,,,
STR,Racing Point,17.0,89.716,1.0,MEDIUM,17.0,6.0,2019,Australian Grand Prix,58,0.29310344827586204,,,,,,,,,,,
STR,Racing Point,18.0,89.565,1.0,MEDIUM,18.0,6.0,2019,Australian Grand Prix,58,0.3103448275862069,,,,,,,,,,,
STR,Racing Point,19.0,89.316,1.0,MEDIUM,19.0,6.0,2019,Australian Grand Prix,58,0.3275862068965517,,,,,,,,,,,
STR,Racing Point,20.0,89.234,1.0,MEDIUM,20.0,6.0,2019,Australian Grand Prix,58,0.3448275862068966,,,,,,,,,,,
STR,Racing Point,21.0,89.231,1.0,MEDIUM,21.0,6.0,2019,Australian Grand Prix,58,0.3620689655172414,,,,,,,,,,,
STR,Racing Point,22.0,89.29,1.0,MEDIUM,22.0,6.0,2019,Australian Grand Prix,58,0.3793103448275862,,,,,,,,,,,
STR,Racing Point,23.0,89.294,1.0,MEDIUM,23.0,6.0,2019,Australian Grand Prix,58,0.39655172413793105,,,,,,,,,,,
STR,Racing Point,24.0,89.13,1.0,MEDIUM,24.0,6.0,2019,Australian Grand Prix,58,0.41379310344827586,,,,,,,,,,,
STR,Racing Point,25.0,89.601,1.0,MEDIUM,25.0,6.0,2019,Australian Grand Prix,58,0.43103448275862066,,,,,,,,,,,
STR,Racing Point,26.0,89.175,1.0,MEDIUM,26.0,6.0,2019,Australian Grand Prix,58,0.4482758620689655,,,,,,,,,,,
STR,Racing Point,29.0,87.568,2.0,HARD,2.0,10.0,2019,Australian Grand Prix,58,0.5,,,,,,,,,,,
STR,Racing Point,30.0,88.019,2.0,HARD,3.0,10.0,2019,Australian Grand Prix,58,0.5172413793103449,,,,,,,,,,,
STR,Racing Point,31.0,88.25,2.0,HARD,4.0,10.0,2019,Australian Grand Prix,58,0.5344827586206896,,,,,,,,,,,
STR,Racing Point,32.0,88.599,2.0,HARD,5.0,10.0,2019,Australian Grand Prix,58,0.5517241379310345,,,,,,,,,,,
STR,Racing Point,33.0,88.863,2.0,HARD,6.0,10.0,2019,Australian Grand Prix,58,0.5689655172413793,,,,,,,,,,,
STR,Racing Point,34.0,88.83,2.0,HARD,7.0,10.0,2019,Australian Grand Prix,58,0.5862068965517241,,,,,,,,,,,
STR,Racing Point,35.0,88.871,2.0,HARD,8.0,10.0,2019,Australian Grand Prix,58,0.603448275862069,,,,,,,,,,,
STR,Racing Point,36.0,88.674,2.0,HARD,9.0,10.0,2019,Australian Grand Prix,58,0.6206896551724138,,,,,,,,,,,
STR,Racing Point,37.0,89.276,2.0,HARD,10.0,9.0,2019,Australian Grand Prix,58,0.6379310344827587,,,,,,,,,,,
STR,Racing Point,38.0,88.908,2.0,HARD,11.0,9.0,2019,Australian Grand Prix,58,0.6551724137931034,,,,,,,,,,,
STR,Racing Point,39.0,88.7,2.0,HARD,12.0,9.0,2019,Australian Grand Prix,58,0.6724137931034483,,,,,,,,,,,
STR,Racing Point,40.0,88.784,2.0,HARD,13.0,9.0,2019,Australian Grand Prix,58,0.6896551724137931,,,,,,,,,,,
STR,Racing Point,41.0,88.652,2.0,HARD,14.0,9.0,2019,Australian Grand Prix,58,0.7068965517241379,,,,,,,,,,,
STR,Racing Point,42.0,88.477,2.0,HARD,15.0,9.0,2019,Australian Grand Prix,58,0.7241379310344828,,,,,,,,,,,
STR,Racing Point,43.0,88.421,2.0,HARD,16.0,9.0,2019,Australian Grand Prix,58,0.7413793103448276,,,,,,,,,,,
STR,Racing Point,44.0,88.563,2.0,HARD,17.0,9.0,2019,Australian Grand Prix,58,0.7586206896551724,,,,,,,,,,,
STR,Racing Point,45.0,88.39,2.0,HARD,18.0,9.0,2019,Australian Grand Prix,58,0.7758620689655172,,,,,,,,,,,
STR,Racing Point,46.0,88.377,2.0,HARD,19.0,9.0,2019,Australian Grand Prix,58,0.7931034482758621,,,,,,,,,,,
STR,Racing Point,47.0,88.435,2.0,HARD,20.0,9.0,2019,Australian Grand Prix,58,0.8103448275862069,,,,,,,,,,,
