LapNumber,GP,Year,TrackStatus,Label
8,British Grand Prix,2020,1,AllClear
9,British Grand Prix,2020,1,AllClear
10,British Grand Prix,2020,1,AllClear
11,British Grand Prix,2020,1,AllClear
12,British Grand Prix,2020,4,SafetyCar
13,British Grand Prix,2020,4,SafetyCar
14,British Grand Prix,2020,4,SafetyCar
15,British Grand Prix,2020,4,SafetyCar
16,British Grand Prix,2020,4,SafetyCar
17,British Grand Prix,2020,4,SafetyCar
18,British Grand Prix,2020,4,SafetyCar
19,British Grand Prix,2020,1,AllClear
20,British Grand Prix,2020,1,AllClear
21,British Grand Prix,2020,1,AllClear
22,British Grand Prix,2020,1,AllClear
23,British Grand Prix,2020,1,AllClear
24,British Grand Prix,2020,1,AllClear
25,British Grand Prix,2020,1,AllClear
26,British Grand Prix,2020,1,AllClear
27,British Grand Prix,2020,1,AllClear
28,British Grand Prix,2020,1,AllClear
29,British Grand Prix,2020,1,AllClear
30,British Grand Prix,2020,1,AllClear
31,British Grand Prix,2020,1,AllClear
32,British Grand Prix,2020,1,AllClear
33,British Grand Prix,2020,1,AllClear
34,British Grand Prix,2020,1,AllClear
35,British Grand Prix,2020,1,AllClear
36,British Grand Prix,2020,1,AllClear
37,British Grand Prix,2020,1,AllClear
38,British Grand Prix,2020,1,AllClear
39,British Grand Prix,2020,1,AllClear
40,British Grand Prix,2020,1,AllClear
41,British Grand Prix,2020,1,AllClear
42,British Grand Prix,2020,1,AllClear
43,British Grand Prix,2020,1,AllClear
44,British Grand Prix,2020,1,AllClear
45,British Grand Prix,2020,1,AllClear
46,British Grand Prix,2020,1,AllClear
47,British Grand Prix,2020,2,Yellow
48,British Grand Prix,2020,2,Yellow
49,British Grand Prix,2020,1,AllClear
50,British Grand Prix,2020,1,AllClear
51,British Grand Prix,2020,1,AllClear
52,British Grand Prix,2020,1,AllClear
1,70th Anniversary Grand Prix,2020,2,Yellow
2,70th Anniversary Grand Prix,2020,1,AllClear
3,70th Anniversary Grand Prix,2020,1,AllClear
4,70th Anniversary Grand Prix,2020,1,AllClear
5,70th Anniversary Grand Prix,2020,1,AllClear
6,70th Anniversary Grand Prix,2020,1,AllClear
7,70th Anniversary Grand Prix,2020,1,AllClear
8,70th Anniversary Grand Prix,2020,1,AllClear
9,70th Anniversary Grand Prix,2020,1,AllClear
10,70th Anniversary Grand Prix,2020,1,AllClear
11,70th Anniversary Grand Prix,2020,1,AllClear
12,70th Anniversary Grand Prix,2020,1,AllClear
13,70th Anniversary Grand Prix,2020,1,AllClear
14,70th Anniversary Grand Prix,2020,1,AllClear
15,70th Anniversary Grand Prix,2020,1,AllClear
16,70th Anniversary Grand Prix,2020,1,AllClear
17,70th Anniversary Grand Prix,2020,1,AllClear
18,70th Anniversary Grand Prix,2020,1,AllClear
19,70th Anniversary Grand Prix,2020,1,AllClear
20,70th Anniversary Grand Prix,2020,1,AllClear
21,70th Anniversary Grand Prix,2020,1,AllClear
22,70th Anniversary Grand Prix,2020,1,AllClear
23,70th Anniversary Grand Prix,2020,1,AllClear
24,70th Anniversary Grand Prix,2020,1,AllClear
25,70th Anniversary Grand Prix,2020,1,AllClear
26,70th Anniversary Grand Prix,2020,1,AllClear
27,70th Anniversary Grand Prix,2020,1,AllClear
28,70th Anniversary Grand Prix,2020,1,AllClear
29,70th Anniversary Grand Prix,2020,1,AllClear
30,70th Anniversary Grand Prix,2020,2,Yellow
31,70th Anniversary Grand Prix,2020,2,Yellow
32,70th Anniversary Grand Prix,2020,1,AllClear
33,70th Anniversary Grand Prix,2020,1,AllClear
34,70th Anniversary Grand Prix,2020,1,AllClear
35,70th Anniversary Grand Prix,2020,1,AllClear
36,70th Anniversary Grand Prix,2020,1,AllClear
37,70th Anniversary Grand Prix,2020,1,AllClear
38,70th Anniversary Grand Prix,2020,1,AllClear
39,70th Anniversary Grand Prix,2020,1,AllClear
40,70th Anniversary Grand Prix,2020,1,AllClear
41,70th Anniversary Grand Prix,2020,1,AllClear
42,70th Anniversary Grand Prix,2020,1,AllClear
43,70th Anniversary Grand Prix,2020,1,AllClear
44,70th Anniversary Grand Prix,2020,1,AllClear
45,70th Anniversary Grand Prix,2020,1,AllClear
46,70th Anniversary Grand Prix,2020,1,AllClear
47,70th Anniversary Grand Prix,2020,1,AllClear
48,70th Anniversary Grand Prix,2020,1,AllClear
49,70th Anniversary Grand Prix,2020,1,AllClear
50,70th Anniversary Grand Prix,2020,1,AllClear
51,70th Anniversary Grand Prix,2020,1,AllClear
52,70th Anniversary Grand Prix,2020,1,AllClear
1,Spanish Grand Prix,2020,1,AllClear
2,Spanish Grand Prix,2020,1,AllClear
3,Spanish Grand Prix,2020,1,AllClear
4,Spanish Grand Prix,2020,1,AllClear
5,Spanish Grand Prix,2020,1,AllClear
6,Spanish Grand Prix,2020,1,AllClear
7,Spanish Grand Prix,2020,1,AllClear
8,Spanish Grand Prix,2020,1,AllClear
9,Spanish Grand Prix,2020,1,AllClear
10,Spanish Grand Prix,2020,1,AllClear
11,Spanish Grand Prix,2020,1,AllClear
12,Spanish Grand Prix,2020,1,AllClear
13,Spanish Grand Prix,2020,1,AllClear
14,Spanish Grand Prix,2020,1,AllClear
15,Spanish Grand Prix,2020,1,AllClear
16,Spanish Grand Prix,2020,1,AllClear
17,Spanish Grand Prix,2020,1,AllClear
18,Spanish Grand Prix,2020,1,AllClear
19,Spanish Grand Prix,2020,1,AllClear
20,Spanish Grand Prix,2020,1,AllClear
21,Spanish Grand Prix,2020,1,AllClear
22,Spanish Grand Prix,2020,1,AllClear
23,Spanish Grand Prix,2020,1,AllClear
24,Spanish Grand Prix,2020,1,AllClear
25,Spanish Grand Prix,2020,1,AllClear
26,Spanish Grand Prix,2020,1,AllClear
27,Spanish Grand Prix,2020,1,AllClear
28,Spanish Grand Prix,2020,1,AllClear
29,Spanish Grand Prix,2020,1,AllClear
30,Spanish Grand Prix,2020,1,AllClear
31,Spanish Grand Prix,2020,1,AllClear
32,Spanish Grand Prix,2020,1,AllClear
33,Spanish Grand Prix,2020,1,AllClear
34,Spanish Grand Prix,2020,1,AllClear
35,Spanish Grand Prix,2020,1,AllClear
36,Spanish Grand Prix,2020,2,Yellow
37,Spanish Grand Prix,2020,2,Yellow
38,Spanish Grand Prix,2020,2,Yellow
39,Spanish Grand Prix,2020,1,AllClear
40,Spanish Grand Prix,2020,1,AllClear
41,Spanish Grand Prix,2020,1,AllClear
42,Spanish Grand Prix,2020,1,AllClear
43,Spanish Grand Prix,2020,1,AllClear
44,Spanish Grand Prix,2020,1,AllClear
45,Spanish Grand Prix,2020,1,AllClear
46,Spanish Grand Prix,2020,1,AllClear
47,Spanish Grand Prix,2020,1,AllClear
48,Spanish Grand Prix,2020,1,AllClear
49,Spanish Grand Prix,2020,1,AllClear
50,Spanish Grand Prix,2020,1,AllClear
51,Spanish Grand Prix,2020,1,AllClear
52,Spanish Grand Prix,2020,1,AllClear
53,Spanish Grand Prix,2020,1,AllClear
54,Spanish Grand Prix,2020,1,AllClear
55,Spanish Grand Prix,2020,1,AllClear
56,Spanish Grand Prix,2020,1,AllClear
57,Spanish Grand Prix,2020,1,AllClear
58,Spanish Grand Prix,2020,1,AllClear
59,Spanish Grand Prix,2020,1,AllClear
60,Spanish Grand Prix,2020,1,AllClear
61,Spanish Grand Prix,2020,1,AllClear
62,Spanish Grand Prix,2020,1,AllClear
63,Spanish Grand Prix,2020,1,AllClear
64,Spanish Grand Prix,2020,1,AllClear
65,Spanish Grand Prix,2020,1,AllClear
66,Spanish Grand Prix,2020,1,AllClear
1,Belgian Grand Prix,2020,1,AllClear
2,Belgian Grand Prix,2020,1,AllClear
3,Belgian Grand Prix,2020,1,AllClear
4,Belgian Grand Prix,2020,1,AllClear
5,Belgian Grand Prix,2020,1,AllClear
6,Belgian Grand Prix,2020,1,AllClear
7,Belgian Grand Prix,2020,1,AllClear
8,Belgian Grand Prix,2020,1,AllClear
9,Belgian Grand Prix,2020,1,AllClear
10,Belgian Grand Prix,2020,4,SafetyCar
11,Belgian Grand Prix,2020,4,SafetyCar
12,Belgian Grand Prix,2020,4,SafetyCar
13,Belgian Grand Prix,2020,4,SafetyCar
14,Belgian Grand Prix,2020,4,SafetyCar
15,Belgian Grand Prix,2020,1,AllClear
16,Belgian Grand Prix,2020,1,AllClear
17,Belgian Grand Prix,2020,1,AllClear
18,Belgian Grand Prix,2020,1,AllClear
19,Belgian Grand Prix,2020,1,AllClear
20,Belgian Grand Prix,2020,1,AllClear
21,Belgian Grand Prix,2020,1,AllClear
22,Belgian Grand Prix,2020,1,AllClear
23,Belgian Grand Prix,2020,1,AllClear
24,Belgian Grand Prix,2020,1,AllClear
25,Belgian Grand Prix,2020,1,AllClear
26,Belgian Grand Prix,2020,1,AllClear
27,Belgian Grand Prix,2020,1,AllClear
28,Belgian Grand Prix,2020,1,AllClear
29,Belgian Grand Prix,2020,1,AllClear
30,Belgian Grand Prix,2020,1,AllClear
31,Belgian Grand Prix,2020,1,AllClear
32,Belgian Grand Prix,2020,1,AllClear
33,Belgian Grand Prix,2020,1,AllClear
34,Belgian Grand Prix,2020,1,AllClear
35,Belgian Grand Prix,2020,1,AllClear
36,Belgian Grand Prix,2020,1,AllClear
37,Belgian Grand Prix,2020,1,AllClear
38,Belgian Grand Prix,2020,1,AllClear
39,Belgian Grand Prix,2020,1,AllClear
40,Belgian Grand Prix,2020,1,AllClear
41,Belgian Grand Prix,2020,1,AllClear
42,Belgian Grand Prix,2020,1,AllClear
43,Belgian Grand Prix,2020,1,AllClear
44,Belgian Grand Prix,2020,2,Yellow
1,Italian Grand Prix,2020,1,AllClear
2,Italian Grand Prix,2020,1,AllClear
3,Italian Grand Prix,2020,1,AllClear
4,Italian Grand Prix,2020,1,AllClear
5,Italian Grand Prix,2020,1,AllClear
6,Italian Grand Prix,2020,1,AllClear
7,Italian Grand Prix,2020,1,AllClear
8,Italian Grand Prix,2020,2,Yellow
9,Italian Grand Prix,2020,2,Yellow
10,Italian Grand Prix,2020,1,AllClear
11,Italian Grand Prix,2020,1,AllClear
12,Italian Grand Prix,2020,1,AllClear
13,Italian Grand Prix,2020,1,AllClear
14,Italian Grand Prix,2020,1,AllClear
15,Italian Grand Prix,2020,1,AllClear
16,Italian Grand Prix,2020,1,AllClear
17,Italian Grand Prix,2020,1,AllClear
18,Italian Grand Prix,2020,4,SafetyCar
19,Italian Grand Prix,2020,4,SafetyCar
20,Italian Grand Prix,2020,4,SafetyCar
21,Italian Grand Prix,2020,4,SafetyCar
22,Italian Grand Prix,2020,4,SafetyCar
23,Italian Grand Prix,2020,4,SafetyCar
24,Italian Grand Prix,2020,4,SafetyCar
25,Italian Grand Prix,2020,4,SafetyCar
26,Italian Grand Prix,2020,4,SafetyCar
27,Italian Grand Prix,2020,1,AllClear
28,Italian Grand Prix,2020,1,AllClear
29,Italian Grand Prix,2020,1,AllClear
30,Italian Grand Prix,2020,1,AllClear
31,Italian Grand Prix,2020,1,AllClear
32,Italian Grand Prix,2020,1,AllClear
33,Italian Grand Prix,2020,1,AllClear
34,Italian Grand Prix,2020,1,AllClear
35,Italian Grand Prix,2020,1,AllClear
36,Italian Grand Prix,2020,1,AllClear
37,Italian Grand Prix,2020,1,AllClear
38,Italian Grand Prix,2020,1,AllClear
39,Italian Grand Prix,2020,1,AllClear
40,Italian Grand Prix,2020,1,AllClear
41,Italian Grand Prix,2020,1,AllClear
42,Italian Grand Prix,2020,1,AllClear
43,Italian Grand Prix,2020,1,AllClear
44,Italian Grand Prix,2020,1,AllClear
45,Italian Grand Prix,2020,1,AllClear
46,Italian Grand Prix,2020,1,AllClear
47,Italian Grand Prix,2020,1,AllClear
48,Italian Grand Prix,2020,1,AllClear
49,Italian Grand Prix,2020,1,AllClear
50,Italian Grand Prix,2020,1,AllClear
51,Italian Grand Prix,2020,1,AllClear
52,Italian Grand Prix,2020,1,AllClear
53,Italian Grand Prix,2020,1,AllClear
1,Tuscan Grand Prix,2020,4,SafetyCar
2,Tuscan Grand Prix,2020,4,SafetyCar
3,Tuscan Grand Prix,2020,4,SafetyCar
4,Tuscan Grand Prix,2020,4,SafetyCar
5,Tuscan Grand Prix,2020,4,SafetyCar
6,Tuscan Grand Prix,2020,4,SafetyCar
7,Tuscan Grand Prix,2020,4,SafetyCar
8,Tuscan Grand Prix,2020,4,SafetyCar
9,Tuscan Grand Prix,2020,1,AllClear
10,Tuscan Grand Prix,2020,1,AllClear
11,Tuscan Grand Prix,2020,1,AllClear
12,Tuscan Grand Prix,2020,1,AllClear
13,Tuscan Grand Prix,2020,1,AllClear
14,Tuscan Grand Prix,2020,1,AllClear
15,Tuscan Grand Prix,2020,1,AllClear
16,Tuscan Grand Prix,2020,1,AllClear
17,Tuscan Grand Prix,2020,1,AllClear
18,Tuscan Grand Prix,2020,1,AllClear
19,Tuscan Grand Prix,2020,1,AllClear
20,Tuscan Grand Prix,2020,1,AllClear
21,Tuscan Grand Prix,2020,1,AllClear
22,Tuscan Grand Prix,2020,1,AllClear
23,Tuscan Grand Prix,2020,1,AllClear
24,Tuscan Grand Prix,2020,1,AllClear
25,Tuscan Grand Prix,2020,1,AllClear
26,Tuscan Grand Prix,2020,1,AllClear
27,Tuscan Grand Prix,2020,1,AllClear
28,Tuscan Grand Prix,2020,1,AllClear
29,Tuscan Grand Prix,2020,1,AllClear
30,Tuscan Grand Prix,2020,1,AllClear
31,Tuscan Grand Prix,2020,1,AllClear
32,Tuscan Grand Prix,2020,1,AllClear
33,Tuscan Grand Prix,2020,1,AllClear
34,Tuscan Grand Prix,2020,1,AllClear
35,Tuscan Grand Prix,2020,1,AllClear
36,Tuscan Grand Prix,2020,1,AllClear
37,Tuscan Grand Prix,2020,1,AllClear
38,Tuscan Grand Prix,2020,1,AllClear
39,Tuscan Grand Prix,2020,1,AllClear
40,Tuscan Grand Prix,2020,1,AllClear
41,Tuscan Grand Prix,2020,1,AllClear
42,Tuscan Grand Prix,2020,4,SafetyCar
43,Tuscan Grand Prix,2020,4,SafetyCar
44,Tuscan Grand Prix,2020,4,SafetyCar
45,Tuscan Grand Prix,2020,4,SafetyCar
46,Tuscan Grand Prix,2020,1,AllClear
47,Tuscan Grand Prix,2020,1,AllClear
48,Tuscan Grand Prix,2020,1,AllClear
49,Tuscan Grand Prix,2020,1,AllClear
50,Tuscan Grand Prix,2020,1,AllClear
51,Tuscan Grand Prix,2020,1,AllClear
52,Tuscan Grand Prix,2020,1,AllClear
53,Tuscan Grand Prix,2020,1,AllClear
54,Tuscan Grand Prix,2020,1,AllClear
55,Tuscan Grand Prix,2020,1,AllClear
56,Tuscan Grand Prix,2020,1,AllClear
57,Tuscan Grand Prix,2020,1,AllClear
58,Tuscan Grand Prix,2020,1,AllClear
59,Tuscan Grand Prix,2020,1,AllClear
1,Russian Grand Prix,2020,4,SafetyCar
2,Russian Grand Prix,2020,4,SafetyCar
3,Russian Grand Prix,2020,4,SafetyCar
4,Russian Grand Prix,2020,4,SafetyCar
5,Russian Grand Prix,2020,4,SafetyCar
6,Russian Grand Prix,2020,1,AllClear
7,Russian Grand Prix,2020,1,AllClear
8,Russian Grand Prix,2020,1,AllClear
9,Russian Grand Prix,2020,1,AllClear
10,Russian Grand Prix,2020,1,AllClear
11,Russian Grand Prix,2020,1,AllClear
12,Russian Grand Prix,2020,1,AllClear
13,Russian Grand Prix,2020,1,AllClear
14,Russian Grand Prix,2020,1,AllClear
15,Russian Grand Prix,2020,1,AllClear
16,Russian Grand Prix,2020,1,AllClear
17,Russian Grand Prix,2020,1,AllClear
18,Russian Grand Prix,2020,1,AllClear
19,Russian Grand Prix,2020,1,AllClear
20,Russian Grand Prix,2020,1,AllClear
21,Russian Grand Prix,2020,1,AllClear
22,Russian Grand Prix,2020,1,AllClear
23,Russian Grand Prix,2020,1,AllClear
24,Russian Grand Prix,2020,1,AllClear
25,Russian Grand Prix,2020,1,AllClear
26,Russian Grand Prix,2020,1,AllClear
27,Russian Grand Prix,2020,1,AllClear
28,Russian Grand Prix,2020,1,AllClear
29,Russian Grand Prix,2020,1,AllClear
30,Russian Grand Prix,2020,1,AllClear
31,Russian Grand Prix,2020,1,AllClear
32,Russian Grand Prix,2020,1,AllClear
33,Russian Grand Prix,2020,1,AllClear
34,Russian Grand Prix,2020,1,AllClear
35,Russian Grand Prix,2020,1,AllClear
36,Russian Grand Prix,2020,1,AllClear
37,Russian Grand Prix,2020,1,AllClear
38,Russian Grand Prix,2020,1,AllClear
39,Russian Grand Prix,2020,1,AllClear
40,Russian Grand Prix,2020,1,AllClear
41,Russian Grand Prix,2020,1,AllClear
42,Russian Grand Prix,2020,6,VSC
43,Russian Grand Prix,2020,6,VSC
44,Russian Grand Prix,2020,1,AllClear
45,Russian Grand Prix,2020,1,AllClear
46,Russian Grand Prix,2020,1,AllClear
47,Russian Grand Prix,2020,1,AllClear
48,Russian Grand Prix,2020,1,AllClear
49,Russian Grand Prix,2020,1,AllClear
50,Russian Grand Prix,2020,1,AllClear
51,Russian Grand Prix,2020,1,AllClear
52,Russian Grand Prix,2020,1,AllClear
53,Russian Grand Prix,2020,1,AllClear
1,Eifel Grand Prix,2020,1,AllClear
2,Eifel Grand Prix,2020,1,AllClear
3,Eifel Grand Prix,2020,1,AllClear
4,Eifel Grand Prix,2020,1,AllClear
5,Eifel Grand Prix,2020,1,AllClear
6,Eifel Grand Prix,2020,1,AllClear
7,Eifel Grand Prix,2020,1,AllClear
8,Eifel Grand Prix,2020,1,AllClear
9,Eifel Grand Prix,2020,1,AllClear
10,Eifel Grand Prix,2020,1,AllClear
11,Eifel Grand Prix,2020,1,AllClear
12,Eifel Grand Prix,2020,1,AllClear
13,Eifel Grand Prix,2020,2,Yellow
14,Eifel Grand Prix,2020,2,Yellow
15,Eifel Grand Prix,2020,6,VSC
16,Eifel Grand Prix,2020,6,VSC
17,Eifel Grand Prix,2020,6,VSC
18,Eifel Grand Prix,2020,2,Yellow
19,Eifel Grand Prix,2020,2,Yellow
20,Eifel Grand Prix,2020,2,Yellow
21,Eifel Grand Prix,2020,1,AllClear
22,Eifel Grand Prix,2020,1,AllClear
23,Eifel Grand Prix,2020,1,AllClear
24,Eifel Grand Prix,2020,1,AllClear
25,Eifel Grand Prix,2020,1,AllClear
26,Eifel Grand Prix,2020,1,AllClear
27,Eifel Grand Prix,2020,1,AllClear
28,Eifel Grand Prix,2020,1,AllClear
29,Eifel Grand Prix,2020,1,AllClear
30,Eifel Grand Prix,2020,1,AllClear
31,Eifel Grand Prix,2020,1,AllClear
32,Eifel Grand Prix,2020,1,AllClear
33,Eifel Grand Prix,2020,1,AllClear
34,Eifel Grand Prix,2020,1,AllClear
35,Eifel Grand Prix,2020,1,AllClear
36,Eifel Grand Prix,2020,1,AllClear
37,Eifel Grand Prix,2020,1,AllClear
38,Eifel Grand Prix,2020,1,AllClear
39,Eifel Grand Prix,2020,1,AllClear
40,Eifel Grand Prix,2020,1,AllClear
41,Eifel Grand Prix,2020,1,AllClear
42,Eifel Grand Prix,2020,1,AllClear
43,Eifel Grand Prix,2020,4,SafetyCar
44,Eifel Grand Prix,2020,4,SafetyCar
45,Eifel Grand Prix,2020,4,SafetyCar
46,Eifel Grand Prix,2020,4,SafetyCar
47,Eifel Grand Prix,2020,4,SafetyCar
48,Eifel Grand Prix,2020,4,SafetyCar
49,Eifel Grand Prix,2020,4,SafetyCar
50,Eifel Grand Prix,2020,1,AllClear
51,Eifel Grand Prix,2020,1,AllClear
52,Eifel Grand Prix,2020,1,AllClear
53,Eifel Grand Prix,2020,1,AllClear
54,Eifel Grand Prix,2020,1,AllClear
55,Eifel Grand Prix,2020,1,AllClear
56,Eifel Grand Prix,2020,1,AllClear
57,Eifel Grand Prix,2020,1,AllClear
58,Eifel Grand Prix,2020,1,AllClear
59,Eifel Grand Prix,2020,1,AllClear
60,Eifel Grand Prix,2020,1,AllClear
1,Portuguese Grand Prix,2020,2,Yellow
2,Portuguese Grand Prix,2020,1,AllClear
3,Portuguese Grand Prix,2020,1,AllClear
4,Portuguese Grand Prix,2020,1,AllClear
5,Portuguese Grand Prix,2020,1,AllClear
6,Portuguese Grand Prix,2020,1,AllClear
7,Portuguese Grand Prix,2020,1,AllClear
8,Portuguese Grand Prix,2020,1,AllClear
9,Portuguese Grand Prix,2020,1,AllClear
10,Portuguese Grand Prix,2020,1,AllClear
11,Portuguese Grand Prix,2020,1,AllClear
12,Portuguese Grand Prix,2020,1,AllClear
13,Portuguese Grand Prix,2020,1,AllClear
14,Portuguese Grand Prix,2020,1,AllClear
15,Portuguese Grand Prix,2020,1,AllClear
16,Portuguese Grand Prix,2020,1,AllClear
17,Portuguese Grand Prix,2020,1,AllClear
18,Portuguese Grand Prix,2020,1,AllClear
19,Portuguese Grand Prix,2020,1,AllClear
20,Portuguese Grand Prix,2020,1,AllClear
21,Portuguese Grand Prix,2020,1,AllClear
22,Portuguese Grand Prix,2020,1,AllClear
23,Portuguese Grand Prix,2020,1,AllClear
24,Portuguese Grand Prix,2020,1,AllClear
25,Portuguese Grand Prix,2020,1,AllClear
26,Portuguese Grand Prix,2020,1,AllClear
27,Portuguese Grand Prix,2020,1,AllClear
28,Portuguese Grand Prix,2020,1,AllClear
29,Portuguese Grand Prix,2020,1,AllClear
30,Portuguese Grand Prix,2020,1,AllClear
31,Portuguese Grand Prix,2020,1,AllClear
32,Portuguese Grand Prix,2020,1,AllClear
33,Portuguese Grand Prix,2020,1,AllClear
34,Portuguese Grand Prix,2020,1,AllClear
35,Portuguese Grand Prix,2020,1,AllClear
36,Portuguese Grand Prix,2020,1,AllClear
37,Portuguese Grand Prix,2020,1,AllClear
38,Portuguese Grand Prix,2020,1,AllClear
39,Portuguese Grand Prix,2020,1,AllClear
40,Portuguese Grand Prix,2020,1,AllClear
41,Portuguese Grand Prix,2020,1,AllClear
42,Portuguese Grand Prix,2020,1,AllClear
43,Portuguese Grand Prix,2020,1,AllClear
44,Portuguese Grand Prix,2020,1,AllClear
45,Portuguese Grand Prix,2020,1,AllClear
46,Portuguese Grand Prix,2020,1,AllClear
47,Portuguese Grand Prix,2020,1,AllClear
48,Portuguese Grand Prix,2020,1,AllClear
49,Portuguese Grand Prix,2020,1,AllClear
50,Portuguese Grand Prix,2020,1,AllClear
51,Portuguese Grand Prix,2020,1,AllClear
52,Portuguese Grand Prix,2020,1,AllClear
53,Portuguese Grand Prix,2020,1,AllClear
54,Portuguese Grand Prix,2020,1,AllClear
55,Portuguese Grand Prix,2020,1,AllClear
56,Portuguese Grand Prix,2020,1,AllClear
57,Portuguese Grand Prix,2020,1,AllClear
58,Portuguese Grand Prix,2020,1,AllClear
59,Portuguese Grand Prix,2020,1,AllClear
60,Portuguese Grand Prix,2020,1,AllClear
61,Portuguese Grand Prix,2020,1,AllClear
62,Portuguese Grand Prix,2020,1,AllClear
63,Portuguese Grand Prix,2020,1,AllClear
64,Portuguese Grand Prix,2020,1,AllClear
65,Portuguese Grand Prix,2020,1,AllClear
66,Portuguese Grand Prix,2020,1,AllClear
1,Emilia Romagna Grand Prix,2020,2,Yellow
2,Emilia Romagna Grand Prix,2020,1,AllClear
3,Emilia Romagna Grand Prix,2020,1,AllClear
4,Emilia Romagna Grand Prix,2020,1,AllClear
5,Emilia Romagna Grand Prix,2020,1,AllClear
6,Emilia Romagna Grand Prix,2020,1,AllClear
7,Emilia Romagna Grand Prix,2020,1,AllClear
8,Emilia Romagna Grand Prix,2020,1,AllClear
9,Emilia Romagna Grand Prix,2020,1,AllClear
10,Emilia Romagna Grand Prix,2020,1,AllClear
11,Emilia Romagna Grand Prix,2020,1,AllClear
12,Emilia Romagna Grand Prix,2020,1,AllClear
13,Emilia Romagna Grand Prix,2020,1,AllClear
14,Emilia Romagna Grand Prix,2020,1,AllClear
15,Emilia Romagna Grand Prix,2020,1,AllClear
16,Emilia Romagna Grand Prix,2020,1,AllClear
17,Emilia Romagna Grand Prix,2020,1,AllClear
18,Emilia Romagna Grand Prix,2020,1,AllClear
19,Emilia Romagna Grand Prix,2020,1,AllClear
20,Emilia Romagna Grand Prix,2020,1,AllClear
21,Emilia Romagna Grand Prix,2020,1,AllClear
22,Emilia Romagna Grand Prix,2020,1,AllClear
23,Emilia Romagna Grand Prix,2020,1,AllClear
24,Emilia Romagna Grand Prix,2020,1,AllClear
25,Emilia Romagna Grand Prix,2020,1,AllClear
26,Emilia Romagna Grand Prix,2020,1,AllClear
27,Emilia Romagna Grand Prix,2020,1,AllClear
28,Emilia Romagna Grand Prix,2020,6,VSC
29,Emilia Romagna Grand Prix,2020,6,VSC
30,Emilia Romagna Grand Prix,2020,6,VSC
31,Emilia Romagna Grand Prix,2020,6,VSC
32,Emilia Romagna Grand Prix,2020,1,AllClear
33,Emilia Romagna Grand Prix,2020,1,AllClear
34,Emilia Romagna Grand Prix,2020,1,AllClear
35,Emilia Romagna Grand Prix,2020,1,AllClear
36,Emilia Romagna Grand Prix,2020,1,AllClear
37,Emilia Romagna Grand Prix,2020,1,AllClear
38,Emilia Romagna Grand Prix,2020,1,AllClear
39,Emilia Romagna Grand Prix,2020,1,AllClear
40,Emilia Romagna Grand Prix,2020,1,AllClear
41,Emilia Romagna Grand Prix,2020,1,AllClear
42,Emilia Romagna Grand Prix,2020,1,AllClear
43,Emilia Romagna Grand Prix,2020,1,AllClear
44,Emilia Romagna Grand Prix,2020,1,AllClear
45,Emilia Romagna Grand Prix,2020,1,AllClear
46,Emilia Romagna Grand Prix,2020,1,AllClear
47,Emilia Romagna Grand Prix,2020,1,AllClear
48,Emilia Romagna Grand Prix,2020,1,AllClear
49,Emilia Romagna Grand Prix,2020,1,AllClear
50,Emilia Romagna Grand Prix,2020,4,SafetyCar
51,Emilia Romagna Grand Prix,2020,4,SafetyCar
52,Emilia Romagna Grand Prix,2020,4,SafetyCar
53,Emilia Romagna Grand Prix,2020,4,SafetyCar
54,Emilia Romagna Grand Prix,2020,4,SafetyCar
55,Emilia Romagna Grand Prix,2020,4,SafetyCar
56,Emilia Romagna Grand Prix,2020,4,SafetyCar
57,Emilia Romagna Grand Prix,2020,4,SafetyCar
58,Emilia Romagna Grand Prix,2020,2,Yellow
59,Emilia Romagna Grand Prix,2020,1,AllClear
60,Emilia Romagna Grand Prix,2020,1,AllClear
61,Emilia Romagna Grand Prix,2020,1,AllClear
62,Emilia Romagna Grand Prix,2020,1,AllClear
63,Emilia Romagna Grand Prix,2020,1,AllClear
1,Bahrain Grand Prix,2020,1,AllClear
2,Bahrain Grand Prix,2020,1,AllClear
3,Bahrain Grand Prix,2020,4,SafetyCar
4,Bahrain Grand Prix,2020,4,SafetyCar
5,Bahrain Grand Prix,2020,4,SafetyCar
6,Bahrain Grand Prix,2020,4,SafetyCar
7,Bahrain Grand Prix,2020,4,SafetyCar
8,Bahrain Grand Prix,2020,4,SafetyCar
9,Bahrain Grand Prix,2020,1,AllClear
10,Bahrain Grand Prix,2020,1,AllClear
11,Bahrain Grand Prix,2020,1,AllClear
12,Bahrain Grand Prix,2020,1,AllClear
13,Bahrain Grand Prix,2020,2,Yellow
14,Bahrain Grand Prix,2020,2,Yellow
15,Bahrain Grand Prix,2020,1,AllClear
16,Bahrain Grand Prix,2020,1,AllClear
17,Bahrain Grand Prix,2020,1,AllClear
18,Bahrain Grand Prix,2020,1,AllClear
19,Bahrain Grand Prix,2020,1,AllClear
20,Bahrain Grand Prix,2020,1,AllClear
21,Bahrain Grand Prix,2020,1,AllClear
22,Bahrain Grand Prix,2020,1,AllClear
23,Bahrain Grand Prix,2020,1,AllClear
24,Bahrain Grand Prix,2020,1,AllClear
25,Bahrain Grand Prix,2020,1,AllClear
26,Bahrain Grand Prix,2020,1,AllClear
27,Bahrain Grand Prix,2020,1,AllClear
28,Bahrain Grand Prix,2020,1,AllClear
