LapNumber,GP,Year,TrackStatus,Label
21,Italian Grand Prix,2019,1,AllClear
22,Italian Grand Prix,2019,1,AllClear
23,Italian Grand Prix,2019,1,AllClear
24,Italian Grand Prix,2019,1,AllClear
25,Italian Grand Prix,2019,1,AllClear
26,Italian Grand Prix,2019,1,AllClear
27,Italian Grand Prix,2019,6,VSC
28,Italian Grand Prix,2019,6,VSC
29,Italian Grand Prix,2019,6,VSC
30,Italian Grand Prix,2019,6,VSC
31,Italian Grand Prix,2019,6,VSC
32,Italian Grand Prix,2019,1,AllClear
33,Italian Grand Prix,2019,1,AllClear
34,Italian Grand Prix,2019,1,AllClear
35,Italian Grand Prix,2019,1,AllClear
36,Italian Grand Prix,2019,1,AllClear
37,Italian Grand Prix,2019,1,AllClear
38,Italian Grand Prix,2019,1,AllClear
39,Italian Grand Prix,2019,1,AllClear
40,Italian Grand Prix,2019,1,AllClear
41,Italian Grand Prix,2019,1,AllClear
42,Italian Grand Prix,2019,1,AllClear
43,Italian Grand Prix,2019,1,AllClear
44,Italian Grand Prix,2019,1,AllClear
45,Italian Grand Prix,2019,1,AllClear
46,Italian Grand Prix,2019,1,AllClear
47,Italian Grand Prix,2019,1,AllClear
48,Italian Grand Prix,2019,1,AllClear
49,Italian Grand Prix,2019,1,AllClear
50,Italian Grand Prix,2019,1,AllClear
51,Italian Grand Prix,2019,1,AllClear
52,Italian Grand Prix,2019,1,AllClear
53,Italian Grand Prix,2019,1,AllClear
1,Singapore Grand Prix,2019,1,AllClear
2,Singapore Grand Prix,2019,1,AllClear
3,Singapore Grand Prix,2019,1,AllClear
4,Singapore Grand Prix,2019,1,AllClear
5,Singapore Grand Prix,2019,1,AllClear
6,Singapore Grand Prix,2019,1,AllClear
7,Singapore Grand Prix,2019,1,AllClear
8,Singapore Grand Prix,2019,1,AllClear
9,Singapore Grand Prix,2019,1,AllClear
10,Singapore Grand Prix,2019,1,AllClear
11,Singapore Grand Prix,2019,1,AllClear
12,Singapore Grand Prix,2019,1,AllClear
13,Singapore Grand Prix,2019,1,AllClear
14,Singapore Grand Prix,2019,1,AllClear
15,Singapore Grand Prix,2019,1,AllClear
16,Singapore Grand Prix,2019,1,AllClear
17,Singapore Grand Prix,2019,1,AllClear
18,Singapore Grand Prix,2019,1,AllClear
19,Singapore Grand Prix,2019,1,AllClear
20,Singapore Grand Prix,2019,1,AllClear
21,Singapore Grand Prix,2019,1,AllClear
22,Singapore Grand Prix,2019,1,AllClear
23,Singapore Grand Prix,2019,1,AllClear
24,Singapore Grand Prix,2019,1,AllClear
25,Singapore Grand Prix,2019,1,AllClear
26,Singapore Grand Prix,2019,1,AllClear
27,Singapore Grand Prix,2019,1,AllClear
28,Singapore Grand Prix,2019,1,AllClear
29,Singapore Grand Prix,2019,1,AllClear
30,Singapore Grand Prix,2019,1,AllClear
31,Singapore Grand Prix,2019,1,AllClear
32,Singapore Grand Prix,2019,1,AllClear
33,Singapore Grand Prix,2019,1,AllClear
34,Singapore Grand Prix,2019,2,Yellow
35,Singapore Grand Prix,2019,4,SafetyCar
36,Singapore Grand Prix,2019,4,SafetyCar
37,Singapore Grand Prix,2019,4,SafetyCar
38,Singapore Grand Prix,2019,4,SafetyCar
39,Singapore Grand Prix,2019,4,SafetyCar
40,Singapore Grand Prix,2019,4,SafetyCar
41,Singapore Grand Prix,2019,1,AllClear
42,Singapore Grand Prix,2019,1,AllClear
43,Singapore Grand Prix,2019,2,Yellow
44,Singapore Grand Prix,2019,4,SafetyCar
45,Singapore Grand Prix,2019,4,SafetyCar
46,Singapore Grand Prix,2019,4,SafetyCar
47,Singapore Grand Prix,2019,4,SafetyCar
48,Singapore Grand Prix,2019,1,AllClear
49,Singapore Grand Prix,2019,1,AllClear
50,Singapore Grand Prix,2019,4,SafetyCar
51,Singapore Grand Prix,2019,4,SafetyCar
52,Singapore Grand Prix,2019,1,AllClear
53,Singapore Grand Prix,2019,1,AllClear
54,Singapore Grand Prix,2019,1,AllClear
55,Singapore Grand Prix,2019,1,AllClear
56,Singapore Grand Prix,2019,1,AllClear
57,Singapore Grand Prix,2019,1,AllClear
58,Singapore Grand Prix,2019,1,AllClear
59,Singapore Grand Prix,2019,1,AllClear
60,Singapore Grand Prix,2019,1,AllClear
61,Singapore Grand Prix,2019,1,AllClear
1,Russian Grand Prix,2019,4,SafetyCar
2,Russian Grand Prix,2019,4,SafetyCar
3,Russian Grand Prix,2019,4,SafetyCar
4,Russian Grand Prix,2019,1,AllClear
5,Russian Grand Prix,2019,1,AllClear
6,Russian Grand Prix,2019,1,AllClear
7,Russian Grand Prix,2019,1,AllClear
8,Russian Grand Prix,2019,1,AllClear
9,Russian Grand Prix,2019,1,AllClear
10,Russian Grand Prix,2019,1,AllClear
11,Russian Grand Prix,2019,1,AllClear
12,Russian Grand Prix,2019,1,AllClear
13,Russian Grand Prix,2019,1,AllClear
14,Russian Grand Prix,2019,1,AllClear
15,Russian Grand Prix,2019,1,AllClear
16,Russian Grand Prix,2019,1,AllClear
17,Russian Grand Prix,2019,1,AllClear
18,Russian Grand Prix,2019,1,AllClear
19,Russian Grand Prix,2019,1,AllClear
20,Russian Grand Prix,2019,1,AllClear
21,Russian Grand Prix,2019,1,AllClear
22,Russian Grand Prix,2019,1,AllClear
23,Russian Grand Prix,2019,1,AllClear
24,Russian Grand Prix,2019,1,AllClear
25,Russian Grand Prix,2019,1,AllClear
26,Russian Grand Prix,2019,2,Yellow
27,Russian Grand Prix,2019,6,VSC
28,Russian Grand Prix,2019,6,VSC
29,Russian Grand Prix,2019,4,SafetyCar
30,Russian Grand Prix,2019,4,SafetyCar
31,Russian Grand Prix,2019,4,SafetyCar
32,Russian Grand Prix,2019,4,SafetyCar
33,Russian Grand Prix,2019,1,AllClear
34,Russian Grand Prix,2019,1,AllClear
35,Russian Grand Prix,2019,1,AllClear
36,Russian Grand Prix,2019,1,AllClear
37,Russian Grand Prix,2019,1,AllClear
38,Russian Grand Prix,2019,1,AllClear
39,Russian Grand Prix,2019,1,AllClear
40,Russian Grand Prix,2019,1,AllClear
41,Russian Grand Prix,2019,1,AllClear
42,Russian Grand Prix,2019,1,AllClear
43,Russian Grand Prix,2019,1,AllClear
44,Russian Grand Prix,2019,1,AllClear
45,Russian Grand Prix,2019,1,AllClear
46,Russian Grand Prix,2019,1,AllClear
47,Russian Grand Prix,2019,1,AllClear
48,Russian Grand Prix,2019,1,AllClear
49,Russian Grand Prix,2019,1,AllClear
50,Russian Grand Prix,2019,1,AllClear
51,Russian Grand Prix,2019,1,AllClear
52,Russian Grand Prix,2019,1,AllClear
53,Russian Grand Prix,2019,1,AllClear
1,Japanese Grand Prix,2019,1,AllClear
2,Japanese Grand Prix,2019,1,AllClear
3,Japanese Grand Prix,2019,1,AllClear
4,Japanese Grand Prix,2019,2,Yellow
5,Japanese Grand Prix,2019,1,AllClear
6,Japanese Grand Prix,2019,1,AllClear
7,Japanese Grand Prix,2019,1,AllClear
8,Japanese Grand Prix,2019,1,AllClear
9,Japanese Grand Prix,2019,1,AllClear
10,Japanese Grand Prix,2019,1,AllClear
11,Japanese Grand Prix,2019,1,AllClear
12,Japanese Grand Prix,2019,1,AllClear
13,Japanese Grand Prix,2019,1,AllClear
14,Japanese Grand Prix,2019,1,AllClear
15,Japanese Grand Prix,2019,1,AllClear
16,Japanese Grand Prix,2019,1,AllClear
17,Japanese Grand Prix,2019,1,AllClear
18,Japanese Grand Prix,2019,1,AllClear
19,Japanese Grand Prix,2019,1,AllClear
20,Japanese Grand Prix,2019,1,AllClear
21,Japanese Grand Prix,2019,1,AllClear
22,Japanese Grand Prix,2019,1,AllClear
23,Japanese Grand Prix,2019,1,AllClear
24,Japanese Grand Prix,2019,1,AllClear
25,Japanese Grand Prix,2019,1,AllClear
26,Japanese Grand Prix,2019,1,AllClear
27,Japanese Grand Prix,2019,1,AllClear
28,Japanese Grand Prix,2019,1,AllClear
29,Japanese Grand Prix,2019,1,AllClear
30,Japanese Grand Prix,2019,1,AllClear
31,Japanese Grand Prix,2019,1,AllClear
32,Japanese Grand Prix,2019,1,AllClear
33,Japanese Grand Prix,2019,1,AllClear
34,Japanese Grand Prix,2019,1,AllClear
35,Japanese Grand Prix,2019,1,AllClear
36,Japanese Grand Prix,2019,1,AllClear
37,Japanese Grand Prix,2019,1,AllClear
38,Japanese Grand Prix,2019,1,AllClear
39,Japanese Grand Prix,2019,1,AllClear
40,Japanese Grand Prix,2019,1,AllClear
41,Japanese Grand Prix,2019,1,AllClear
42,Japanese Grand Prix,2019,1,AllClear
43,Japanese Grand Prix,2019,1,AllClear
44,Japanese Grand Prix,2019,1,AllClear
45,Japanese Grand Prix,2019,1,AllClear
46,Japanese Grand Prix,2019,1,AllClear
47,Japanese Grand Prix,2019,1,AllClear
48,Japanese Grand Prix,2019,1,AllClear
49,Japanese Grand Prix,2019,1,AllClear
50,Japanese Grand Prix,2019,2,Yellow
51,Japanese Grand Prix,2019,2,Yellow
52,Japanese Grand Prix,2019,2,Yellow
53,Japanese Grand Prix,2019,2,Yellow
1,Mexican Grand Prix,2019,6,VSC
2,Mexican Grand Prix,2019,6,VSC
3,Mexican Grand Prix,2019,6,VSC
4,Mexican Grand Prix,2019,1,AllClear
5,Mexican Grand Prix,2019,2,Yellow
6,Mexican Grand Prix,2019,1,AllClear
7,Mexican Grand Prix,2019,1,AllClear
8,Mexican Grand Prix,2019,1,AllClear
9,Mexican Grand Prix,2019,1,AllClear
10,Mexican Grand Prix,2019,1,AllClear
11,Mexican Grand Prix,2019,1,AllClear
12,Mexican Grand Prix,2019,1,AllClear
13,Mexican Grand Prix,2019,1,AllClear
14,Mexican Grand Prix,2019,1,AllClear
15,Mexican Grand Prix,2019,1,AllClear
16,Mexican Grand Prix,2019,1,AllClear
17,Mexican Grand Prix,2019,1,AllClear
18,Mexican Grand Prix,2019,1,AllClear
19,Mexican Grand Prix,2019,1,AllClear
20,Mexican Grand Prix,2019,1,AllClear
21,Mexican Grand Prix,2019,1,AllClear
22,Mexican Grand Prix,2019,1,AllClear
23,Mexican Grand Prix,2019,1,AllClear
24,Mexican Grand Prix,2019,1,AllClear
25,Mexican Grand Prix,2019,1,AllClear
26,Mexican Grand Prix,2019,1,AllClear
27,Mexican Grand Prix,2019,1,AllClear
28,Mexican Grand Prix,2019,1,AllClear
29,Mexican Grand Prix,2019,1,AllClear
30,Mexican Grand Prix,2019,1,AllClear
31,Mexican Grand Prix,2019,1,AllClear
32,Mexican Grand Prix,2019,1,AllClear
33,Mexican Grand Prix,2019,1,AllClear
34,Mexican Grand Prix,2019,1,AllClear
35,Mexican Grand Prix,2019,1,AllClear
36,Mexican Grand Prix,2019,1,AllClear
37,Mexican Grand Prix,2019,1,AllClear
38,Mexican Grand Prix,2019,1,AllClear
39,Mexican Grand Prix,2019,1,AllClear
40,Mexican Grand Prix,2019,1,AllClear
41,Mexican Grand Prix,2019,1,AllClear
42,Mexican Grand Prix,2019,1,AllClear
43,Mexican Grand Prix,2019,1,AllClear
44,Mexican Grand Prix,2019,1,AllClear
45,Mexican Grand Prix,2019,1,AllClear
46,Mexican Grand Prix,2019,1,AllClear
47,Mexican Grand Prix,2019,1,AllClear
48,Mexican Grand Prix,2019,1,AllClear
49,Mexican Grand Prix,2019,1,AllClear
50,Mexican Grand Prix,2019,1,AllClear
51,Mexican Grand Prix,2019,1,AllClear
52,Mexican Grand Prix,2019,1,AllClear
53,Mexican Grand Prix,2019,1,AllClear
54,Mexican Grand Prix,2019,1,AllClear
55,Mexican Grand Prix,2019,1,AllClear
56,Mexican Grand Prix,2019,1,AllClear
57,Mexican Grand Prix,2019,1,AllClear
58,Mexican Grand Prix,2019,1,AllClear
59,Mexican Grand Prix,2019,1,AllClear
60,Mexican Grand Prix,2019,1,AllClear
61,Mexican Grand Prix,2019,1,AllClear
62,Mexican Grand Prix,2019,1,AllClear
63,Mexican Grand Prix,2019,1,AllClear
64,Mexican Grand Prix,2019,1,AllClear
65,Mexican Grand Prix,2019,1,AllClear
66,Mexican Grand Prix,2019,1,AllClear
67,Mexican Grand Prix,2019,1,AllClear
68,Mexican Grand Prix,2019,1,AllClear
69,Mexican Grand Prix,2019,2,Yellow
70,Mexican Grand Prix,2019,2,Yellow
71,Mexican Grand Prix,2019,2,Yellow
1,United States Grand Prix,2019,1,AllClear
2,United States Grand Prix,2019,1,AllClear
3,United States Grand Prix,2019,1,AllClear
4,United States Grand Prix,2019,1,AllClear
5,United States Grand Prix,2019,1,AllClear
6,United States Grand Prix,2019,1,AllClear
7,United States Grand Prix,2019,1,AllClear
8,United States Grand Prix,2019,2,Yellow
9,United States Grand Prix,2019,2,Yellow
10,United States Grand Prix,2019,1,AllClear
11,United States Grand Prix,2019,1,AllClear
12,United States Grand Prix,2019,1,AllClear
13,United States Grand Prix,2019,1,AllClear
14,United States Grand Prix,2019,1,AllClear
15,United States Grand Prix,2019,1,AllClear
16,United States Grand Prix,2019,1,AllClear
17,United States Grand Prix,2019,1,AllClear
18,United States Grand Prix,2019,1,AllClear
19,United States Grand Prix,2019,1,AllClear
20,United States Grand Prix,2019,1,AllClear
21,United States Grand Prix,2019,1,AllClear
22,United States Grand Prix,2019,1,AllClear
23,United States Grand Prix,2019,1,AllClear
24,United States Grand Prix,2019,1,AllClear
25,United States Grand Prix,2019,1,AllClear
26,United States Grand Prix,2019,1,AllClear
27,United States Grand Prix,2019,1,AllClear
28,United States Grand Prix,2019,1,AllClear
29,United States Grand Prix,2019,1,AllClear
30,United States Grand Prix,2019,1,AllClear
31,United States Grand Prix,2019,1,AllClear
32,United States Grand Prix,2019,1,AllClear
33,United States Grand Prix,2019,1,AllClear
34,United States Grand Prix,2019,1,AllClear
35,United States Grand Prix,2019,1,AllClear
36,United States Grand Prix,2019,1,AllClear
37,United States Grand Prix,2019,1,AllClear
38,United States Grand Prix,2019,1,AllClear
39,United States Grand Prix,2019,1,AllClear
40,United States Grand Prix,2019,1,AllClear
41,United States Grand Prix,2019,1,AllClear
42,United States Grand Prix,2019,1,AllClear
43,United States Grand Prix,2019,1,AllClear
44,United States Grand Prix,2019,1,AllClear
45,United States Grand Prix,2019,1,AllClear
46,United States Grand Prix,2019,1,AllClear
47,United States Grand Prix,2019,1,AllClear
48,United States Grand Prix,2019,1,AllClear
49,United States Grand Prix,2019,1,AllClear
50,United States Grand Prix,2019,1,AllClear
51,United States Grand Prix,2019,1,AllClear
52,United States Grand Prix,2019,1,AllClear
53,United States Grand Prix,2019,2,Yellow
54,United States Grand Prix,2019,2,Yellow
55,United States Grand Prix,2019,2,Yellow
56,United States Grand Prix,2019,2,Yellow
1,Brazilian Grand Prix,2019,1,AllClear
2,Brazilian Grand Prix,2019,1,AllClear
3,Brazilian Grand Prix,2019,1,AllClear
4,Brazilian Grand Prix,2019,1,AllClear
5,Brazilian Grand Prix,2019,1,AllClear
6,Brazilian Grand Prix,2019,1,AllClear
7,Brazilian Grand Prix,2019,1,AllClear
8,Brazilian Grand Prix,2019,2,Yellow
9,Brazilian Grand Prix,2019,1,AllClear
10,Brazilian Grand Prix,2019,1,AllClear
11,Brazilian Grand Prix,2019,1,AllClear
12,Brazilian Grand Prix,2019,1,AllClear
13,Brazilian Grand Prix,2019,1,AllClear
14,Brazilian Grand Prix,2019,1,AllClear
15,Brazilian Grand Prix,2019,1,AllClear
16,Brazilian Grand Prix,2019,1,AllClear
17,Brazilian Grand Prix,2019,1,AllClear
18,Brazilian Grand Prix,2019,1,AllClear
19,Brazilian Grand Prix,2019,1,AllClear
20,Brazilian Grand Prix,2019,1,AllClear
21,Brazilian Grand Prix,2019,1,AllClear
22,Brazilian Grand Prix,2019,1,AllClear
23,Brazilian Grand Prix,2019,1,AllClear
24,Brazilian Grand Prix,2019,1,AllClear
25,Brazilian Grand Prix,2019,1,AllClear
26,Brazilian Grand Prix,2019,1,AllClear
27,Brazilian Grand Prix,2019,1,AllClear
28,Brazilian Grand Prix,2019,1,AllClear
29,Brazilian Grand Prix,2019,1,AllClear
30,Brazilian Grand Prix,2019,1,AllClear
31,Brazilian Grand Prix,2019,1,AllClear
32,Brazilian Grand Prix,2019,1,AllClear
33,Brazilian Grand Prix,2019,1,AllClear
34,Brazilian Grand Prix,2019,1,AllClear
35,Brazilian Grand Prix,2019,1,AllClear
36,Brazilian Grand Prix,2019,1,AllClear
37,Brazilian Grand Prix,2019,1,AllClear
38,Brazilian Grand Prix,2019,1,AllClear
39,Brazilian Grand Prix,2019,1,AllClear
40,Brazilian Grand Prix,2019,1,AllClear
41,Brazilian Grand Prix,2019,1,AllClear
42,Brazilian Grand Prix,2019,1,AllClear
43,Brazilian Grand Prix,2019,1,AllClear
44,Brazilian Grand Prix,2019,1,AllClear
45,Brazilian Grand Prix,2019,1,AllClear
46,Brazilian Grand Prix,2019,1,AllClear
47,Brazilian Grand Prix,2019,1,AllClear
48,Brazilian Grand Prix,2019,1,AllClear
49,Brazilian Grand Prix,2019,1,AllClear
50,Brazilian Grand Prix,2019,2,Yellow
51,Brazilian Grand Prix,2019,4,SafetyCar
52,Brazilian Grand Prix,2019,4,SafetyCar
53,Brazilian Grand Prix,2019,4,SafetyCar
54,Brazilian Grand Prix,2019,4,SafetyCar
55,Brazilian Grand Prix,2019,4,SafetyCar
56,Brazilian Grand Prix,2019,4,SafetyCar
57,Brazilian Grand Prix,2019,4,SafetyCar
58,Brazilian Grand Prix,2019,4,SafetyCar
59,Brazilian Grand Prix,2019,4,SafetyCar
60,Brazilian Grand Prix,2019,1,AllClear
61,Brazilian Grand Prix,2019,1,AllClear
62,Brazilian Grand Prix,2019,1,AllClear
63,Brazilian Grand Prix,2019,1,AllClear
64,Brazilian Grand Prix,2019,1,AllClear
65,Brazilian Grand Prix,2019,4,SafetyCar
66,Brazilian Grand Prix,2019,4,SafetyCar
67,Brazilian Grand Prix,2019,4,SafetyCar
68,Brazilian Grand Prix,2019,4,SafetyCar
69,Brazilian Grand Prix,2019,4,SafetyCar
70,Brazilian Grand Prix,2019,2,Yellow
71,Brazilian Grand Prix,2019,1,AllClear
1,Abu Dhabi Grand Prix,2019,2,Yellow
2,Abu Dhabi Grand Prix,2019,1,AllClear
3,Abu Dhabi Grand Prix,2019,1,AllClear
4,Abu Dhabi Grand Prix,2019,1,AllClear
5,Abu Dhabi Grand Prix,2019,1,AllClear
6,Abu Dhabi Grand Prix,2019,1,AllClear
7,Abu Dhabi Grand Prix,2019,1,AllClear
8,Abu Dhabi Grand Prix,2019,1,AllClear
9,Abu Dhabi Grand Prix,2019,1,AllClear
10,Abu Dhabi Grand Prix,2019,1,AllClear
11,Abu Dhabi Grand Prix,2019,1,AllClear
12,Abu Dhabi Grand Prix,2019,1,AllClear
13,Abu Dhabi Grand Prix,2019,1,AllClear
14,Abu Dhabi Grand Prix,2019,1,AllClear
15,Abu Dhabi Grand Prix,2019,1,AllClear
16,Abu Dhabi Grand Prix,2019,1,AllClear
17,Abu Dhabi Grand Prix,2019,1,AllClear
18,Abu Dhabi Grand Prix,2019,1,AllClear
19,Abu Dhabi Grand Prix,2019,1,AllClear
20,Abu Dhabi Grand Prix,2019,1,AllClear
21,Abu Dhabi Grand Prix,2019,1,AllClear
22,Abu Dhabi Grand Prix,2019,1,AllClear
23,Abu Dhabi Grand Prix,2019,1,AllClear
24,Abu Dhabi Grand Prix,2019,1,AllClear
25,Abu Dhabi Grand Prix,2019,1,AllClear
26,Abu Dhabi Grand Prix,2019,1,AllClear
27,Abu Dhabi Grand Prix,2019,1,AllClear
28,Abu Dhabi Grand Prix,2019,1,AllClear
29,Abu Dhabi Grand Prix,2019,1,AllClear
30,Abu Dhabi Grand Prix,2019,1,AllClear
31,Abu Dhabi Grand Prix,2019,1,AllClear
32,Abu Dhabi Grand Prix,2019,1,AllClear
33,Abu Dhabi Grand Prix,2019,1,AllClear
34,Abu Dhabi Grand Prix,2019,1,AllClear
35,Abu Dhabi Grand Prix,2019,1,AllClear
36,Abu Dhabi Grand Prix,2019,1,AllClear
37,Abu Dhabi Grand Prix,2019,1,AllClear
38,Abu Dhabi Grand Prix,2019,1,AllClear
39,Abu Dhabi Grand Prix,2019,1,AllClear
40,Abu Dhabi Grand Prix,2019,1,AllClear
41,Abu Dhabi Grand Prix,2019,1,AllClear
42,Abu Dhabi Grand Prix,2019,1,AllClear
43,Abu Dhabi Grand Prix,2019,1,AllClear
44,Abu Dhabi Grand Prix,2019,1,AllClear
45,Abu Dhabi Grand Prix,2019,1,AllClear
46,Abu Dhabi Grand Prix,2019,1,AllClear
47,Abu Dhabi Grand Prix,2019,1,AllClear
48,Abu Dhabi Grand Prix,2019,1,AllClear
49,Abu Dhabi Grand Prix,2019,1,AllClear
50,Abu Dhabi Grand Prix,2019,1,AllClear
51,Abu Dhabi Grand Prix,2019,1,AllClear
52,Abu Dhabi Grand Prix,2019,1,AllClear
53,Abu Dhabi Grand Prix,2019,1,AllClear
54,Abu Dhabi Grand Prix,2019,1,AllClear
55,Abu Dhabi Grand Prix,2019,1,AllClear
1,Austrian Grand Prix,2020,1,AllClear
2,Austrian Grand Prix,2020,1,AllClear
3,Austrian Grand Prix,2020,1,AllClear
4,Austrian Grand Prix,2020,1,AllClear
5,Austrian Grand Prix,2020,1,AllClear
6,Austrian Grand Prix,2020,1,AllClear
7,Austrian Grand Prix,2020,1,AllClear
8,Austrian Grand Prix,2020,1,AllClear
9,Austrian Grand Prix,2020,1,AllClear
10,Austrian Grand Prix,2020,1,AllClear
11,Austrian Grand Prix,2020,1,AllClear
12,Austrian Grand Prix,2020,1,AllClear
13,Austrian Grand Prix,2020,1,AllClear
14,Austrian Grand Prix,2020,1,AllClear
15,Austrian Grand Prix,2020,2,Yellow
16,Austrian Grand Prix,2020,1,AllClear
17,Austrian Grand Prix,2020,1,AllClear
18,Austrian Grand Prix,2020,1,AllClear
19,Austrian Grand Prix,2020,1,AllClear
20,Austrian Grand Prix,2020,4,SafetyCar
21,Austrian Grand Prix,2020,4,SafetyCar
22,Austrian Grand Prix,2020,4,SafetyCar
23,Austrian Grand Prix,2020,4,SafetyCar
24,Austrian Grand Prix,2020,4,SafetyCar
25,Austrian Grand Prix,2020,4,SafetyCar
26,Austrian Grand Prix,2020,4,SafetyCar
27,Austrian Grand Prix,2020,4,SafetyCar
28,Austrian Grand Prix,2020,4,SafetyCar
29,Austrian Grand Prix,2020,4,SafetyCar
30,Austrian Grand Prix,2020,4,SafetyCar
31,Austrian Grand Prix,2020,2,Yellow
32,Austrian Grand Prix,2020,1,AllClear
33,Austrian Grand Prix,2020,1,AllClear
34,Austrian Grand Prix,2020,1,AllClear
35,Austrian Grand Prix,2020,1,AllClear
36,Austrian Grand Prix,2020,1,AllClear
37,Austrian Grand Prix,2020,1,AllClear
38,Austrian Grand Prix,2020,1,AllClear
39,Austrian Grand Prix,2020,1,AllClear
40,Austrian Grand Prix,2020,1,AllClear
41,Austrian Grand Prix,2020,1,AllClear
42,Austrian Grand Prix,2020,1,AllClear
43,Austrian Grand Prix,2020,1,AllClear
44,Austrian Grand Prix,2020,1,AllClear
45,Austrian Grand Prix,2020,4,SafetyCar
46,Austrian Grand Prix,2020,4,SafetyCar
47,Austrian Grand Prix,2020,4,SafetyCar
48,Austrian Grand Prix,2020,4,SafetyCar
49,Austrian Grand Prix,2020,4,SafetyCar
50,Austrian Grand Prix,2020,4,SafetyCar
51,Austrian Grand Prix,2020,4,SafetyCar
52,Austrian Grand Prix,2020,4,SafetyCar
53,Austrian Grand Prix,2020,4,SafetyCar
54,Austrian Grand Prix,2020,4,SafetyCar
55,Austrian Grand Prix,2020,4,SafetyCar
56,Austrian Grand Prix,2020,4,SafetyCar
57,Austrian Grand Prix,2020,4,SafetyCar
58,Austrian Grand Prix,2020,4,SafetyCar
59,Austrian Grand Prix,2020,4,SafetyCar
60,Austrian Grand Prix,2020,4,SafetyCar
61,Austrian Grand Prix,2020,1,AllClear
62,Austrian Grand Prix,2020,1,AllClear
63,Austrian Grand Prix,2020,1,AllClear
64,Austrian Grand Prix,2020,1,AllClear
65,Austrian Grand Prix,2020,1,AllClear
66,Austrian Grand Prix,2020,1,AllClear
67,Austrian Grand Prix,2020,2,Yellow
68,Austrian Grand Prix,2020,2,Yellow
1,Styrian Grand Prix,2020,4,SafetyCar
2,Styrian Grand Prix,2020,4,SafetyCar
3,Styrian Grand Prix,2020,4,SafetyCar
4,Styrian Grand Prix,2020,2,Yellow
5,Styrian Grand Prix,2020,1,AllClear
6,Styrian Grand Prix,2020,1,AllClear
7,Styrian Grand Prix,2020,1,AllClear
8,Styrian Grand Prix,2020,1,AllClear
9,Styrian Grand Prix,2020,1,AllClear
10,Styrian Grand Prix,2020,1,AllClear
11,Styrian Grand Prix,2020,1,AllClear
12,Styrian Grand Prix,2020,1,AllClear
13,Styrian Grand Prix,2020,1,AllClear
14,Styrian Grand Prix,2020,1,AllClear
15,Styrian Grand Prix,2020,1,AllClear
16,Styrian Grand Prix,2020,1,AllClear
17,Styrian Grand Prix,2020,1,AllClear
18,Styrian Grand Prix,2020,1,AllClear
19,Styrian Grand Prix,2020,1,AllClear
20,Styrian Grand Prix,2020,1,AllClear
21,Styrian Grand Prix,2020,1,AllClear
22,Styrian Grand Prix,2020,1,AllClear
23,Styrian Grand Prix,2020,1,AllClear
24,Styrian Grand Prix,2020,1,AllClear
25,Styrian Grand Prix,2020,1,AllClear
26,Styrian Grand Prix,2020,1,AllClear
27,Styrian Grand Prix,2020,1,AllClear
28,Styrian Grand Prix,2020,1,AllClear
29,Styrian Grand Prix,2020,1,AllClear
30,Styrian Grand Prix,2020,1,AllClear
31,Styrian Grand Prix,2020,1,AllClear
32,Styrian Grand Prix,2020,1,AllClear
33,Styrian Grand Prix,2020,1,AllClear
34,Styrian Grand Prix,2020,1,AllClear
35,Styrian Grand Prix,2020,1,AllClear
36,Styrian Grand Prix,2020,1,AllClear
37,Styrian Grand Prix,2020,1,AllClear
38,Styrian Grand Prix,2020,1,AllClear
39,Styrian Grand Prix,2020,1,AllClear
40,Styrian Grand Prix,2020,1,AllClear
41,Styrian Grand Prix,2020,1,AllClear
42,Styrian Grand Prix,2020,1,AllClear
43,Styrian Grand Prix,2020,1,AllClear
44,Styrian Grand Prix,2020,1,AllClear
45,Styrian Grand Prix,2020,1,AllClear
46,Styrian Grand Prix,2020,1,AllClear
47,Styrian Grand Prix,2020,1,AllClear
48,Styrian Grand Prix,2020,1,AllClear
49,Styrian Grand Prix,2020,1,AllClear
50,Styrian Grand Prix,2020,1,AllClear
51,Styrian Grand Prix,2020,1,AllClear
52,Styrian Grand Prix,2020,1,AllClear
53,Styrian Grand Prix,2020,1,AllClear
54,Styrian Grand Prix,2020,1,AllClear
55,Styrian Grand Prix,2020,1,AllClear
56,Styrian Grand Prix,2020,1,AllClear
57,Styrian Grand Prix,2020,1,AllClear
58,Styrian Grand Prix,2020,1,AllClear
59,Styrian Grand Prix,2020,1,AllClear
60,Styrian Grand Prix,2020,1,AllClear
61,Styrian Grand Prix,2020,1,AllClear
62,Styrian Grand Prix,2020,1,AllClear
63,Styrian Grand Prix,2020,1,AllClear
64,Styrian Grand Prix,2020,1,AllClear
65,Styrian Grand Prix,2020,1,AllClear
66,Styrian Grand Prix,2020,1,AllClear
67,Styrian Grand Prix,2020,1,AllClear
68,Styrian Grand Prix,2020,1,AllClear
69,Styrian Grand Prix,2020,1,AllClear
70,Styrian Grand Prix,2020,1,AllClear
71,Styrian Grand Prix,2020,1,AllClear
1,British Grand Prix,2020,2,Yellow
2,British Grand Prix,2020,4,SafetyCar
3,British Grand Prix,2020,4,SafetyCar
4,British Grand Prix,2020,4,SafetyCar
5,British Grand Prix,2020,4,SafetyCar
6,British Grand Prix,2020,1,AllClear
7,British Grand Prix,2020,1,AllClear
