Driver,Team,LapNumber,LapTime,Stint,Compound,TyreLife,Position,Year,GP,Laps,RacePercentage,GP_ci,Length,Abrasion,Traction,Braking,TrackEvo,Grip,Lateral,Downforce,TyreStress,LapTimePerKM
BOT,Mercedes,26.0,116.605,4.0,MEDIUM,3.0,13.0,2020,Bahrain Grand Prix,57,0.45614035087719296,,,,,,,,,,,
BOT,Mercedes,39.0,113.849,5.0,MEDIUM,16.0,11.0,2020,Bahrain Grand Prix,57,0.6842105263157895,,,,,,,,,,,
GIO,Alfa Romeo Racing,21.0,115.016,3.0,HARD,1.0,17.0,2020,Bahrain Grand Prix,57,0.3684210526315789,,,,,,,,,,,
GIO,Alfa Romeo Racing,54.0,149.402,4.0,SOFT,1.0,16.0,2020,Bahrain Grand Prix,57,0.9473684210526315,,,,,,,,,,,
GAS,AlphaTauri,29.0,79.283,2.0,MEDIUM,7.0,11.0,2020,Sakhir Grand Prix,87,0.3333333333333333,,,,,,,,,,,
GAS,AlphaTauri,52.0,78.781,3.0,HARD,1.0,12.0,2020,Sakhir Grand Prix,87,0.5977011494252874,,,,,,,,,,,
PER,Racing Point,2.0,92.531,2.0,MEDIUM,1.0,18.0,2020,Sakhir Grand Prix,87,0.022988505747126436,,,,,,,,,,,
PER,Racing Point,48.0,77.539,3.0,HARD,1.0,9.0,2020,Sakhir Grand Prix,87,0.5517241379310345,,,,,,,,,,,
STR,Racing Point,43.0,79.21,2.0,MEDIUM,1.0,10.0,2020,Sakhir Grand Prix,87,0.4942528735632184,,,,,,,,,,,
MAG,Haas F1 Team,27.0,79.826,2.0,MEDIUM,1.0,17.0,2020,Sakhir Grand Prix,87,0.3103448275862069,,,,,,,,,,,
MAG,Haas F1 Team,55.0,79.495,3.0,SOFT,4.0,14.0,2020,Sakhir Grand Prix,87,0.632183908045977,,,,,,,,,,,
ALB,Red Bull Racing,48.0,78.627,2.0,HARD,1.0,11.0,2020,Sakhir Grand Prix,87,0.5517241379310345,,,,,,,,,,,
ALB,Red Bull Racing,63.0,91.251,3.0,SOFT,1.0,10.0,2020,Sakhir Grand Prix,87,0.7241379310344828,,,,,,,,,,,
KVY,AlphaTauri,28.0,77.989,2.0,MEDIUM,3.0,11.0,2020,Sakhir Grand Prix,87,0.3218390804597701,,,,,,,,,,,
KVY,AlphaTauri,54.0,85.748,3.0,HARD,1.0,10.0,2020,Sakhir Grand Prix,87,0.6206896551724138,,,,,,,,,,,
RIC,Renault,30.0,78.489,2.0,MEDIUM,1.0,10.0,2020,Sakhir Grand Prix,87,0.3448275862068966,,,,,,,,,,,
RIC,Renault,56.0,77.778,3.0,HARD,1.0,8.0,2020,Sakhir Grand Prix,87,0.6436781609195402,,,,,,,,,,,
OCO,Renault,42.0,78.182,2.0,HARD,1.0,10.0,2020,Sakhir Grand Prix,87,0.4827586206896552,,,,,,,,,,,
NOR,McLaren,21.0,79.805,2.0,MEDIUM,1.0,18.0,2020,Sakhir Grand Prix,87,0.2413793103448276,,,,,,,,,,,
NOR,McLaren,55.0,80.199,3.0,MEDIUM,1.0,11.0,2020,Sakhir Grand Prix,87,0.632183908045977,,,,,,,,,,,
VET,Ferrari,32.0,80.312,2.0,HARD,1.0,12.0,2020,Sakhir Grand Prix,87,0.367816091954023,,,,,,,,,,,
VET,Ferrari,55.0,81.506,3.0,SOFT,1.0,12.0,2020,Sakhir Grand Prix,87,0.632183908045977,,,,,,,,,,,
VET,Ferrari,64.0,79.428,4.0,SOFT,4.0,12.0,2020,Sakhir Grand Prix,87,0.735632183908046,,,,,,,,,,,
FIT,Haas F1 Team,32.0,83.097,2.0,MEDIUM,1.0,18.0,2020,Sakhir Grand Prix,87,0.367816091954023,,,,,,,,,,,
FIT,Haas F1 Team,54.0,82.928,3.0,SOFT,5.0,17.0,2020,Sakhir Grand Prix,87,0.6206896551724138,,,,,,,,,,,
FIT,Haas F1 Team,64.0,85.851,4.0,SOFT,4.0,16.0,2020,Sakhir Grand Prix,87,0.735632183908046,,,,,,,,,,,
SAI,McLaren,29.0,78.523,2.0,MEDIUM,1.0,9.0,2020,Sakhir Grand Prix,87,0.3333333333333333,,,,,,,,,,,
SAI,McLaren,56.0,78.437,3.0,MEDIUM,1.0,7.0,2020,Sakhir Grand Prix,87,0.6436781609195402,,,,,,,,,,,
LAT,Williams,28.0,78.978,2.0,MEDIUM,1.0,15.0,2020,Sakhir Grand Prix,87,0.3218390804597701,,,,,,,,,,,
RUS,Mercedes,46.0,78.771,2.0,HARD,1.0,2.0,2020,Sakhir Grand Prix,87,0.5287356321839081,,,,,,,,,,,
RUS,Mercedes,63.0,112.067,3.0,MEDIUM,4.0,1.0,2020,Sakhir Grand Prix,87,0.7241379310344828,,,,,,,,,,,
RUS,Mercedes,64.0,102.814,4.0,MEDIUM,7.0,5.0,2020,Sakhir Grand Prix,87,0.735632183908046,,,,,,,,,,,
RUS,Mercedes,79.0,76.832,5.0,SOFT,4.0,14.0,2020,Sakhir Grand Prix,87,0.9080459770114943,,,,,,,,,,,
RAI,Alfa Romeo Racing,24.0,84.937,2.0,HARD,1.0,18.0,2020,Sakhir Grand Prix,87,0.27586206896551724,,,,,,,,,,,
RAI,Alfa Romeo Racing,55.0,79.422,3.0,MEDIUM,1.0,16.0,2020,Sakhir Grand Prix,87,0.632183908045977,,,,,,,,,,,
RAI,Alfa Romeo Racing,63.0,95.445,4.0,SOFT,1.0,15.0,2020,Sakhir Grand Prix,87,0.7241379310344828,,,,,,,,,,,
BOT,Mercedes,50.0,78.211,2.0,HARD,1.0,2.0,2020,Sakhir Grand Prix,87,0.5747126436781609,,,,,,,,,,,
BOT,Mercedes,63.0,121.524,3.0,HARD,14.0,5.0,2020,Sakhir Grand Prix,87,0.7241379310344828,,,,,,,,,,,
AIT,Williams,32.0,80.577,2.0,HARD,1.0,16.0,2020,Sakhir Grand Prix,87,0.367816091954023,,,,,,,,,,,
AIT,Williams,55.0,80.818,3.0,MEDIUM,1.0,15.0,2020,Sakhir Grand Prix,87,0.632183908045977,,,,,,,,,,,
AIT,Williams,60.0,108.753,4.0,SOFT,1.0,17.0,2020,Sakhir Grand Prix,87,0.6896551724137931,,,,,,,,,,,
GIO,Alfa Romeo Racing,27.0,79.408,2.0,HARD,1.0,16.0,2020,Sakhir Grand Prix,87,0.3103448275862069,,,,,,,,,,,
GIO,Alfa Romeo Racing,55.0,78.959,3.0,MEDIUM,1.0,13.0,2020,Sakhir Grand Prix,87,0.632183908045977,,,,,,,,,,,
LEC,Ferrari,23.0,123.178,2.0,HARD,1.0,19.0,2020,Abu Dhabi Grand Prix,55,0.41818181818181815,,,,,,,,,,,
MAG,Haas F1 Team,32.0,123.659,2.0,MEDIUM,1.0,19.0,2020,Abu Dhabi Grand Prix,55,0.5818181818181818,,,,,,,,,,,
MAG,Haas F1 Team,48.0,123.079,3.0,MEDIUM,1.0,19.0,2020,Abu Dhabi Grand Prix,55,0.8727272727272727,,,,,,,,,,,
RIC,Renault,40.0,123.636,2.0,MEDIUM,1.0,7.0,2020,Abu Dhabi Grand Prix,55,0.7272727272727273,,,,,,,,,,,
VET,Ferrari,36.0,122.555,2.0,MEDIUM,1.0,15.0,2020,Abu Dhabi Grand Prix,55,0.6545454545454545,,,,,,,,,,,
FIT,Haas F1 Team,35.0,132.398,3.0,MEDIUM,1.0,19.0,2020,Abu Dhabi Grand Prix,55,0.6363636363636364,,,,,,,,,,,
FIT,Haas F1 Team,49.0,124.67,4.0,SOFT,4.0,19.0,2020,Abu Dhabi Grand Prix,55,0.8909090909090909,,,,,,,,,,,
LAT,Williams,36.0,123.18,3.0,MEDIUM,1.0,17.0,2020,Abu Dhabi Grand Prix,55,0.6545454545454545,,,,,,,,,,,
GIO,Alfa Romeo Racing,28.0,123.049,2.0,HARD,1.0,19.0,2020,Abu Dhabi Grand Prix,55,0.509090909090909,,,,,,,,,,,
HAM,Mercedes,14.0,115.006,2.0,HARD,1.0,4.0,2021,Bahrain Grand Prix,56,0.25,,,,,,,,,,,
HAM,Mercedes,29.0,115.194,3.0,HARD,1.0,3.0,2021,Bahrain Grand Prix,56,0.5178571428571429,,,,,,,,,,,
VER,Red Bull Racing,18.0,115.532,2.0,MEDIUM,1.0,2.0,2021,Bahrain Grand Prix,56,0.32142857142857145,,,,,,,,,,,
VER,Red Bull Racing,40.0,113.437,3.0,HARD,1.0,2.0,2021,Bahrain Grand Prix,56,0.7142857142857143,,,,,,,,,,,
BOT,Mercedes,17.0,114.719,2.0,HARD,1.0,4.0,2021,Bahrain Grand Prix,56,0.30357142857142855,,,,,,,,,,,
BOT,Mercedes,31.0,123.818,3.0,HARD,1.0,5.0,2021,Bahrain Grand Prix,56,0.5535714285714286,,,,,,,,,,,
BOT,Mercedes,55.0,115.899,4.0,MEDIUM,4.0,3.0,2021,Bahrain Grand Prix,56,0.9821428571428571,,,,,,,,,,,
NOR,McLaren,13.0,117.417,2.0,MEDIUM,1.0,13.0,2021,Bahrain Grand Prix,56,0.23214285714285715,,,,,,,,,,,
NOR,McLaren,34.0,116.81,3.0,HARD,1.0,6.0,2021,Bahrain Grand Prix,56,0.6071428571428571,,,,,,,,,,,
PER,Red Bull Racing,1.0,147.951,1.0,MEDIUM,4.0,19.0,2021,Bahrain Grand Prix,56,0.017857142857142856,,,,,,,,,,,
PER,Red Bull Racing,3.0,135.246,2.0,MEDIUM,4.0,19.0,2021,Bahrain Grand Prix,56,0.05357142857142857,,,,,,,,,,,
PER,Red Bull Racing,20.0,116.512,3.0,HARD,1.0,12.0,2021,Bahrain Grand Prix,56,0.35714285714285715,,,,,,,,,,,
PER,Red Bull Racing,39.0,116.75,4.0,MEDIUM,6.0,8.0,2021,Bahrain Grand Prix,56,0.6964285714285714,,,,,,,,,,,
LEC,Ferrari,13.0,116.773,2.0,MEDIUM,1.0,14.0,2021,Bahrain Grand Prix,56,0.23214285714285715,,,,,,,,,,,
LEC,Ferrari,33.0,115.256,3.0,HARD,1.0,7.0,2021,Bahrain Grand Prix,56,0.5892857142857143,,,,,,,,,,,
RIC,McLaren,14.0,117.427,2.0,MEDIUM,1.0,11.0,2021,Bahrain Grand Prix,56,0.25,,,,,,,,,,,
RIC,McLaren,33.0,116.039,3.0,HARD,1.0,9.0,2021,Bahrain Grand Prix,56,0.5892857142857143,,,,,,,,,,,
SAI,Ferrari,16.0,116.548,2.0,MEDIUM,1.0,11.0,2021,Bahrain Grand Prix,56,0.2857142857142857,,,,,,,,,,,
SAI,Ferrari,38.0,115.128,3.0,HARD,1.0,9.0,2021,Bahrain Grand Prix,56,0.6785714285714286,,,,,,,,,,,
TSU,AlphaTauri,16.0,117.127,2.0,HARD,1.0,14.0,2021,Bahrain Grand Prix,56,0.2857142857142857,,,,,,,,,,,
TSU,AlphaTauri,34.0,115.773,3.0,HARD,1.0,13.0,2021,Bahrain Grand Prix,56,0.6071428571428571,,,,,,,,,,,
STR,Aston Martin,13.0,116.84,2.0,MEDIUM,1.0,16.0,2021,Bahrain Grand Prix,56,0.23214285714285715,,,,,,,,,,,
STR,Aston Martin,29.0,117.513,3.0,HARD,1.0,15.0,2021,Bahrain Grand Prix,56,0.5178571428571429,,,,,,,,,,,
RAI,Alfa Romeo Racing,14.0,117.033,2.0,HARD,1.0,14.0,2021,Bahrain Grand Prix,56,0.25,,,,,,,,,,,
RAI,Alfa Romeo Racing,30.0,116.634,3.0,MEDIUM,1.0,14.0,2021,Bahrain Grand Prix,56,0.5357142857142857,,,,,,,,,,,
GIO,Alfa Romeo Racing,13.0,125.351,2.0,HARD,1.0,18.0,2021,Bahrain Grand Prix,56,0.23214285714285715,,,,,,,,,,,
GIO,Alfa Romeo Racing,31.0,116.373,3.0,MEDIUM,1.0,17.0,2021,Bahrain Grand Prix,56,0.5535714285714286,,,,,,,,,,,
OCO,Alpine,14.0,117.222,2.0,MEDIUM,1.0,15.0,2021,Bahrain Grand Prix,56,0.25,,,,,,,,,,,
OCO,Alpine,32.0,116.314,3.0,HARD,1.0,15.0,2021,Bahrain Grand Prix,56,0.5714285714285714,,,,,,,,,,,
RUS,Williams,14.0,117.136,2.0,MEDIUM,1.0,18.0,2021,Bahrain Grand Prix,56,0.25,,,,,,,,,,,
RUS,Williams,37.0,115.22,3.0,MEDIUM,1.0,16.0,2021,Bahrain Grand Prix,56,0.6607142857142857,,,,,,,,,,,
VET,Aston Martin,25.0,116.594,2.0,HARD,1.0,17.0,2021,Bahrain Grand Prix,56,0.44642857142857145,,,,,,,,,,,
MSC,Haas F1 Team,15.0,121.871,2.0,MEDIUM,1.0,19.0,2021,Bahrain Grand Prix,56,0.26785714285714285,,,,,,,,,,,
MSC,Haas F1 Team,34.0,119.708,3.0,HARD,1.0,18.0,2021,Bahrain Grand Prix,56,0.6071428571428571,,,,,,,,,,,
GAS,AlphaTauri,5.0,131.534,2.0,HARD,1.0,19.0,2021,Bahrain Grand Prix,56,0.08928571428571429,,,,,,,,,,,
GAS,AlphaTauri,20.0,119.29,3.0,MEDIUM,4.0,19.0,2021,Bahrain Grand Prix,56,0.35714285714285715,,,,,,,,,,,
GAS,AlphaTauri,40.0,116.887,4.0,HARD,1.0,16.0,2021,Bahrain Grand Prix,56,0.7142857142857143,,,,,,,,,,,
LAT,Williams,15.0,119.286,2.0,MEDIUM,1.0,18.0,2021,Bahrain Grand Prix,56,0.26785714285714285,,,,,,,,,,,
LAT,Williams,33.0,118.954,3.0,MEDIUM,1.0,18.0,2021,Bahrain Grand Prix,56,0.5892857142857143,,,,,,,,,,,
ALO,Alpine,12.0,116.122,2.0,MEDIUM,1.0,17.0,2021,Bahrain Grand Prix,56,0.21428571428571427,,,,,,,,,,,
ALO,Alpine,30.0,117.522,3.0,HARD,1.0,17.0,2021,Bahrain Grand Prix,56,0.5357142857142857,,,,,,,,,,,
GAS,AlphaTauri,3.0,141.094,2.0,SOFT,7.0,9.0,2021,Portuguese Grand Prix,66,0.045454545454545456,,,,,,,,,,,
GAS,AlphaTauri,4.0,135.417,3.0,SOFT,8.0,9.0,2021,Portuguese Grand Prix,66,0.06060606060606061,,,,,,,,,,,
GAS,AlphaTauri,25.0,105.515,4.0,MEDIUM,1.0,12.0,2021,Portuguese Grand Prix,66,0.3787878787878788,,,,,,,,,,,
PER,Red Bull Racing,3.0,141.727,2.0,MEDIUM,9.0,5.0,2021,Portuguese Grand Prix,66,0.045454545454545456,,,,,,,,,,,
PER,Red Bull Racing,4.0,135.249,3.0,MEDIUM,10.0,5.0,2021,Portuguese Grand Prix,66,0.06060606060606061,,,,,,,,,,,
PER,Red Bull Racing,52.0,106.191,4.0,SOFT,5.0,4.0,2021,Portuguese Grand Prix,66,0.7878787878787878,,,,,,,,,,,
ALO,Alpine,3.0,138.877,2.0,MEDIUM,3.0,14.0,2021,Portuguese Grand Prix,66,0.045454545454545456,,,,,,,,,,,
ALO,Alpine,4.0,134.695,3.0,MEDIUM,4.0,14.0,2021,Portuguese Grand Prix,66,0.06060606060606061,,,,,,,,,,,
ALO,Alpine,41.0,105.28,4.0,HARD,1.0,11.0,2021,Portuguese Grand Prix,66,0.6212121212121212,,,,,,,,,,,
LEC,Ferrari,3.0,141.183,2.0,MEDIUM,8.0,8.0,2021,Portuguese Grand Prix,66,0.045454545454545456,,,,,,,,,,,
LEC,Ferrari,4.0,135.461,3.0,MEDIUM,9.0,8.0,2021,Portuguese Grand Prix,66,0.06060606060606061,,,,,,,,,,,
LEC,Ferrari,26.0,105.763,4.0,HARD,1.0,10.0,2021,Portuguese Grand Prix,66,0.3939393939393939,,,,,,,,,,,
STR,Aston Martin,3.0,139.146,2.0,SOFT,3.0,16.0,2021,Portuguese Grand Prix,66,0.045454545454545456,,,,,,,,,,,
STR,Aston Martin,4.0,134.788,3.0,SOFT,4.0,16.0,2021,Portuguese Grand Prix,66,0.06060606060606061,,,,,,,,,,,
STR,Aston Martin,40.0,104.407,4.0,MEDIUM,1.0,14.0,2021,Portuguese Grand Prix,66,0.6060606060606061,,,,,,,,,,,
TSU,AlphaTauri,3.0,138.773,2.0,MEDIUM,3.0,15.0,2021,Portuguese Grand Prix,66,0.045454545454545456,,,,,,,,,,,
TSU,AlphaTauri,4.0,134.118,3.0,MEDIUM,4.0,15.0,2021,Portuguese Grand Prix,66,0.06060606060606061,,,,,,,,,,,
TSU,AlphaTauri,22.0,106.767,4.0,HARD,1.0,19.0,2021,Portuguese Grand Prix,66,0.3333333333333333,,,,,,,,,,,
RIC,McLaren,3.0,140.615,2.0,MEDIUM,3.0,13.0,2021,Portuguese Grand Prix,66,0.045454545454545456,,,,,,,,,,,
RIC,McLaren,4.0,135.357,3.0,MEDIUM,4.0,13.0,2021,Portuguese Grand Prix,66,0.06060606060606061,,,,,,,,,,,
RIC,McLaren,42.0,107.507,4.0,HARD,1.0,10.0,2021,Portuguese Grand Prix,66,0.6363636363636364,,,,,,,,,,,
OCO,Alpine,3.0,140.679,2.0,SOFT,6.0,7.0,2021,Portuguese Grand Prix,66,0.045454545454545456,,,,,,,,,,,
OCO,Alpine,4.0,135.969,3.0,SOFT,7.0,7.0,2021,Portuguese Grand Prix,66,0.06060606060606061,,,,,,,,,,,
OCO,Alpine,23.0,107.211,4.0,HARD,1.0,14.0,2021,Portuguese Grand Prix,66,0.3484848484848485,,,,,,,,,,,
VER,Red Bull Racing,3.0,142.886,2.0,MEDIUM,8.0,3.0,2021,Portuguese Grand Prix,66,0.045454545454545456,,,,,,,,,,,
VER,Red Bull Racing,4.0,135.089,3.0,MEDIUM,9.0,3.0,2021,Portuguese Grand Prix,66,0.06060606060606061,,,,,,,,,,,
VER,Red Bull Racing,36.0,103.759,4.0,HARD,1.0,4.0,2021,Portuguese Grand Prix,66,0.5454545454545454,,,,,,,,,,,
VER,Red Bull Racing,65.0,104.915,5.0,SOFT,4.0,2.0,2021,Portuguese Grand Prix,66,0.9848484848484849,,,,,,,,,,,
NOR,McLaren,3.0,140.721,2.0,SOFT,7.0,6.0,2021,Portuguese Grand Prix,66,0.045454545454545456,,,,,,,,,,,
NOR,McLaren,4.0,136.431,3.0,SOFT,8.0,6.0,2021,Portuguese Grand Prix,66,0.06060606060606061,,,,,,,,,,,
NOR,McLaren,23.0,105.535,4.0,MEDIUM,1.0,10.0,2021,Portuguese Grand Prix,66,0.3484848484848485,,,,,,,,,,,
HAM,Mercedes,3.0,142.624,2.0,MEDIUM,7.0,2.0,2021,Portuguese Grand Prix,66,0.045454545454545456,,,,,,,,,,,
HAM,Mercedes,4.0,135.225,3.0,MEDIUM,8.0,2.0,2021,Portuguese Grand Prix,66,0.06060606060606061,,,,,,,,,,,
HAM,Mercedes,38.0,105.149,4.0,HARD,2.0,2.0,2021,Portuguese Grand Prix,66,0.5757575757575758,,,,,,,,,,,
MSC,Haas F1 Team,3.0,139.654,2.0,MEDIUM,3.0,18.0,2021,Portuguese Grand Prix,66,0.045454545454545456,,,,,,,,,,,
MSC,Haas F1 Team,4.0,134.524,3.0,MEDIUM,4.0,18.0,2021,Portuguese Grand Prix,66,0.06060606060606061,,,,,,,,,,,
MSC,Haas F1 Team,33.0,109.51,4.0,HARD,1.0,18.0,2021,Portuguese Grand Prix,66,0.5,,,,,,,,,,,
VET,Aston Martin,3.0,141.344,2.0,SOFT,6.0,10.0,2021,Portuguese Grand Prix,66,0.045454545454545456,,,,,,,,,,,
VET,Aston Martin,4.0,134.734,3.0,SOFT,7.0,10.0,2021,Portuguese Grand Prix,66,0.06060606060606061,,,,,,,,,,,
VET,Aston Martin,23.0,105.256,4.0,MEDIUM,1.0,16.0,2021,Portuguese Grand Prix,66,0.3484848484848485,,,,,,,,,,,
SAI,Ferrari,3.0,141.456,2.0,SOFT,8.0,4.0,2021,Portuguese Grand Prix,66,0.045454545454545456,,,,,,,,,,,
SAI,Ferrari,4.0,135.694,3.0,SOFT,9.0,4.0,2021,Portuguese Grand Prix,66,0.06060606060606061,,,,,,,,,,,
SAI,Ferrari,22.0,104.248,4.0,MEDIUM,1.0,15.0,2021,Portuguese Grand Prix,66,0.3333333333333333,,,,,,,,,,,
LAT,Williams,3.0,139.257,2.0,MEDIUM,3.0,17.0,2021,Portuguese Grand Prix,66,0.045454545454545456,,,,,,,,,,,
LAT,Williams,4.0,134.617,3.0,MEDIUM,4.0,17.0,2021,Portuguese Grand Prix,66,0.06060606060606061,,,,,,,,,,,
LAT,Williams,25.0,106.805,4.0,HARD,1.0,19.0,2021,Portuguese Grand Prix,66,0.3787878787878788,,,,,,,,,,,
RUS,Williams,3.0,141.091,2.0,MEDIUM,3.0,11.0,2021,Portuguese Grand Prix,66,0.045454545454545456,,,,,,,,,,,
RUS,Williams,4.0,136.21,3.0,MEDIUM,4.0,11.0,2021,Portuguese Grand Prix,66,0.06060606060606061,,,,,,,,,,,
RUS,Williams,29.0,106.954,4.0,HARD,1.0,18.0,2021,Portuguese Grand Prix,66,0.4393939393939394,,,,,,,,,,,
BOT,Mercedes,3.0,142.684,2.0,MEDIUM,7.0,1.0,2021,Portuguese Grand Prix,66,0.045454545454545456,,,,,,,,,,,
BOT,Mercedes,4.0,135.331,3.0,MEDIUM,8.0,1.0,2021,Portuguese Grand Prix,66,0.06060606060606061,,,,,,,,,,,
BOT,Mercedes,37.0,107.11,4.0,HARD,2.0,4.0,2021,Portuguese Grand Prix,66,0.5606060606060606,,,,,,,,,,,
BOT,Mercedes,64.0,104.236,5.0,SOFT,1.0,3.0,2021,Portuguese Grand Prix,66,0.9696969696969697,,,,,,,,,,,
MAZ,Haas F1 Team,3.0,139.735,2.0,MEDIUM,3.0,19.0,2021,Portuguese Grand Prix,66,0.045454545454545456,,,,,,,,,,,
MAZ,Haas F1 Team,4.0,134.713,3.0,MEDIUM,4.0,19.0,2021,Portuguese Grand Prix,66,0.06060606060606061,,,,,,,,,,,
MAZ,Haas F1 Team,32.0,110.933,4.0,HARD,1.0,19.0,2021,Portuguese Grand Prix,66,0.48484848484848486,,,,,,,,,,,
MAZ,Haas F1 Team,44.0,111.984,5.0,SOFT,1.0,19.0,2021,Portuguese Grand Prix,66,0.6666666666666666,,,,,,,,,,,
GIO,Alfa Romeo Racing,3.0,140.5,2.0,MEDIUM,3.0,12.0,2021,Portuguese Grand Prix,66,0.045454545454545456,,,,,,,,,,,
GIO,Alfa Romeo Racing,4.0,136.084,3.0,MEDIUM,4.0,12.0,2021,Portuguese Grand Prix,66,0.06060606060606061,,,,,,,,,,,
GIO,Alfa Romeo Racing,23.0,107.209,4.0,HARD,1.0,17.0,2021,Portuguese Grand Prix,66,0.3484848484848485,,,,,,,,,,,
GAS,AlphaTauri,19.0,107.357,2.0,MEDIUM,1.0,19.0,2021,Spanish Grand Prix,66,0.2878787878787879,,,,,,,,,,,
GAS,AlphaTauri,48.0,104.31,3.0,SOFT,1.0,16.0,2021,Spanish Grand Prix,66,0.7272727272727273,,,,,,,,,,,
PER,Red Bull Racing,28.0,103.231,2.0,MEDIUM,1.0,7.0,2021,Spanish Grand Prix,66,0.42424242424242425,,,,,,,,,,,
PER,Red Bull Racing,58.0,100.501,3.0,SOFT,4.0,5.0,2021,Spanish Grand Prix,66,0.8787878787878788,,,,,,,,,,,
ALO,Alpine,22.0,102.352,2.0,MEDIUM,1.0,16.0,2021,Spanish Grand Prix,66,0.3333333333333333,,,,,,,,,,,
ALO,Alpine,62.0,106.209,3.0,SOFT,4.0,17.0,2021,Spanish Grand Prix,66,0.9393939393939394,,,,,,,,,,,
LEC,Ferrari,29.0,101.185,2.0,MEDIUM,1.0,4.0,2021,Spanish Grand Prix,66,0.4393939393939394,,,,,,,,,,,
LEC,Ferrari,59.0,100.867,3.0,SOFT,4.0,4.0,2021,Spanish Grand Prix,66,0.8939393939393939,,,,,,,,,,,
STR,Aston Martin,23.0,101.265,2.0,MEDIUM,1.0,14.0,2021,Spanish Grand Prix,66,0.3484848484848485,,,,,,,,,,,
STR,Aston Martin,40.0,101.986,3.0,SOFT,4.0,14.0,2021,Spanish Grand Prix,66,0.6060606060606061,,,,,,,,,,,
RIC,McLaren,26.0,102.377,2.0,MEDIUM,1.0,8.0,2021,Spanish Grand Prix,66,0.3939393939393939,,,,,,,,,,,
RIC,McLaren,47.0,101.018,3.0,SOFT,2.0,8.0,2021,Spanish Grand Prix,66,0.7121212121212122,,,,,,,,,,,
OCO,Alpine,24.0,103.206,2.0,MEDIUM,1.0,12.0,2021,Spanish Grand Prix,66,0.36363636363636365,,,,,,,,,,,
VER,Red Bull Racing,25.0,101.545,2.0,MEDIUM,1.0,3.0,2021,Spanish Grand Prix,66,0.3787878787878788,,,,,,,,,,,
VER,Red Bull Racing,61.0,101.338,3.0,SOFT,1.0,2.0,2021,Spanish Grand Prix,66,0.9242424242424242,,,,,,,,,,,
NOR,McLaren,24.0,103.909,2.0,MEDIUM,1.0,13.0,2021,Spanish Grand Prix,66,0.36363636363636365,,,,,,,,,,,
NOR,McLaren,52.0,101.83,3.0,SOFT,4.0,11.0,2021,Spanish Grand Prix,66,0.7878787878787878,,,,,,,,,,,
HAM,Mercedes,29.0,100.943,2.0,MEDIUM,1.0,2.0,2021,Spanish Grand Prix,66,0.4393939393939394,,,,,,,,,,,
HAM,Mercedes,43.0,99.613,3.0,MEDIUM,7.0,3.0,2021,Spanish Grand Prix,66,0.6515151515151515,,,,,,,,,,,
MSC,Haas F1 Team,24.0,106.559,2.0,MEDIUM,1.0,18.0,2021,Spanish Grand Prix,66,0.36363636363636365,,,,,,,,,,,
MSC,Haas F1 Team,51.0,103.198,3.0,MEDIUM,1.0,18.0,2021,Spanish Grand Prix,66,0.7727272727272727,,,,,,,,,,,
VET,Aston Martin,22.0,104.529,2.0,MEDIUM,1.0,18.0,2021,Spanish Grand Prix,66,0.3333333333333333,,,,,,,,,,,
VET,Aston Martin,39.0,102.16,3.0,SOFT,4.0,16.0,2021,Spanish Grand Prix,66,0.5909090909090909,,,,,,,,,,,
SAI,Ferrari,23.0,100.926,2.0,MEDIUM,1.0,13.0,2021,Spanish Grand Prix,66,0.3484848484848485,,,,,,,,,,,
SAI,Ferrari,47.0,101.059,3.0,SOFT,4.0,9.0,2021,Spanish Grand Prix,66,0.7121212121212122,,,,,,,,,,,
LAT,Williams,10.0,119.384,2.0,MEDIUM,1.0,18.0,2021,Spanish Grand Prix,66,0.15151515151515152,,,,,,,,,,,
LAT,Williams,28.0,102.425,3.0,MEDIUM,1.0,17.0,2021,Spanish Grand Prix,66,0.42424242424242425,,,,,,,,,,,
LAT,Williams,51.0,103.082,4.0,SOFT,4.0,17.0,2021,Spanish Grand Prix,66,0.7727272727272727,,,,,,,,,,,
RUS,Williams,10.0,122.194,2.0,MEDIUM,1.0,17.0,2021,Spanish Grand Prix,66,0.15151515151515152,,,,,,,,,,,
RUS,Williams,29.0,101.012,3.0,MEDIUM,1.0,16.0,2021,Spanish Grand Prix,66,0.4393939393939394,,,,,,,,,,,
RAI,Alfa Romeo Racing,38.0,104.27,2.0,SOFT,1.0,17.0,2021,Spanish Grand Prix,66,0.5757575757575758,,,,,,,,,,,
BOT,Mercedes,24.0,100.129,2.0,MEDIUM,1.0,6.0,2021,Spanish Grand Prix,66,0.36363636363636365,,,,,,,,,,,
BOT,Mercedes,54.0,100.105,3.0,SOFT,4.0,4.0,2021,Spanish Grand Prix,66,0.8181818181818182,,,,,,,,,,,
MAZ,Haas F1 Team,23.0,106.885,2.0,MEDIUM,1.0,19.0,2021,Spanish Grand Prix,66,0.3484848484848485,,,,,,,,,,,
MAZ,Haas F1 Team,43.0,106.069,3.0,MEDIUM,1.0,19.0,2021,Spanish Grand Prix,66,0.6515151515151515,,,,,,,,,,,
GIO,Alfa Romeo Racing,40.0,104.771,3.0,SOFT,4.0,18.0,2021,Spanish Grand Prix,66,0.6060606060606061,,,,,,,,,,,
