Driver,Team,LapNumber,LapTime,Stint,Compound,TyreLife,Position,Year,GP,Laps,RacePercentage,GP_ci,Length,Abrasion,Traction,Braking,TrackEvo,Grip,Lateral,Downforce,TyreStress,LapTimePerKM
SAI,McLaren,28.0,62.082,1.0,SOFT,31.0,4.0,2020,Sakhir Grand Prix,87,0.3218390804597701,,,,,,,,,,,
SAI,McLaren,55.0,73.671,2.0,MEDIUM,27.0,3.0,2020,Sakhir Grand Prix,87,0.632183908045977,,,,,,,,,,,
LAT,Williams,27.0,62.23,1.0,SOFT,27.0,12.0,2020,Sakhir Grand Prix,87,0.3103448275862069,,,,,,,,,,,
RUS,Mercedes,45.0,60.531,1.0,MEDIUM,49.0,1.0,2020,Sakhir Grand Prix,87,0.5172413793103449,,,,,,,,,,,
RUS,Mercedes,62.0,79.475,2.0,HARD,17.0,1.0,2020,Sakhir Grand Prix,87,0.7126436781609196,,,,,,,,,,,
RUS,Mercedes,63.0,112.067,3.0,MEDIUM,4.0,1.0,2020,Sakhir Grand Prix,87,0.7241379310344828,,,,,,,,,,,
RUS,Mercedes,78.0,59.091,4.0,MEDIUM,21.0,2.0,2020,Sakhir Grand Prix,87,0.896551724137931,,,,,,,,,,,
RAI,Alfa Romeo Racing,23.0,62.177,1.0,MEDIUM,23.0,17.0,2020,Sakhir Grand Prix,87,0.26436781609195403,,,,,,,,,,,
RAI,Alfa Romeo Racing,54.0,73.601,2.0,HARD,31.0,16.0,2020,Sakhir Grand Prix,87,0.6206896551724138,,,,,,,,,,,
RAI,Alfa Romeo Racing,62.0,78.167,3.0,MEDIUM,8.0,15.0,2020,Sakhir Grand Prix,87,0.7126436781609196,,,,,,,,,,,
BOT,Mercedes,49.0,61.154,1.0,MEDIUM,53.0,1.0,2020,Sakhir Grand Prix,87,0.5632183908045977,,,,,,,,,,,
BOT,Mercedes,62.0,80.483,2.0,HARD,13.0,2.0,2020,Sakhir Grand Prix,87,0.7126436781609196,,,,,,,,,,,
AIT,Williams,31.0,62.81,1.0,MEDIUM,31.0,13.0,2020,Sakhir Grand Prix,87,0.3563218390804598,,,,,,,,,,,
AIT,Williams,54.0,71.243,2.0,HARD,23.0,15.0,2020,Sakhir Grand Prix,87,0.6206896551724138,,,,,,,,,,,
AIT,Williams,59.0,69.041,3.0,MEDIUM,5.0,16.0,2020,Sakhir Grand Prix,87,0.6781609195402298,,,,,,,,,,,
GIO,Alfa Romeo Racing,26.0,62.795,1.0,MEDIUM,26.0,13.0,2020,Sakhir Grand Prix,87,0.2988505747126437,,,,,,,,,,,
GIO,Alfa Romeo Racing,54.0,68.974,2.0,HARD,28.0,13.0,2020,Sakhir Grand Prix,87,0.6206896551724138,,,,,,,,,,,
GAS,AlphaTauri,10.0,134.631,1.0,SOFT,13.0,8.0,2020,Abu Dhabi Grand Prix,55,0.18181818181818182,,,,,,,,,,,
LEC,Ferrari,22.0,107.724,1.0,MEDIUM,25.0,13.0,2020,Abu Dhabi Grand Prix,55,0.4,,,,,,,,,,,
STR,Racing Point,10.0,134.461,1.0,SOFT,13.0,7.0,2020,Abu Dhabi Grand Prix,55,0.18181818181818182,,,,,,,,,,,
MAG,Haas F1 Team,31.0,108.161,1.0,HARD,31.0,19.0,2020,Abu Dhabi Grand Prix,55,0.5636363636363636,,,,,,,,,,,
MAG,Haas F1 Team,47.0,109.526,2.0,MEDIUM,16.0,18.0,2020,Abu Dhabi Grand Prix,55,0.8545454545454545,,,,,,,,,,,
ALB,Red Bull Racing,10.0,130.847,1.0,SOFT,13.0,4.0,2020,Abu Dhabi Grand Prix,55,0.18181818181818182,,,,,,,,,,,
KVY,AlphaTauri,10.0,137.188,1.0,SOFT,13.0,9.0,2020,Abu Dhabi Grand Prix,55,0.18181818181818182,,,,,,,,,,,
RIC,Renault,39.0,105.29,1.0,HARD,39.0,5.0,2020,Abu Dhabi Grand Prix,55,0.7090909090909091,,,,,,,,,,,
OCO,Renault,10.0,138.556,1.0,MEDIUM,10.0,12.0,2020,Abu Dhabi Grand Prix,55,0.18181818181818182,,,,,,,,,,,
VER,Red Bull Racing,10.0,126.235,1.0,MEDIUM,13.0,1.0,2020,Abu Dhabi Grand Prix,55,0.18181818181818182,,,,,,,,,,,
NOR,McLaren,10.0,132.176,1.0,SOFT,13.0,5.0,2020,Abu Dhabi Grand Prix,55,0.18181818181818182,,,,,,,,,,,
HAM,Mercedes,10.0,129.878,1.0,MEDIUM,13.0,3.0,2020,Abu Dhabi Grand Prix,55,0.18181818181818182,,,,,,,,,,,
VET,Ferrari,35.0,106.172,1.0,HARD,35.0,11.0,2020,Abu Dhabi Grand Prix,55,0.6363636363636364,,,,,,,,,,,
FIT,Haas F1 Team,10.0,143.976,1.0,MEDIUM,10.0,18.0,2020,Abu Dhabi Grand Prix,55,0.18181818181818182,,,,,,,,,,,
FIT,Haas F1 Team,34.0,110.451,2.0,HARD,24.0,18.0,2020,Abu Dhabi Grand Prix,55,0.6181818181818182,,,,,,,,,,,
FIT,Haas F1 Team,48.0,108.619,3.0,MEDIUM,14.0,18.0,2020,Abu Dhabi Grand Prix,55,0.8727272727272727,,,,,,,,,,,
SAI,McLaren,10.0,136.275,1.0,MEDIUM,13.0,6.0,2020,Abu Dhabi Grand Prix,55,0.18181818181818182,,,,,,,,,,,
LAT,Williams,11.0,142.72,1.0,MEDIUM,11.0,17.0,2020,Abu Dhabi Grand Prix,55,0.2,,,,,,,,,,,
LAT,Williams,35.0,105.609,2.0,HARD,24.0,16.0,2020,Abu Dhabi Grand Prix,55,0.6363636363636364,,,,,,,,,,,
RUS,Williams,10.0,142.381,1.0,MEDIUM,10.0,16.0,2020,Abu Dhabi Grand Prix,55,0.18181818181818182,,,,,,,,,,,
RAI,Alfa Romeo Racing,10.0,140.626,1.0,MEDIUM,10.0,14.0,2020,Abu Dhabi Grand Prix,55,0.18181818181818182,,,,,,,,,,,
BOT,Mercedes,10.0,127.879,1.0,MEDIUM,13.0,2.0,2020,Abu Dhabi Grand Prix,55,0.18181818181818182,,,,,,,,,,,
GIO,Alfa Romeo Racing,27.0,106.79,1.0,MEDIUM,27.0,16.0,2020,Abu Dhabi Grand Prix,55,0.4909090909090909,,,,,,,,,,,
HAM,Mercedes,13.0,98.924,1.0,MEDIUM,16.0,2.0,2021,Bahrain Grand Prix,56,0.23214285714285715,,,,,,,,,,,
HAM,Mercedes,28.0,97.835,2.0,HARD,15.0,2.0,2021,Bahrain Grand Prix,56,0.5,,,,,,,,,,,
VER,Red Bull Racing,17.0,99.153,1.0,MEDIUM,20.0,1.0,2021,Bahrain Grand Prix,56,0.30357142857142855,,,,,,,,,,,
VER,Red Bull Racing,39.0,97.828,2.0,MEDIUM,22.0,1.0,2021,Bahrain Grand Prix,56,0.6964285714285714,,,,,,,,,,,
BOT,Mercedes,16.0,99.534,1.0,MEDIUM,19.0,2.0,2021,Bahrain Grand Prix,56,0.2857142857142857,,,,,,,,,,,
BOT,Mercedes,30.0,98.028,2.0,HARD,14.0,2.0,2021,Bahrain Grand Prix,56,0.5357142857142857,,,,,,,,,,,
BOT,Mercedes,54.0,97.802,3.0,HARD,24.0,3.0,2021,Bahrain Grand Prix,56,0.9642857142857143,,,,,,,,,,,
NOR,McLaren,12.0,100.425,1.0,SOFT,15.0,5.0,2021,Bahrain Grand Prix,56,0.21428571428571427,,,,,,,,,,,
NOR,McLaren,33.0,99.275,2.0,MEDIUM,21.0,3.0,2021,Bahrain Grand Prix,56,0.5892857142857143,,,,,,,,,,,
PER,Red Bull Racing,2.0,140.666,1.0,MEDIUM,5.0,19.0,2021,Bahrain Grand Prix,56,0.03571428571428571,,,,,,,,,,,
PER,Red Bull Racing,19.0,99.72,2.0,MEDIUM,20.0,4.0,2021,Bahrain Grand Prix,56,0.3392857142857143,,,,,,,,,,,
PER,Red Bull Racing,38.0,98.802,3.0,HARD,19.0,4.0,2021,Bahrain Grand Prix,56,0.6785714285714286,,,,,,,,,,,
LEC,Ferrari,12.0,100.477,1.0,SOFT,15.0,6.0,2021,Bahrain Grand Prix,56,0.21428571428571427,,,,,,,,,,,
LEC,Ferrari,32.0,99.973,2.0,MEDIUM,20.0,5.0,2021,Bahrain Grand Prix,56,0.5714285714285714,,,,,,,,,,,
RIC,McLaren,13.0,100.195,1.0,SOFT,16.0,4.0,2021,Bahrain Grand Prix,56,0.23214285714285715,,,,,,,,,,,
RIC,McLaren,32.0,99.803,2.0,MEDIUM,19.0,7.0,2021,Bahrain Grand Prix,56,0.5714285714285714,,,,,,,,,,,
SAI,Ferrari,15.0,100.84,1.0,SOFT,18.0,5.0,2021,Bahrain Grand Prix,56,0.26785714285714285,,,,,,,,,,,
SAI,Ferrari,37.0,99.631,2.0,MEDIUM,22.0,6.0,2021,Bahrain Grand Prix,56,0.6607142857142857,,,,,,,,,,,
TSU,AlphaTauri,15.0,100.58,1.0,MEDIUM,18.0,7.0,2021,Bahrain Grand Prix,56,0.26785714285714285,,,,,,,,,,,
TSU,AlphaTauri,33.0,99.388,2.0,HARD,18.0,8.0,2021,Bahrain Grand Prix,56,0.5892857142857143,,,,,,,,,,,
STR,Aston Martin,12.0,100.751,1.0,SOFT,15.0,8.0,2021,Bahrain Grand Prix,56,0.21428571428571427,,,,,,,,,,,
STR,Aston Martin,28.0,99.588,2.0,MEDIUM,16.0,9.0,2021,Bahrain Grand Prix,56,0.5,,,,,,,,,,,
RAI,Alfa Romeo Racing,13.0,99.71,1.0,MEDIUM,13.0,7.0,2021,Bahrain Grand Prix,56,0.23214285714285715,,,,,,,,,,,
RAI,Alfa Romeo Racing,29.0,99.035,2.0,HARD,16.0,9.0,2021,Bahrain Grand Prix,56,0.5178571428571429,,,,,,,,,,,
GIO,Alfa Romeo Racing,12.0,100.892,1.0,MEDIUM,12.0,11.0,2021,Bahrain Grand Prix,56,0.21428571428571427,,,,,,,,,,,
GIO,Alfa Romeo Racing,30.0,99.49,2.0,HARD,18.0,11.0,2021,Bahrain Grand Prix,56,0.5357142857142857,,,,,,,,,,,
OCO,Alpine,13.0,100.503,1.0,SOFT,13.0,9.0,2021,Bahrain Grand Prix,56,0.23214285714285715,,,,,,,,,,,
OCO,Alpine,31.0,99.268,2.0,MEDIUM,18.0,10.0,2021,Bahrain Grand Prix,56,0.5535714285714286,,,,,,,,,,,
RUS,Williams,13.0,100.821,1.0,SOFT,13.0,12.0,2021,Bahrain Grand Prix,56,0.23214285714285715,,,,,,,,,,,
RUS,Williams,36.0,102.693,2.0,MEDIUM,23.0,13.0,2021,Bahrain Grand Prix,56,0.6428571428571429,,,,,,,,,,,
VET,Aston Martin,24.0,101.508,1.0,MEDIUM,24.0,14.0,2021,Bahrain Grand Prix,56,0.42857142857142855,,,,,,,,,,,
MSC,Haas F1 Team,14.0,102.903,1.0,MEDIUM,14.0,17.0,2021,Bahrain Grand Prix,56,0.25,,,,,,,,,,,
MSC,Haas F1 Team,33.0,100.674,2.0,MEDIUM,19.0,17.0,2021,Bahrain Grand Prix,56,0.5892857142857143,,,,,,,,,,,
GAS,AlphaTauri,4.0,126.772,1.0,MEDIUM,7.0,18.0,2021,Bahrain Grand Prix,56,0.07142857142857142,,,,,,,,,,,
GAS,AlphaTauri,19.0,100.838,2.0,HARD,15.0,18.0,2021,Bahrain Grand Prix,56,0.3392857142857143,,,,,,,,,,,
GAS,AlphaTauri,39.0,99.587,3.0,MEDIUM,23.0,16.0,2021,Bahrain Grand Prix,56,0.6964285714285714,,,,,,,,,,,
GAS,AlphaTauri,52.0,98.051,4.0,HARD,13.0,16.0,2021,Bahrain Grand Prix,56,0.9285714285714286,,,,,,,,,,,
LAT,Williams,14.0,102.131,1.0,SOFT,14.0,13.0,2021,Bahrain Grand Prix,56,0.25,,,,,,,,,,,
LAT,Williams,32.0,102.667,2.0,MEDIUM,18.0,17.0,2021,Bahrain Grand Prix,56,0.5714285714285714,,,,,,,,,,,
LAT,Williams,51.0,106.133,3.0,MEDIUM,19.0,18.0,2021,Bahrain Grand Prix,56,0.9107142857142857,,,,,,,,,,,
ALO,Alpine,11.0,100.308,1.0,SOFT,14.0,9.0,2021,Bahrain Grand Prix,56,0.19642857142857142,,,,,,,,,,,
ALO,Alpine,29.0,100.108,2.0,MEDIUM,18.0,12.0,2021,Bahrain Grand Prix,56,0.5178571428571429,,,,,,,,,,,
ALO,Alpine,32.0,102.313,3.0,HARD,3.0,16.0,2021,Bahrain Grand Prix,56,0.5714285714285714,,,,,,,,,,,
GAS,AlphaTauri,2.0,113.555,1.0,SOFT,6.0,9.0,2021,Portuguese Grand Prix,66,0.030303030303030304,,,,,,,,,,,
GAS,AlphaTauri,3.0,141.094,2.0,SOFT,7.0,9.0,2021,Portuguese Grand Prix,66,0.045454545454545456,,,,,,,,,,,
GAS,AlphaTauri,24.0,87.557,3.0,SOFT,28.0,7.0,2021,Portuguese Grand Prix,66,0.36363636363636365,,,,,,,,,,,
PER,Red Bull Racing,2.0,109.102,1.0,MEDIUM,8.0,5.0,2021,Portuguese Grand Prix,66,0.030303030303030304,,,,,,,,,,,
PER,Red Bull Racing,3.0,141.727,2.0,MEDIUM,9.0,5.0,2021,Portuguese Grand Prix,66,0.045454545454545456,,,,,,,,,,,
PER,Red Bull Racing,51.0,88.808,3.0,MEDIUM,57.0,4.0,2021,Portuguese Grand Prix,66,0.7727272727272727,,,,,,,,,,,
ALO,Alpine,2.0,121.115,1.0,MEDIUM,2.0,14.0,2021,Portuguese Grand Prix,66,0.030303030303030304,,,,,,,,,,,
ALO,Alpine,3.0,138.877,2.0,MEDIUM,3.0,14.0,2021,Portuguese Grand Prix,66,0.045454545454545456,,,,,,,,,,,
ALO,Alpine,40.0,88.031,3.0,MEDIUM,40.0,6.0,2021,Portuguese Grand Prix,66,0.6060606060606061,,,,,,,,,,,
LEC,Ferrari,2.0,112.693,1.0,MEDIUM,7.0,8.0,2021,Portuguese Grand Prix,66,0.030303030303030304,,,,,,,,,,,
LEC,Ferrari,3.0,141.183,2.0,MEDIUM,8.0,8.0,2021,Portuguese Grand Prix,66,0.045454545454545456,,,,,,,,,,,
LEC,Ferrari,25.0,87.314,3.0,MEDIUM,30.0,5.0,2021,Portuguese Grand Prix,66,0.3787878787878788,,,,,,,,,,,
STR,Aston Martin,2.0,123.386,1.0,SOFT,2.0,16.0,2021,Portuguese Grand Prix,66,0.030303030303030304,,,,,,,,,,,
STR,Aston Martin,3.0,139.146,2.0,SOFT,3.0,16.0,2021,Portuguese Grand Prix,66,0.045454545454545456,,,,,,,,,,,
STR,Aston Martin,39.0,87.711,3.0,SOFT,39.0,7.0,2021,Portuguese Grand Prix,66,0.5909090909090909,,,,,,,,,,,
TSU,AlphaTauri,2.0,122.598,1.0,MEDIUM,2.0,15.0,2021,Portuguese Grand Prix,66,0.030303030303030304,,,,,,,,,,,
TSU,AlphaTauri,3.0,138.773,2.0,MEDIUM,3.0,15.0,2021,Portuguese Grand Prix,66,0.045454545454545456,,,,,,,,,,,
TSU,AlphaTauri,21.0,87.958,3.0,MEDIUM,21.0,15.0,2021,Portuguese Grand Prix,66,0.3181818181818182,,,,,,,,,,,
RIC,McLaren,2.0,117.399,1.0,MEDIUM,2.0,13.0,2021,Portuguese Grand Prix,66,0.030303030303030304,,,,,,,,,,,
RIC,McLaren,3.0,140.615,2.0,MEDIUM,3.0,13.0,2021,Portuguese Grand Prix,66,0.045454545454545456,,,,,,,,,,,
RIC,McLaren,41.0,86.217,3.0,MEDIUM,41.0,5.0,2021,Portuguese Grand Prix,66,0.6212121212121212,,,,,,,,,,,
OCO,Alpine,2.0,111.644,1.0,SOFT,5.0,7.0,2021,Portuguese Grand Prix,66,0.030303030303030304,,,,,,,,,,,
OCO,Alpine,3.0,140.679,2.0,SOFT,6.0,7.0,2021,Portuguese Grand Prix,66,0.045454545454545456,,,,,,,,,,,
OCO,Alpine,22.0,87.289,3.0,SOFT,25.0,9.0,2021,Portuguese Grand Prix,66,0.3333333333333333,,,,,,,,,,,
VER,Red Bull Racing,2.0,108.275,1.0,MEDIUM,7.0,3.0,2021,Portuguese Grand Prix,66,0.030303030303030304,,,,,,,,,,,
VER,Red Bull Racing,3.0,142.886,2.0,MEDIUM,8.0,3.0,2021,Portuguese Grand Prix,66,0.045454545454545456,,,,,,,,,,,
VER,Red Bull Racing,35.0,85.6,3.0,MEDIUM,40.0,3.0,2021,Portuguese Grand Prix,66,0.5303030303030303,,,,,,,,,,,
VER,Red Bull Racing,64.0,85.271,4.0,HARD,29.0,2.0,2021,Portuguese Grand Prix,66,0.9696969696969697,,,,,,,,,,,
NOR,McLaren,2.0,110.559,1.0,SOFT,6.0,6.0,2021,Portuguese Grand Prix,66,0.030303030303030304,,,,,,,,,,,
NOR,McLaren,3.0,140.721,2.0,SOFT,7.0,6.0,2021,Portuguese Grand Prix,66,0.045454545454545456,,,,,,,,,,,
NOR,McLaren,22.0,86.873,3.0,SOFT,26.0,5.0,2021,Portuguese Grand Prix,66,0.3333333333333333,,,,,,,,,,,
HAM,Mercedes,2.0,108.207,1.0,MEDIUM,6.0,2.0,2021,Portuguese Grand Prix,66,0.030303030303030304,,,,,,,,,,,
HAM,Mercedes,3.0,142.624,2.0,MEDIUM,7.0,2.0,2021,Portuguese Grand Prix,66,0.045454545454545456,,,,,,,,,,,
HAM,Mercedes,37.0,85.526,3.0,MEDIUM,41.0,1.0,2021,Portuguese Grand Prix,66,0.5606060606060606,,,,,,,,,,,
MSC,Haas F1 Team,2.0,124.418,1.0,MEDIUM,2.0,18.0,2021,Portuguese Grand Prix,66,0.030303030303030304,,,,,,,,,,,
MSC,Haas F1 Team,3.0,139.654,2.0,MEDIUM,3.0,18.0,2021,Portuguese Grand Prix,66,0.045454545454545456,,,,,,,,,,,
MSC,Haas F1 Team,32.0,87.878,3.0,MEDIUM,32.0,15.0,2021,Portuguese Grand Prix,66,0.48484848484848486,,,,,,,,,,,
VET,Aston Martin,2.0,115.328,1.0,SOFT,5.0,10.0,2021,Portuguese Grand Prix,66,0.030303030303030304,,,,,,,,,,,
VET,Aston Martin,3.0,141.344,2.0,SOFT,6.0,10.0,2021,Portuguese Grand Prix,66,0.045454545454545456,,,,,,,,,,,
VET,Aston Martin,22.0,87.464,3.0,SOFT,25.0,11.0,2021,Portuguese Grand Prix,66,0.3333333333333333,,,,,,,,,,,
SAI,Ferrari,2.0,108.928,1.0,SOFT,7.0,4.0,2021,Portuguese Grand Prix,66,0.030303030303030304,,,,,,,,,,,
SAI,Ferrari,3.0,141.456,2.0,SOFT,8.0,4.0,2021,Portuguese Grand Prix,66,0.045454545454545456,,,,,,,,,,,
SAI,Ferrari,21.0,87.31,3.0,SOFT,26.0,7.0,2021,Portuguese Grand Prix,66,0.3181818181818182,,,,,,,,,,,
LAT,Williams,2.0,124.268,1.0,MEDIUM,2.0,17.0,2021,Portuguese Grand Prix,66,0.030303030303030304,,,,,,,,,,,
LAT,Williams,3.0,139.257,2.0,MEDIUM,3.0,17.0,2021,Portuguese Grand Prix,66,0.045454545454545456,,,,,,,,,,,
LAT,Williams,24.0,89.32,3.0,MEDIUM,24.0,16.0,2021,Portuguese Grand Prix,66,0.36363636363636365,,,,,,,,,,,
RUS,Williams,2.0,115.043,1.0,MEDIUM,2.0,11.0,2021,Portuguese Grand Prix,66,0.030303030303030304,,,,,,,,,,,
RUS,Williams,3.0,141.091,2.0,MEDIUM,3.0,11.0,2021,Portuguese Grand Prix,66,0.045454545454545456,,,,,,,,,,,
RUS,Williams,28.0,88.745,3.0,MEDIUM,28.0,16.0,2021,Portuguese Grand Prix,66,0.42424242424242425,,,,,,,,,,,
BOT,Mercedes,2.0,106.875,1.0,MEDIUM,6.0,1.0,2021,Portuguese Grand Prix,66,0.030303030303030304,,,,,,,,,,,
BOT,Mercedes,3.0,142.684,2.0,MEDIUM,7.0,1.0,2021,Portuguese Grand Prix,66,0.045454545454545456,,,,,,,,,,,
BOT,Mercedes,36.0,85.701,3.0,MEDIUM,40.0,2.0,2021,Portuguese Grand Prix,66,0.5454545454545454,,,,,,,,,,,
BOT,Mercedes,63.0,84.774,4.0,HARD,28.0,3.0,2021,Portuguese Grand Prix,66,0.9545454545454546,,,,,,,,,,,
MAZ,Haas F1 Team,2.0,125.966,1.0,MEDIUM,2.0,19.0,2021,Portuguese Grand Prix,66,0.030303030303030304,,,,,,,,,,,
MAZ,Haas F1 Team,3.0,139.735,2.0,MEDIUM,3.0,19.0,2021,Portuguese Grand Prix,66,0.045454545454545456,,,,,,,,,,,
MAZ,Haas F1 Team,31.0,88.599,3.0,MEDIUM,31.0,17.0,2021,Portuguese Grand Prix,66,0.4696969696969697,,,,,,,,,,,
MAZ,Haas F1 Team,43.0,91.558,4.0,HARD,12.0,19.0,2021,Portuguese Grand Prix,66,0.6515151515151515,,,,,,,,,,,
GIO,Alfa Romeo Racing,2.0,116.382,1.0,MEDIUM,2.0,12.0,2021,Portuguese Grand Prix,66,0.030303030303030304,,,,,,,,,,,
GIO,Alfa Romeo Racing,3.0,140.5,2.0,MEDIUM,3.0,12.0,2021,Portuguese Grand Prix,66,0.045454545454545456,,,,,,,,,,,
GIO,Alfa Romeo Racing,22.0,87.987,3.0,MEDIUM,22.0,13.0,2021,Portuguese Grand Prix,66,0.3333333333333333,,,,,,,,,,,
GAS,AlphaTauri,18.0,88.954,1.0,SOFT,18.0,15.0,2021,Spanish Grand Prix,66,0.2727272727272727,,,,,,,,,,,
GAS,AlphaTauri,47.0,89.486,2.0,MEDIUM,29.0,12.0,2021,Spanish Grand Prix,66,0.7121212121212122,,,,,,,,,,,
PER,Red Bull Racing,27.0,86.984,1.0,SOFT,30.0,5.0,2021,Spanish Grand Prix,66,0.4090909090909091,,,,,,,,,,,
PER,Red Bull Racing,57.0,87.212,2.0,MEDIUM,30.0,5.0,2021,Spanish Grand Prix,66,0.8636363636363636,,,,,,,,,,,
ALO,Alpine,21.0,88.466,1.0,SOFT,24.0,11.0,2021,Spanish Grand Prix,66,0.3181818181818182,,,,,,,,,,,
ALO,Alpine,61.0,91.873,2.0,MEDIUM,40.0,15.0,2021,Spanish Grand Prix,66,0.9242424242424242,,,,,,,,,,,
LEC,Ferrari,28.0,88.933,1.0,SOFT,31.0,3.0,2021,Spanish Grand Prix,66,0.42424242424242425,,,,,,,,,,,
LEC,Ferrari,58.0,86.959,2.0,MEDIUM,30.0,4.0,2021,Spanish Grand Prix,66,0.8787878787878788,,,,,,,,,,,
STR,Aston Martin,22.0,88.864,1.0,SOFT,22.0,10.0,2021,Spanish Grand Prix,66,0.3333333333333333,,,,,,,,,,,
STR,Aston Martin,39.0,87.013,2.0,MEDIUM,17.0,11.0,2021,Spanish Grand Prix,66,0.5909090909090909,,,,,,,,,,,
RIC,McLaren,25.0,87.87,1.0,SOFT,28.0,5.0,2021,Spanish Grand Prix,66,0.3787878787878788,,,,,,,,,,,
RIC,McLaren,46.0,88.536,2.0,MEDIUM,21.0,6.0,2021,Spanish Grand Prix,66,0.696969696969697,,,,,,,,,,,
OCO,Alpine,23.0,88.11,1.0,SOFT,26.0,7.0,2021,Spanish Grand Prix,66,0.3484848484848485,,,,,,,,,,,
VER,Red Bull Racing,24.0,88.038,1.0,SOFT,27.0,2.0,2021,Spanish Grand Prix,66,0.36363636363636365,,,,,,,,,,,
VER,Red Bull Racing,60.0,88.448,2.0,MEDIUM,36.0,2.0,2021,Spanish Grand Prix,66,0.9090909090909091,,,,,,,,,,,
NOR,McLaren,23.0,87.125,1.0,SOFT,26.0,8.0,2021,Spanish Grand Prix,66,0.3484848484848485,,,,,,,,,,,
NOR,McLaren,51.0,86.88,2.0,MEDIUM,28.0,9.0,2021,Spanish Grand Prix,66,0.7727272727272727,,,,,,,,,,,
HAM,Mercedes,28.0,87.03,1.0,SOFT,32.0,1.0,2021,Spanish Grand Prix,66,0.42424242424242425,,,,,,,,,,,
HAM,Mercedes,42.0,85.686,2.0,MEDIUM,14.0,2.0,2021,Spanish Grand Prix,66,0.6363636363636364,,,,,,,,,,,
MSC,Haas F1 Team,23.0,89.741,1.0,SOFT,23.0,16.0,2021,Spanish Grand Prix,66,0.3484848484848485,,,,,,,,,,,
MSC,Haas F1 Team,50.0,88.28,2.0,MEDIUM,27.0,18.0,2021,Spanish Grand Prix,66,0.7575757575757576,,,,,,,,,,,
VET,Aston Martin,21.0,88.53,1.0,SOFT,21.0,13.0,2021,Spanish Grand Prix,66,0.3181818181818182,,,,,,,,,,,
VET,Aston Martin,38.0,87.558,2.0,MEDIUM,17.0,13.0,2021,Spanish Grand Prix,66,0.5757575757575758,,,,,,,,,,,
SAI,Ferrari,22.0,88.62,1.0,SOFT,25.0,9.0,2021,Spanish Grand Prix,66,0.3333333333333333,,,,,,,,,,,
SAI,Ferrari,46.0,87.033,2.0,MEDIUM,24.0,7.0,2021,Spanish Grand Prix,66,0.696969696969697,,,,,,,,,,,
LAT,Williams,9.0,114.725,1.0,SOFT,9.0,18.0,2021,Spanish Grand Prix,66,0.13636363636363635,,,,,,,,,,,
LAT,Williams,27.0,89.626,2.0,MEDIUM,18.0,12.0,2021,Spanish Grand Prix,66,0.4090909090909091,,,,,,,,,,,
LAT,Williams,50.0,88.65,3.0,MEDIUM,23.0,16.0,2021,Spanish Grand Prix,66,0.7575757575757576,,,,,,,,,,,
RUS,Williams,9.0,114.735,1.0,SOFT,9.0,15.0,2021,Spanish Grand Prix,66,0.13636363636363635,,,,,,,,,,,
RUS,Williams,28.0,87.78,2.0,MEDIUM,19.0,9.0,2021,Spanish Grand Prix,66,0.42424242424242425,,,,,,,,,,,
RAI,Alfa Romeo Racing,37.0,90.354,1.0,MEDIUM,37.0,13.0,2021,Spanish Grand Prix,66,0.5606060606060606,,,,,,,,,,,
BOT,Mercedes,23.0,87.743,1.0,SOFT,26.0,4.0,2021,Spanish Grand Prix,66,0.3484848484848485,,,,,,,,,,,
BOT,Mercedes,53.0,87.702,2.0,MEDIUM,30.0,3.0,2021,Spanish Grand Prix,66,0.803030303030303,,,,,,,,,,,
MAZ,Haas F1 Team,22.0,91.969,1.0,SOFT,22.0,19.0,2021,Spanish Grand Prix,66,0.3333333333333333,,,,,,,,,,,
MAZ,Haas F1 Team,42.0,89.125,2.0,MEDIUM,20.0,19.0,2021,Spanish Grand Prix,66,0.6363636363636364,,,,,,,,,,,
GIO,Alfa Romeo Racing,8.0,98.019,1.0,SOFT,8.0,15.0,2021,Spanish Grand Prix,66,0.12121212121212122,,,,,,,,,,,
GIO,Alfa Romeo Racing,39.0,92.536,2.0,MEDIUM,34.0,17.0,2021,Spanish Grand Prix,66,0.5909090909090909,,,,,,,,,,,
VER,Red Bull Racing,34.0,92.339,1.0,SOFT,39.0,1.0,2021,Monaco Grand Prix,78,0.4358974358974359,,,,,,,,,,,
SAI,Ferrari,32.0,93.98,1.0,SOFT,38.0,3.0,2021,Monaco Grand Prix,78,0.41025641025641024,,,,,,,,,,,
NOR,McLaren,30.0,93.286,1.0,SOFT,35.0,6.0,2021,Monaco Grand Prix,78,0.38461538461538464,,,,,,,,,,,
PER,Red Bull Racing,35.0,92.675,1.0,SOFT,40.0,4.0,2021,Monaco Grand Prix,78,0.44871794871794873,,,,,,,,,,,
VET,Aston Martin,31.0,92.812,1.0,SOFT,36.0,5.0,2021,Monaco Grand Prix,78,0.3974358974358974,,,,,,,,,,,
GAS,AlphaTauri,30.0,93.589,1.0,SOFT,36.0,7.0,2021,Monaco Grand Prix,78,0.38461538461538464,,,,,,,,,,,
HAM,Mercedes,29.0,93.051,1.0,SOFT,33.0,8.0,2021,Monaco Grand Prix,78,0.3717948717948718,,,,,,,,,,,
HAM,Mercedes,67.0,91.81,2.0,HARD,38.0,7.0,2021,Monaco Grand Prix,78,0.8589743589743589,,,,,,,,,,,
